,Oid,Id,sentence,Flag,labels
633,633,63320_201607_633,Update our harm minimisation strategies to reflect new risks for people using illicit drugs.,0,4
634,634,63320_201607_634,This builds on our announcement that a Shorten Labor Government will invest $18.2 million to implement a package of measures to tackle Fetal Alcohol Spectrum Disorders.,0,6
635,635,63320_201607_635,When it comes to solutions for tackling substance misuse the Abbott-Turnbull Government has missed the mark again and again.,1,1
636,636,63320_201607_636,"Although funds have been dedicated to tackling ice use, the treatment sector remains in an overall state of chaos.",1,1
637,637,63320_201607_637,"NGO treatment services have only been offered a temporary one-year funding extension for a second year in a row, which makes it difficult for them to hire and retain the skilled staff they need to meet rising demand.",1,1
638,638,63320_201607_638,The substance misuse funds that support treatment services and prevention strategies have been cut and urgent warnings from experts in the sector ignored.,1,1
639,639,63320_201607_639,Harm reduction is the poor cousin in Australia’s current National Drug Strategy and has been given the silent treatment by this Government.,1,1
640,640,63320_201607_640,Right now we can’t say that the Government is doing everything possible to save lives affected by substance misuse.,1,1
641,641,63320_201607_641,We believe that families impacted by substance misuse across Australia deserve better.,0,3
642,642,63320_201607_642,"Under Labor’s plan, taxpayer dollars will be invested in strategies that deliver real outcomes.",0,5
643,643,63320_201607_643,"When someone puts their hand up and says they want to turn their life around, Labor will ensure that they can get the help they need.",0,1
644,644,63320_201607_644,POSITIVE POLICY,1,1
645,645,63320_201607_645,A National Approach to Suicide Prevention,1,1
646,646,63320_201607_646,A Shorten Labor Government will target a 50 per cent reduction in suicides over the next 10 years.,0,7
647,647,63320_201607_647,"Labor’s National Suicide Prevention Strategy will provide a strong national commitment to reduce the suicide toll, and coordinate a focused effort across Australia.",0,3
648,648,63320_201607_648,Suicide affects far too many Australians.,1,1
649,649,63320_201607_649,"In 2014, 2,864 Australians lost their lives to suicide.",1,1
650,650,63320_201607_650,"Approximately seven Australians die from suicide every day, and for every person who dies from suicide, 30 attempt it.",1,1
651,651,63320_201607_651,We have to do better than this.,1,1
652,652,63320_201607_652,"Too many families, friends and colleagues are left dealing with these traumatic losses.",1,1
653,653,63320_201607_653,There are too many kids in this country who have taken days off school to go the funeral of a classmate who has taken their own life.,1,1
654,654,63320_201607_654,"There are too many parents who have had to sit at their kitchen table, shattered, exhausted and grieving, trying to write a eulogy for their own child.",1,1
655,655,63320_201607_655,"Australia must do more, and under Labor, we will.",0,1
656,656,63320_201607_656,"A Shorten Labor Government will commission Australia’s first national data-set of suicide deaths and work with the States and Territories to establish a national suicide register, helping experts identify vulnerable groups in our community.",0,1
657,657,63320_201607_657,A Shorten Labor Government will provide $72 million over three years for 12 regional suicide pilot projects.,0,7
658,658,63320_201607_658,"These projects will be in places with higher-than-average rates of suicide deaths, using a whole of community response to reduce suicide deaths in the most effective way.",0,3
659,659,63320_201607_659,Suicide is the fifth leading cause of death for Indigenous Australians.,1,1
660,660,63320_201607_660,Labor will take action to reduce suicide in Aboriginal and Torres Strait Islander communities by working with communities to implement the recommendations of the University of Western Sydney's Aboriginal and Torres Strait Islander Suicide Prevention Evaluation Project.,0,6
661,661,63320_201607_661,Labor will also ensure that at least three of the regional suicide pilot projects are in Aboriginal and Torres Strait Islander communities.,0,6
662,662,63320_201607_662,A Shorten Labor Government will provide $9 million towards a National Suicide Prevention Fund.,0,1
663,663,63320_201607_663,"The Fund will support research into reducing suicide deaths, and programs which reduce the stigma around suicide and seeking help when contemplating suicide.",0,1
664,664,63320_201607_664,"In contrast to the Turnbull Government, Labor’s Strategy will provide national leadership, and builds on our commitment to:",0,6
665,665,63320_201607_665,"Restore funding cut by the Liberals to six early psychosis centres, supporting young people with serious mental health problems.",0,4
666,666,63320_201607_666,Provide funding so more than 95 headspace centres around the country can stay open.,0,3
667,667,63320_201607_667,Lead the negotiation to develop the Fifth National Mental Health and Suicide Prevention Plan.,0,3
668,668,63320_201607_668,Deliver regionally tailored mental health programs through existing Primary Health Networks.,0,3
669,669,63320_201607_669,Make sure people living with a mental illness continue to receive the support and care they need when they are not eligible for the National Disability Insurance Scheme.,0,7
670,670,63320_201607_670,Promote the Mentally Healthy Workplace Alliance to support better mental health at work and remove the stigma and discrimination that all too often accompanies mental ill health.,0,3
671,671,63320_201607_671,Labor’s reforms will deliver $83.7 million over four years to provide national leadership on an issue that impacts on far too many in our community.,0,6
672,672,63320_201607_672,POSITIVE POLICY,1,1
673,673,63320_201607_673,A National Dementia Strategy,1,1
674,674,63320_201607_674,"A Shorten Labor Government will partner with Alzheimer’s Australia to improve the lives of those living with dementia and their families, through the development of a National Dementia Strategy and the creation of dementia-friendly communities across the country.",0,6
675,675,63320_201607_675,Dementia is not simply an aged care issue - it is a chronic health condition with social and economic implications.,1,1
676,676,63320_201607_676,People living with dementia are more than the sum of their symptoms.,1,1
677,677,63320_201607_677,"They deserve to live with dignity, support and security.",1,1
678,678,63320_201607_678,"With more than 350,000 Australians affected by dementia, it is important to tackle this fatal disease.",1,1
679,679,63320_201607_679,Dementia is the second leading cause of death in Australia and the leading cause of disability in people over the age of 65 years.,1,1
680,680,63320_201607_680,"Without a medical breakthrough, close to one million Australians will have dementia by 2050.",1,1
681,681,63320_201607_681,"Each week there are more than 1,800 new cases of dementia in Australia – that is about one person every six minutes.",1,1
682,682,63320_201607_682,"By 2050 that is expected to grow to 7,400 new cases.",1,1
683,683,63320_201607_683,Dementia costs the economy around $5 billion annually.,1,1
684,684,63320_201607_684,"It is on track to become the third greatest source of health and residential aged care spending within two decades, representing around one percent of GDP.",1,1
685,685,63320_201607_685,A Shorten Labor Government will commit $25 million to help make Australia a dementia-friendly nation and address the increasing incidence of dementia.,0,6
686,686,63320_201607_686,This will include: Developing a National Dementia Strategy to ensure a coordinated national approach to the issue.,0,3
687,687,63320_201607_687,Supporting Alzheimer’s Australia to roll out the internationally renowned Dementia Friends program across Australia.,0,7
688,688,63320_201607_688,Establishing a dementia-friendly resource and collaboration hub.,0,3
689,689,63320_201607_689,Supporting local communities to become dementia-friendly.,0,2
690,690,63320_201607_690,"Conducting two trials for respite models, to support those who provide care to people living with dementia.",0,6
691,691,63320_201607_691,A Shorten Labor Government will actively lead the way to ensure Australia is equipped and prepared to manage the increasing incidence of dementia.,0,1
692,692,63320_201607_692,"Only Labor will put people living with dementia, their carers and those who provide formal care and services first.",0,7
693,693,63320_201607_693,POSITIVE POLICY,1,1
694,694,63320_201607_694,Supporting Australians With Disability,1,1
695,695,63320_201607_695,A Shorten Labor Government will continue to work to improve the lives of Australians with disability.,0,1
696,696,63320_201607_696,Labor believes that people with disability deserve the same opportunities as other Australians to participate in the community and have their rights protected.,0,2
697,697,63320_201607_697,We believe Australians with disability deserve a fair go.,0,3
698,698,63320_201607_698,"In recent years Australia has made a lot of progress in extending opportunity, security and fairness to people with disability.",1,1
699,699,63320_201607_699,But we still have much more to do to ensure Australians with disability are not excluded from society.,1,1
700,700,63320_201607_700,Labor’s plan for Australians with disability includes: Delivering the National Disability Insurance Scheme on time and in full.,0,3
701,701,63320_201607_701,"Under Labor, there will be no cuts, caps or delays to the NDIS.",0,3
702,702,63320_201607_702,Reinvigorating the National Disability Strategy to ensure it continues to reflect the needs of people with disability.,0,6
703,703,63320_201607_703,"Boosting employment opportunities for people with disability by supporting private organisations to develop Disability Employment Action Plans, reforming Disability Employment Services and introducing public service employment targets.",0,6
704,704,63320_201607_704,Making Australian beaches more accessible and enjoyable for people with disability.,0,3
705,705,63320_201607_705,Ensuring there is a full-time Disability Discrimination Commissioner.,0,3
706,706,63320_201607_706,Protecting the pension for people with disability.,0,5
707,707,63320_201607_707,"Unlike the Liberals, Labor will not try to cut pension indexation.",0,1
708,708,63320_201607_708,Boosting support for independent advocacy organisations representing people with disability.,0,3
709,709,63320_201607_709,POSITIVE POLICY,1,1
710,710,63320_201607_710,More Support For Australians With Diabetes,1,1
711,711,63320_201607_711,A Shorten Labor Government will improve access to life-saving technologies for Australians with Type 1 diabetes.,0,3
712,712,63320_201607_712,Labor will fully fund access to continuous glucose monitoring (CGM) for: All children and young adults up to the age of 21.,0,3
713,713,63320_201607_713,"People aged 21 and over who have severe hypoglycaemia (low blood glucose) and who, for health or other reasons, have limited awareness of the warning signs of impending hypoglycaemia.",0,1
714,714,63320_201607_714,Pregnant women.,0,1
715,715,63320_201607_715,"This $79.7 million investment over four years will fully subsidise CGM technology for these groups, making it available to those who need it most.",0,7
716,716,63320_201607_716,"Based on analysis by Diabetes Australia, more than 6,000 Australians with Type 1 diabetes are expected to benefit from Labor’s investment.",0,4
717,717,63320_201607_717,"At its most extreme, hypoglycaemia (low blood glucose) can be deadly.",0,7
718,718,63320_201607_718,"While deaths are rare, the long term complications of Type 1 diabetes can also be devastating, with effects including kidney failure, nerve damage, heart disease, stroke and blindness.",0,1
719,719,63320_201607_719,Minimising these risks has previously required a painful and inconvenient routine of finger prick tests.,0,1
720,720,63320_201607_720,"Continuous glucose monitoring devices continually monitor blood glucose levels through sensors placed under the skin, which are linked to hand-held devices such as mobile phones or insulin pumps.",0,6
721,721,63320_201607_721,CGM technology reduces the risks of Type 1 diabetes and improves quality of life.,0,1
722,722,63320_201607_722,"However, the technology is expensive, and it is not currently subsided by the Australian Government.",1,1
723,723,63320_201607_723,Labor will remove this cost barrier for thousands of Australians.,0,1
724,724,63320_201607_724,Labor’s investment in CGMs also makes economic sense.,0,1
725,725,63320_201607_725,The devices help to reduce the short and long-term costs of treating diabetes.,0,5
726,726,63320_201607_726,"Research shows that a single severe hypoglycaemic event can cost more than $18,000, including healthcare and productivity costs.",1,1
727,727,63320_201607_727,"A Shorten Labor Government will also invest $4 million to expand access to the Insulin Pump Program, ensuring it can meet future demand.",0,6
728,728,63320_201607_728,The former Labor Government established the Insulin Pump Program in 2008 and expanded it in 2013.,1,1
729,729,63320_201607_729,"The Program provides subsidised access to insulin pumps, which deliver a continuous amount of insulin throughout the day.",0,7
730,730,63320_201607_730,Insulin pump therapy can be life-changing and potentially life-saving for people with Type 1 diabetes.,1,1
731,731,63320_201607_731,"It reduces the frequency of severe hypoglycaemia, enables better blood glucose management to reduce the risk of complications, and reduces the costs associated with ambulance use, emergency department presentations and hospital admissions.",0,3
732,732,63320_201607_732,"Due to cost and poor access, only 12 per cent of Australians with Type 1 diabetes have accessed insulin pump therapy.",1,1
733,733,63320_201607_733,"Demand for the pumps continues to outstrip the number of subsidies that are available, and hundreds of Australians are on waiting lists for the Program.",1,1
734,734,63320_201607_734,Labor’s commitment of $1 million a year over four years will expand the program from the existing 68 pumps a year to 200 pumps distributed annually.,0,7
735,735,63320_201607_735,This will meet current demand and help improve the quality of life of hundreds of people diagnosed with Type 1 diabetes.,0,4
736,736,63320_201607_736,"Labor’s commitment to CGM technology and the Insulin Pump Program is further proof of our belief that all Australians should get the healthcare they need, not just the healthcare they can afford.",0,7
737,737,63320_201607_737,"Keeping higher education accessible for middle and working class families: no $100,000 degrees",0,4
738,738,63320_201607_738,What should get you into uni is hard work and deep thinking — not just deep pockets.,1,1
739,739,63320_201607_739,"That is why Labor is 100% against $100,000 university degrees.",0,4
740,740,63320_201607_740,POSITIVE POLICY,1,1
741,741,63320_201607_741,Higher Education – Getting More Students To Graduate,1,1
742,742,63320_201607_742,Enrolment at university isn’t an end in itself.,1,1
743,743,63320_201607_743,"The previous Labor Government opened access to university – 190,000 more students are at university today as a result of our reforms.",1,1
744,744,63320_201607_744,Access will always matter to Labor – and we will continue to support the demand driven system.,0,4
745,745,63320_201607_745,But our next wave of university reform will focus on completion and quality.,0,4
746,746,63320_201607_746,We want Australian students who start university to finish university with a degree.,0,1
747,747,63320_201607_747,Department of Education figures show that 23 per cent of people who started a degree as full-time students in 2006 had not completed it after eight years.,0,1
748,748,63320_201607_748,"There is evidence that attrition rates have been getting worse in recent years, meaning even more students are likely to leave university with a debt but no degree.",1,1
749,749,63320_201607_749,"With the Commonwealth investing $14 billion of taxpayers’ money in universities every year, Australians are right to expect outcomes that benefit the entire community; young Australians graduating as teachers, nurses, doctors, engineers and scientists enhancing our society and our economy.",1,1
750,750,63320_201607_750,"A Shorten Labor Government will set an ambitious goal to increase the number of students completing their study by 20,000 graduates per year from 2020.",0,7
751,751,63320_201607_751,Labor will work with the university sector to ensure that incentives within the demand driven system are introduced to achieve this goal.,0,6
752,752,63320_201607_752,"And because students need to graduate with skills, knowledge and resilience for their working life, not just mark their name off at class, a Shorten Labor Government will invest an additional $31 million in Tertiary Education Quality Standards Australia.",0,7
753,753,63320_201607_753,The boost to TEQSA will lift the quality of teaching and resources to ensure that students graduate with a high quality education that will win them the jobs of the future.,0,1
754,754,63320_201607_754,"This additional investment will provide the assurance that our investment in higher education is achieving the right outcomes, for students as well as our economy: highly skilled, highly adaptable, technology literate graduates ready to compete in the world.",0,6
755,755,63320_201607_755,Investing in education is the single most important thing we can do to maintain Australia’s prosperity and secure the jobs of the future.,1,1
756,756,63320_201607_756,Labor has always been committed to opening access to higher education to more Australians and supporting universities as critical drivers of innovation across the economy.,0,1
757,757,63320_201607_757,POSITIVE POLICY,1,1
758,758,63320_201607_758,Regional Incubators and Accelerators,1,1
759,759,63320_201607_759,"Labor will create a Regional Innovation Fund, which will kickstart a range of initiatives to expand the role of Australia’s regions in contribution to the national innovation effort.",0,1
760,760,63320_201607_760,"It will, for example, invest in an expansion of the network of hubs and accelerators across the country, focussing on regional and rural sites.",0,6
761,761,63320_201607_761,Labor will also support the continuation and expansion of existing university-based hubs and accelerators in metropolitan and outer-metropolitan universities.,0,4
762,762,63320_201607_762,"Our approach will be flexible, underpinned by consultations with stakeholders in rural and regional Australia to ensure investment reinforces local economic strengths and priorities.",0,3
763,763,63320_201607_763,"And in recognition of the success and demonstrated potential of existing university-based hubs and accelerators in metropolitan areas, additional funding will also be available on a competitive basis for these universities to ramp up their programs.",0,4
764,764,63320_201607_764,University-based accelerators will be at the centre of this initiative; however we will remain open to other avenues to boost regional innovation activity.,0,1
765,765,63320_201607_765,"For example, funded entrepreneurship hubs could be based at a regional university campus or, in some cases, a local TAFE or private consortium that has attracted demonstrated regional support across business and state/local government bodies.",0,3
766,766,63320_201607_766,"A Shorten Labor Government would fund the establishment of up to 20 new accelerators over three years, based on applications from consortia that must include, at a minimum: a regional university or TAFE; local government(s); and a local business organisation (such as a Chamber of Commerce) or a group of local businesses.",0,7
767,767,63320_201607_767,"Each consortium would receive seed funding of up to $500,000 per year for three years, which must be matched at least dollar-for-dollar with funding from the consortium or other sources.",0,6
768,768,63320_201607_768,POSITIVE POLICY,1,1
769,769,63320_201607_769,National Digital Workforce Plan,1,1
770,770,63320_201607_770,The internet and new technologies are massively disrupting the world of work.,1,1
771,771,63320_201607_771,"In June 2015, the Committee for Economic Development of Australia published a report which predicted that as many as five million of the jobs we do today - two out of every five jobs - will be replaced by machines by 2030.",1,1
772,772,63320_201607_772,This is particularly acute for the next generation of workers with 70 per cent of young people currently entering the workforce in jobs that will be radically affected by automation.,1,1
773,773,63320_201607_773,"By 2050, 13 of Australia's 19 industry sectors will be either transformed or gain significant benefit from information and communications technology, according to IBISWorld.",1,1
774,774,63320_201607_774,Major economic and employment opportunities are presented by embracing policies that support and encourage tech-fuelled innovation.,1,1
775,775,63320_201607_775,"For example, in the US, experts have found that the technology sector is able to create jobs 25 times faster than the rate experienced by other US industry sectors.",1,1
776,776,63320_201607_776,Labor will develop a far reaching blueprint required to tackle the serious skills deficits holding back the sector and preventing us from extracting the great economic advantage that comes from embracing innovation.,0,7
777,777,63320_201607_777,"Reflecting the huge local and international demand for skills and talent, we need a National Digital Workforce plan that can meet the needs of our startup community.",0,1
778,778,63320_201607_778,"Importantly, our National Digital Workforce Plan will not only focus on deepening the pool of talent available to support our startups – this is also aimed at boosting the digital skills base across the breadth of our economy.",0,5
779,779,63320_201607_779,The key priorities of this plan will include: Strengthening the flow of entrants into the workforce who are keen to develop their ICT skills and seek opportunities within our digital economy,0,7
780,780,63320_201607_780,"Improving the quality of ICT teaching in schools, vocational and tertiary education arenas;",0,3
781,781,63320_201607_781,Strengthening the quality and suitability of tertiary graduates for entry-level positions;,0,3
782,782,63320_201607_782,Addressing the low levels of representation by female and mature-aged workers within our broader ICT workforce population;,0,3
783,783,63320_201607_783,"Lifting the functional knowledge of ICT within traditional industries and existing companies, to ensure we have a workforce that is capable of quickly adapting to technological change; and",0,3
784,784,63320_201607_784,Boosting the digital skills within small to medium sized enterprises.,0,7
785,785,63320_201607_785,POSITIVE POLICY,1,1
786,786,63320_201607_786,Startup Year To Create More Startups,1,1
787,787,63320_201607_787,Australian startups are crucial to building the jobs of the future.,1,1
788,788,63320_201607_788,"The Australian tech startup sector has the potential to contribute 540,000 new jobs in the next two decades.",1,1
789,789,63320_201607_789,Labor will boost Australia’s young aspiring entrepreneurial talent by providing income contingent loans to students to support their participation in university accelerators or similar incubators run by successful entrepreneurs.,0,7
790,790,63320_201607_790,"Startup loans will be offered to 2,000 students and new graduates each year that want to establish a startup within a university-based (or similar) accelerator.",0,7
791,791,63320_201607_791,"The loan will cover the cost of the support provided to them by an accredited accelerator program and accredited non-award programs and initiatives, up to the maximum annual student contribution level under the HECS system.",0,7
792,792,63320_201607_792,Delivering new startup loans through the existing HECS system will offer final year students and new graduates the option of taking an additional business-focused year so they can develop their innovative startup ideas.,0,3
793,793,63320_201607_793,It aims to encourage systemic change at universities through supporting the development of university accelerators and incubators.,0,7
794,794,63320_201607_794,"Over time this may assist in supporting more partnerships with well established and leading facilities such as Tank Stream Labs, Blue Chilli, Fishburners, ATPi and equivalents around the country.",0,3
795,795,63320_201607_795,"Over time, this program will drive a competitive market as education institutions seek and develop the best talent and draw in private sector mentors and investors.",0,3
796,796,63320_201607_796,This will improve collaboration between universities and the investment and technology sectors and strengthen Australia’s entrepreneurial ecosystems.,0,3
797,797,63320_201607_797,POSITIVE POLICY,1,1
798,798,63320_201607_798,Debt-free STEM Degrees,1,1
799,799,63320_201607_799,International research suggests 75 per cent of the fastest-growing occupations now require STEM skills and knowledge.,1,1
800,800,63320_201607_800,Employment in STEM occupations is projected to grow at almost twice the pace of other occupations.,1,1
801,801,63320_201607_801,"In his 2014 report Science, Technology, Engineering, and Maths: Australia’s Future, Chief Scientist Ian Chubb called on the Federal Government to “Support the national interest by maintaining the pipeline of STEM graduates, and increase the recognition of STEM education and careers as a public good.""",1,1
802,802,63320_201607_802,"The Chief Scientist recognised that economic growth cannot be sustained without inquiring and capable people, a steady pipeline of specialist STEM skills in the workforce, and general science and mathematical literacy in the community.",1,1
803,803,63320_201607_803,Labor agrees.,0,1
804,804,63320_201607_804,"That is why we will make a university STEM degree more attractive than ever before, representing a major step towards delivering the high-skilled graduate workforce our country needs.",0,3
805,805,63320_201607_805,"We will provide a financial incentive for students to enrol in, and complete, a STEM undergraduate degree, in recognition of the significant public benefit of growing Australia’s STEM capacity.",0,5
806,806,63320_201607_806,"Labor will offer 20,000 STEM Award Degrees a year for five years.",0,6
807,807,63320_201607_807,"Upon graduation, the entire HECS-HELP debt will be written off, meaning these students can graduate debt free.",0,2
808,808,63320_201607_808,"At present, an average science graduate will take eight years to pay off the $44,000 HECS debt they leave university with.",1,1
809,809,63320_201607_809,"A Labor Government will give the next generation of Australians an incentive to undertake STEM degrees and offer them a head start in their working life, free of student debt.",0,6
810,810,63320_201607_810,This policy will take effect in the 2017 school year.,0,7
811,811,63320_201607_811,"Previous incentives to study STEM subjects have been small, piecemeal and largely unsuccessful.",1,1
812,812,63320_201607_812,The STEM degree scholarships will provide incentives with a different scale and scope.,0,6
813,813,63320_201607_813,This policy reflects Labor’s focus for higher education: structuring assistance to encourage and incentivise completions at university.,0,3
814,814,63320_201607_814,"Students will continue to accrue their HECS-HELP debt as normal, so a failure to graduate will see them retain that liability.",0,4
815,815,63320_201607_815,"The policy will also reflect Labor’s equity objectives, with the selection criteria to target increasing enrolments in underrepresented groups like women.",0,3
816,816,63320_201607_816,"With women representing only 20 per cent of engineering and related technologies enrolments, and 14 per cent of information technology enrolments, boosting the representation of women in STEM degrees is a serious priority.",1,1
817,817,63320_201607_817,"Labor will consult with the Chief Scientist, and work with universities and State Governments to develop selection criteria  around access to the scheme, the eligible courses and use of the grants.",0,6
818,818,63320_201607_818,"This policy will seek to encourage universities to work with schools and TAFEs to target students in their last two years of their schooling or TAFE, with an emphasis in boosting the number of STEM students from underrepresented groups such as women, Indigenous, regional and lower SES backgrounds.",0,3
819,819,63320_201607_819,The independent Parliamentary Budget Office has costed our plan to boost the number of students doing STEM degrees at $45 million over the next four years.,0,7
820,820,63320_201607_820,POSITIVE POLICY,1,1
821,821,63320_201607_821,Higher education – Student Funding Guarantee,1,1
822,822,63320_201607_822,Investing in education is the single most important thing we can do to maintain Australia’s prosperity and secure the jobs of the future.,1,1
823,823,63320_201607_823,Labor has always been committed to opening access to higher education to more Australians and supporting universities as critical drivers of innovation across the economy.,0,1
824,824,63320_201607_824,"A Shorten Labor Government will build on this record – not just because it is the fair thing to do, but because our future prosperity depends on it.",0,3
825,825,63320_201607_825,"Two in every three jobs created in the future will require a university degree, and so we need to be building the workforce of the future today.",1,1
826,826,63320_201607_826,The role of Government should be improving access to higher education not putting walls around our universities through a massive debt burden.,1,1
827,827,63320_201607_827,Labor is the party of education and expanding opportunity to higher education.,0,3
828,828,63320_201607_828,"Because of our past reforms an additional 190,000 students are enrolled at university today.",1,1
829,829,63320_201607_829,"Labor will continue the demand driven system and ensure that access to university remains a matter of hard work and good marks, not your bank balance.",0,4
830,830,63320_201607_830,A Shorten Labor Government will introduce a new Student Funding Guarantee to provide certainty to universities and remove the need for higher fees.,0,5
831,831,63320_201607_831,"Under a Shorten Labor Government, average funding per undergraduate student in 2018 will be more than $11,800.",0,1
832,832,63320_201607_832,"This additional investment will ensure that students are encouraged rather than deterred from studying at university, improving the productive capacity of our economy.",0,7
833,833,63320_201607_833,"To provide certainty and confidence to a sector that is vital to maintaining Australia’s prosperity, Labor will legislate the Student Funding Guarantee, and index the funding to ensure the value of the contribution isn’t eroded over time.",1,1
834,834,63320_201607_834,Only Labor is committed to investing in higher education to create and sustain the jobs of the future.,0,7
835,835,63320_201607_835,POSITIVE POLICY,1,1
836,836,63320_201607_836,Higher education – Independent Commission,1,1
837,837,63320_201607_837,Studying at university should open the door to a well-paying career.,1,1
838,838,63320_201607_838,"For that to occur, universities must be responsive to labour market pressures and educate students for growth areas in the economy.",1,1
839,839,63320_201607_839,"Labor will continue to support the demand driven system which has seen an additional 190,000 students enrolled at university today.",0,4
840,840,63320_201607_840,But universities must also be attuned to the future labour market and the needs of employers.,1,1
841,841,63320_201607_841,Improvements in access to big data and advanced analytics capabilities will assist in developing better labour market profiles and forecasting skills needs.,1,1
842,842,63320_201607_842,"A Shorten Labor Government will work with our universities, industry and science agencies to get the incentives right to meet the needs of the future economy.",0,3
843,843,63320_201607_843,"From skill shortages in key occupations to productivity-driving opportunities in new industries, universities will be encouraged within the existing funding system to be more responsive to drivers of growth.",0,3
844,844,63320_201607_844,"In consultation with universities, Labor will establish an independent Higher Education Productivity and Performance Commission to drive these labour market outcomes.",0,3
845,845,63320_201607_845,"Similar Commissions are common in other developed economies; in the United Kingdom, New Zealand and Hong Kong, and provide good examples of best practice for Australia to consider.",1,1
846,846,63320_201607_846,The current arrangements between the Commonwealth and universities have not always worked as well as they could or in the way they were intended.,1,1
847,847,63320_201607_847,"Representing a $14 billion a year investment, Australian taxpayers are entitled to demand that their hard-earned money is delivering the highest standards of teaching and learning, for the benefit of individual students as well as our society and our economy.",0,1
848,848,63320_201607_848,That is why a Shorten Labor Government will work with the sector to uphold a focus on accountability and performance and to lift productivity in our universities.,0,7
849,849,63320_201607_849,POSITIVE POLICY,1,1
850,850,63320_201607_850,Higher education – Clearer Information For Parents and Students,1,1
851,851,63320_201607_851,"The success of our students starts with choosing the right course, at the right university.",1,1
852,852,63320_201607_852,There is an obligation on government to assist students in making informed choices upon entering university.,1,1
853,853,63320_201607_853,"From the final years of high school, to applying for courses at university, we must do more to ensure that students and parents have the information they need to make good decisions.",1,1
854,854,63320_201607_854,"With the demand driven system similar to a marketplace for students and course offerings, government should ensure that students are well-informed consumers.",1,1
855,855,63320_201607_855,"Before enrolling for a degree, students should have access to information like what the average salary is upon graduation, and career opportunities upon graduation.",1,1
856,856,63320_201607_856,There are many opportunities to leverage digital technology and a Shorten Labor Government will engage Australia’s burgeoning start-up industry in this process.,0,5
857,857,63320_201607_857,More informed students and parents will mean better decisions and ultimately improved outcomes.,1,1
858,858,63320_201607_858,A similar approach has recently been announced in the United States by President Obama in the form of a College Scorecard.,1,1
859,859,63320_201607_859,"Labor is committed to ensuring that students have the best information available when deciding to enrol into a specific course and will work with students, parents, universities, professional career counselling bodies and business to embrace new technology and forms of transparency.",0,7
860,860,63320_201607_860,Investing in education is the single most important thing we can do to maintain Australia’s prosperity and secure the jobs of the future.,1,1
861,861,63320_201607_861,Labor has always been committed to opening access to higher education to more Australians and supporting universities as critical drivers of innovation across the economy.,0,1
862,862,63320_201607_862,POSITIVE POLICY,1,1
863,863,63320_201607_863,Higher education – Clearer Information For Parents and Students,1,1
864,864,63320_201607_864,"The success of our students starts with choosing the right course, at the right university.",1,1
865,865,63320_201607_865,There is an obligation on government to assist students in making informed choices upon entering university.,1,1
866,866,63320_201607_866,"From the final years of high school, to applying for courses at university, we must do more to ensure that students and parents have the information they need to make good decisions.",1,1
867,867,63320_201607_867,"With the demand driven system similar to a marketplace for students and course offerings, government should ensure that students are well-informed consumers.",1,1
868,868,63320_201607_868,"Before enrolling for a degree, students should have access to information like what the average salary is upon graduation, and career opportunities upon graduation.",1,1
869,869,63320_201607_869,There are many opportunities to leverage digital technology and a Shorten Labor Government will engage Australia’s burgeoning start-up industry in this process.,0,5
870,870,63320_201607_870,More informed students and parents will mean better decisions and ultimately improved outcomes.,1,1
871,871,63320_201607_871,A similar approach has recently been announced in the United States by President Obama in the form of a College Scorecard.,1,1
872,872,63320_201607_872,"Labor is committed to ensuring that students have the best information available when deciding to enrol into a specific course and will work with students, parents, universities, professional career counselling bodies and business to embrace new technology and forms of transparency.",0,7
873,873,63320_201607_873,Investing in education is the single most important thing we can do to maintain Australia’s prosperity and secure the jobs of the future.,1,1
874,874,63320_201607_874,Labor has always been committed to opening access to higher education to more Australians and supporting universities as critical drivers of innovation across the economy.,0,1
875,875,63320_201607_875,POSITIVE POLICY,1,1
876,876,63320_201607_876,University of Tasmania Jobs and Growth Package,1,1
877,877,63320_201607_877,A Shorten Labor Government will invest $150 million in the education-driven economic revival of North and North-Western Tasmania to improve education outcomes and deliver jobs.,0,5
878,878,63320_201607_878,"Under the $300 million co-investment plan with the University of Tasmania, two new campuses will be constructed at Inveresk in Launceston and West Park in Burnie.",0,5
879,879,63320_201607_879,"It will create 3,110 jobs, including 265 additional academic and professional staff jobs and support 12 000 new students into higher education in North and North-West Tasmania",0,7
880,880,63320_201607_880,The plan is estimated to deliver $1.1 billion economic output during the construction phase alone and an additional $428 million a year in economic activity.,0,7
881,881,63320_201607_881,"Project partners UTAS will provide $75 million towards the plan which will provide high quality, work ready, affordable associate degrees programs which are aligned to what industry needs, meaning more students into jobs.",0,7
882,882,63320_201607_882,Federal Labor today calls on the State Government to match the university and commit the final $75 million to make this project happen.,0,7
883,883,63320_201607_883,Over the last 12 months Labor’s Tasmania Taskforce has engaged with local communities in a frank conversation about how best to get Tasmania moving again.,1,1
884,884,63320_201607_884,Tasmanians - in each and every conversation and submission – have raised education as the key factor to power additional jobs and prosperity.,1,1
885,885,63320_201607_885,The University of Tasmania presented their proposal to the Tasmania Taskforce and have made a compelling case for a project that will transform Tasmania’s future.,1,1
886,886,63320_201607_886,"This co-investment will both increase higher education participation and attainment in Tasmania, as well as underpin growth and prosperity in North and North-West Tasmania.",1,1
