,oid,Id,sentence,Flag,Context,labels
162,162,63620_199003_162,We will abolish the Capital Gains Tax and replace it with a speculative gains tax which phases down to zero over five years.,,#NAME?,6
163,163,63620_199003_163,For assets held for less than one year 100 per cent of the realized capital gain will be taxed.,,"And the numbers will grow as people die, their estates pass to their families and assets previously exempt become taxable. We will abolish the Capital Gains Tax and replace it with a speculative gains tax which phases down to zero over five years.",1
164,164,63620_199003_164,"For each year thereafter and the asset is held, the tax will be reduced by 20 per cent.",,We will abolish the Capital Gains Tax and replace it with a speculative gains tax which phases down to zero over five years. For assets held for less than one year 100 per cent of the realized capital gain will be taxed.,5
165,165,63620_199003_165,"For an asset held for five years or more therefore, there will be no tax.",,"For assets held for less than one year 100 per cent of the realized capital gain will be taxed. For each year thereafter and the asset is held, the tax will be reduced by 20 per cent.",1
166,166,63620_199003_166,We believe in wealth creation and private enterprise.,,"For each year thereafter and the asset is held, the tax will be reduced by 20 per cent. For an asset held for five years or more therefore, there will be no tax.",1
167,167,63620_199003_167,Our policy to abolish the Capital Gains Tax will remove Labor's de facto wealth tax and death duties.,,"For an asset held for five years or more therefore, there will be no tax. We believe in wealth creation and private enterprise.",6
168,168,63620_199003_168,It will reduce the tax burden of superannuants.,,We believe in wealth creation and private enterprise. Our policy to abolish the Capital Gains Tax will remove Labor's de facto wealth tax and death duties.,6
169,169,63620_199003_169,Our policy is directed towards encouraging and rewarding initiative and hard work.,,Our policy to abolish the Capital Gains Tax will remove Labor's de facto wealth tax and death duties. It will reduce the tax burden of superannuants.,1
170,170,63620_199003_170,LABOR MARKET REFORMS AND WAGES POLICY.,1.0,It will reduce the tax burden of superannuants. Our policy is directed towards encouraging and rewarding initiative and hard work.,1
171,171,63620_199003_171,"If we are to run an efficient internationally competitive economy, we must seek increased decentralization of decision-making so that price and wage outcomes are consistent with the circumstances of our individual enterprises competing in a global trading environment.",,Our policy is directed towards encouraging and rewarding initiative and hard work. LABOR MARKET REFORMS AND WAGES POLICY.,1
172,172,63620_199003_172,The process of liberalization of product and labor markets must proceed hand-in-hand.,,"LABOR MARKET REFORMS AND WAGES POLICY. If we are to run an efficient internationally competitive economy, we must seek increased decentralization of decision-making so that price and wage outcomes are consistent with the circumstances of our individual enterprises competing in a global trading environment.",1
173,173,63620_199003_173,Sensible wage outcomes will be harder to achieve where regulation or protection policies have allowed management's and unions to avoid the winds of competition.,,"If we are to run an efficient internationally competitive economy, we must seek increased decentralization of decision-making so that price and wage outcomes are consistent with the circumstances of our individual enterprises competing in a global trading environment. The process of liberalization of product and labor markets must proceed hand-in-hand.",1
174,174,63620_199003_174,"Similarly, it is harder for those who face such competition to be confronted with centralized wage decisions which do not pay regard to their special circumstances.",,The process of liberalization of product and labor markets must proceed hand-in-hand. Sensible wage outcomes will be harder to achieve where regulation or protection policies have allowed management's and unions to avoid the winds of competition.,1
175,175,63620_199003_175,"Our Industrial Relations policy sets down a detailed blueprint for a more flexible, market oriented approach to wage determination.",,"Sensible wage outcomes will be harder to achieve where regulation or protection policies have allowed management's and unions to avoid the winds of competition. Similarly, it is harder for those who face such competition to be confronted with centralized wage decisions which do not pay regard to their special circumstances.",1
176,176,63620_199003_176,It is a blueprint for higher real wages growth underpinned by productivity growth.,,"Similarly, it is harder for those who face such competition to be confronted with centralized wage decisions which do not pay regard to their special circumstances. Our Industrial Relations policy sets down a detailed blueprint for a more flexible, market oriented approach to wage determination.",1
177,177,63620_199003_177,Our aims are:  - To ensure a much closer link between wages and productivity.,,"Our Industrial Relations policy sets down a detailed blueprint for a more flexible, market oriented approach to wage determination. It is a blueprint for higher real wages growth underpinned by productivity growth.",1
178,178,63620_199003_178,#NAME?,,It is a blueprint for higher real wages growth underpinned by productivity growth. Our aims are:  - To ensure a much closer link between wages and productivity.,1
179,179,63620_199003_179,#NAME?,,"Our aims are:  - To ensure a much closer link between wages and productivity. - to introduce incentive and reward for effort, thus encouraging higher productivity.",1
180,180,63620_199003_180,"We believe that the most efficient, positive way to achieve these aims is to shift the focus of industrial relations and wage determination to the workplace.",,#NAME?,1
181,181,63620_199003_181,Research by the Business Council of Australia suggests that an enterprise-based system could increase enterprise productivity by an average 25 per cent.,,#NAME?,5
182,182,63620_199003_182,A complementary requirement will be to re-establish and uphold the rule of law in industrial relations.,,"We believe that the most efficient, positive way to achieve these aims is to shift the focus of industrial relations and wage determination to the workplace. Research by the Business Council of Australia suggests that an enterprise-based system could increase enterprise productivity by an average 25 per cent.",1
183,183,63620_199003_183,The disturbing imbalance of power within the conciliation and arbitration system where unions frequently defy Commission orders with impunity will be redressed.,,Research by the Business Council of Australia suggests that an enterprise-based system could increase enterprise productivity by an average 25 per cent. A complementary requirement will be to re-establish and uphold the rule of law in industrial relations.,1
184,184,63620_199003_184,Voluntary agreements will be legally enforceable.,,A complementary requirement will be to re-establish and uphold the rule of law in industrial relations. The disturbing imbalance of power within the conciliation and arbitration system where unions frequently defy Commission orders with impunity will be redressed.,1
185,185,63620_199003_185,"Under our policy employees and employers will be given a choice to:  (a) Remain with the centralized award system, albeit a more flexible and accountable one.",,The disturbing imbalance of power within the conciliation and arbitration system where unions frequently defy Commission orders with impunity will be redressed. Voluntary agreements will be legally enforceable.,1
186,186,63620_199003_186,(b) Enter into a certified agreement which allows a greater enterprise focus but which continues to come under the control of the Industrial Relations Commission.,,"Voluntary agreements will be legally enforceable. Under our policy employees and employers will be given a choice to:  (a) Remain with the centralized award system, albeit a more flexible and accountable one.",1
187,187,63620_199003_187,(c) Enter into a new stream of Voluntary Agreements.,,"Under our policy employees and employers will be given a choice to:  (a) Remain with the centralized award system, albeit a more flexible and accountable one. (b) Enter into a certified agreement which allows a greater enterprise focus but which continues to come under the control of the Industrial Relations Commission.",1
188,188,63620_199003_188,These employer-employee contracts - outside the jurisdiction of the Commission - are a significant innovation and will provide maximum flexibility and scope for better performance and reward.,,(b) Enter into a certified agreement which allows a greater enterprise focus but which continues to come under the control of the Industrial Relations Commission. (c) Enter into a new stream of Voluntary Agreements.,1
189,189,63620_199003_189,"While generally available, they will be of particular relevance to the dynamic small business sector which plays such a vital role in wealth creation.",,(c) Enter into a new stream of Voluntary Agreements. These employer-employee contracts - outside the jurisdiction of the Commission - are a significant innovation and will provide maximum flexibility and scope for better performance and reward.,1
190,190,63620_199003_190,They will set a competitive pace for the whole industrial relations System.,,"These employer-employee contracts - outside the jurisdiction of the Commission - are a significant innovation and will provide maximum flexibility and scope for better performance and reward. While generally available, they will be of particular relevance to the dynamic small business sector which plays such a vital role in wealth creation.",1
191,191,63620_199003_191,Agreements may be negotiated individually by employees or groups of employees.,,"While generally available, they will be of particular relevance to the dynamic small business sector which plays such a vital role in wealth creation. They will set a competitive pace for the whole industrial relations System.",1
192,192,63620_199003_192,Agreements may take account of the specific characteristics of enterprises such as regional economic conditions and the availability of different types of labor.,,They will set a competitive pace for the whole industrial relations System. Agreements may be negotiated individually by employees or groups of employees.,1
193,193,63620_199003_193,"These agreements would offer the incentive to remove archaic work practices, introduce new technology and management methods, and improve employer-employee relations.",,Agreements may be negotiated individually by employees or groups of employees. Agreements may take account of the specific characteristics of enterprises such as regional economic conditions and the availability of different types of labor.,1
194,194,63620_199003_194,"In particular, they provide the scope for introducing more flexible hours of work, permanent pan-time work and specific rewards for skill, effort and ability.",,"Agreements may take account of the specific characteristics of enterprises such as regional economic conditions and the availability of different types of labor. These agreements would offer the incentive to remove archaic work practices, introduce new technology and management methods, and improve employer-employee relations.",1
195,195,63620_199003_195,"Our policy details the safeguards which will be available to protect the interests of employers and employees alike, including the provision for at least the minimum hourly award rate of pay for ordinary hours of work.",,"These agreements would offer the incentive to remove archaic work practices, introduce new technology and management methods, and improve employer-employee relations. In particular, they provide the scope for introducing more flexible hours of work, permanent pan-time work and specific rewards for skill, effort and ability.",1
196,196,63620_199003_196,Complementary to voluntary agreements will be the encouragement of employee participation and incentive schemes.,,"In particular, they provide the scope for introducing more flexible hours of work, permanent pan-time work and specific rewards for skill, effort and ability. Our policy details the safeguards which will be available to protect the interests of employers and employees alike, including the provision for at least the minimum hourly award rate of pay for ordinary hours of work.",1
197,197,63620_199003_197,The task of the next Coalition Government will be to facilitate the introduction of such schemes.,,"Our policy details the safeguards which will be available to protect the interests of employers and employees alike, including the provision for at least the minimum hourly award rate of pay for ordinary hours of work. Complementary to voluntary agreements will be the encouragement of employee participation and incentive schemes.",1
198,198,63620_199003_198,Both the abolition of Labor's Capital Gains Tax and our decision to privatize several major government businesses will also encourage the spread of employee  share ownership schemes.,,Complementary to voluntary agreements will be the encouragement of employee participation and incentive schemes. The task of the next Coalition Government will be to facilitate the introduction of such schemes.,6
199,199,63620_199003_199,"We recognize, however, that the Industrial Relations Commission will, for the foreseeable future, continue to settle disputes and determine the wages and conditions of employment for a significant proportion of the workforce.",,The task of the next Coalition Government will be to facilitate the introduction of such schemes. Both the abolition of Labor's Capital Gains Tax and our decision to privatize several major government businesses will also encourage the spread of employee  share ownership schemes.,1
200,200,63620_199003_200,"It is essential that the centralized System itself develops a more flexible approach, one that encourages enterprise negotiations and is responsive to the needs of individual enterprises and industries while at the same rime taking into account the impact of its decisions on the national economy.",,"Both the abolition of Labor's Capital Gains Tax and our decision to privatize several major government businesses will also encourage the spread of employee  share ownership schemes. We recognize, however, that the Industrial Relations Commission will, for the foreseeable future, continue to settle disputes and determine the wages and conditions of employment for a significant proportion of the workforce.",1
201,201,63620_199003_201,"We will legislate to require the Commission to have greater regard for economic factors, especially international competitiveness, productivity and inflation.",,"We recognize, however, that the Industrial Relations Commission will, for the foreseeable future, continue to settle disputes and determine the wages and conditions of employment for a significant proportion of the workforce. It is essential that the centralized System itself develops a more flexible approach, one that encourages enterprise negotiations and is responsive to the needs of individual enterprises and industries while at the same rime taking into account the impact of its decisions on the national economy.",1
202,202,63620_199003_202,We will submit to the Commission that it put in place wage principles based on the concepts of flexibility and competitiveness and which allow for differential wage increases between industries and enterprises.,,"It is essential that the centralized System itself develops a more flexible approach, one that encourages enterprise negotiations and is responsive to the needs of individual enterprises and industries while at the same rime taking into account the impact of its decisions on the national economy. We will legislate to require the Commission to have greater regard for economic factors, especially international competitiveness, productivity and inflation.",1
203,203,63620_199003_203,"At the same time, the Commission will be given enhanced powers to ensure compliance with its decisions by employers and employees.",,"We will legislate to require the Commission to have greater regard for economic factors, especially international competitiveness, productivity and inflation. We will submit to the Commission that it put in place wage principles based on the concepts of flexibility and competitiveness and which allow for differential wage increases between industries and enterprises.",1
204,204,63620_199003_204,"The introduction of genuine voluntary unionism, the requirement for secret ballots before strike action and provision of greater scope for workers to choose their union will help bring about a union structure which is more accountable and enterprise-focussed.",,"We will submit to the Commission that it put in place wage principles based on the concepts of flexibility and competitiveness and which allow for differential wage increases between industries and enterprises. At the same time, the Commission will be given enhanced powers to ensure compliance with its decisions by employers and employees.",1
205,205,63620_199003_205,"In particular, we will facilitate the creation of single-enterprise bargaining units.",,"At the same time, the Commission will be given enhanced powers to ensure compliance with its decisions by employers and employees. The introduction of genuine voluntary unionism, the requirement for secret ballots before strike action and provision of greater scope for workers to choose their union will help bring about a union structure which is more accountable and enterprise-focussed.",1
206,206,63620_199003_206,The basic difference between the Coalition proposals and Labor's System is that we offer a choice.,,"The introduction of genuine voluntary unionism, the requirement for secret ballots before strike action and provision of greater scope for workers to choose their union will help bring about a union structure which is more accountable and enterprise-focussed. In particular, we will facilitate the creation of single-enterprise bargaining units.",1
207,207,63620_199003_207,"Under Labor, there is no choice: employers and employees are locked into a system defined by bureaucracy, rigidity, and conflict.",,"In particular, we will facilitate the creation of single-enterprise bargaining units. The basic difference between the Coalition proposals and Labor's System is that we offer a choice.",1
208,208,63620_199003_208,INDUSTRY REFORM.,1.0,"The basic difference between the Coalition proposals and Labor's System is that we offer a choice. Under Labor, there is no choice: employers and employees are locked into a system defined by bureaucracy, rigidity, and conflict.",1
209,209,63620_199003_209,"During the last election, Labor declared that microeconomic reform was to be the hallmark of its third term.",,"Under Labor, there is no choice: employers and employees are locked into a system defined by bureaucracy, rigidity, and conflict. INDUSTRY REFORM.",1
210,210,63620_199003_210,This is another of Labor's broken promises.,,"INDUSTRY REFORM. During the last election, Labor declared that microeconomic reform was to be the hallmark of its third term.",1
211,211,63620_199003_211,"The Liberal Party believes that, in general, government assistance and involvement in industry is counter-productive.",,"During the last election, Labor declared that microeconomic reform was to be the hallmark of its third term. This is another of Labor's broken promises.",1
212,212,63620_199003_212,"It is vital that industries are exposed to, not protected from, changing economic conditions.",,"This is another of Labor's broken promises. The Liberal Party believes that, in general, government assistance and involvement in industry is counter-productive.",1
213,213,63620_199003_213,"Our program includes privatization of public enterprises, reductions in protection, the reduction of imposts on business and the rationalization and reduction of business regulations, an open (but monitored) foreign investment policy and the revamping of education and training.",,"The Liberal Party believes that, in general, government assistance and involvement in industry is counter-productive. It is vital that industries are exposed to, not protected from, changing economic conditions.",1
214,214,63620_199003_214,The next government will reduce protection further as part of our overall agenda.,,"It is vital that industries are exposed to, not protected from, changing economic conditions. Our program includes privatization of public enterprises, reductions in protection, the reduction of imposts on business and the rationalization and reduction of business regulations, an open (but monitored) foreign investment policy and the revamping of education and training.",1
215,215,63620_199003_215,"We recognize the importance of predictability in reducing protection to provide a more certain environment for industries to undertake restructuring, and for this reason, will announce a comprehensive timetable of reduction in our first term of Government.",,"Our program includes privatization of public enterprises, reductions in protection, the reduction of imposts on business and the rationalization and reduction of business regulations, an open (but monitored) foreign investment policy and the revamping of education and training. The next government will reduce protection further as part of our overall agenda.",1
216,216,63620_199003_216,"Prior to the expiry of the sector plans for certain industries, we will develop programs for further reductions in assistance to those industries with the aim of speeding the pace of adjustment.",,"The next government will reduce protection further as part of our overall agenda. We recognize the importance of predictability in reducing protection to provide a more certain environment for industries to undertake restructuring, and for this reason, will announce a comprehensive timetable of reduction in our first term of Government.",1
217,217,63620_199003_217,The emergence over the last several years of policies designed to 'pick winners' is of great concern.,,"We recognize the importance of predictability in reducing protection to provide a more certain environment for industries to undertake restructuring, and for this reason, will announce a comprehensive timetable of reduction in our first term of Government. Prior to the expiry of the sector plans for certain industries, we will develop programs for further reductions in assistance to those industries with the aim of speeding the pace of adjustment.",1
218,218,63620_199003_218,We also strongly oppose ad hoc industry policies which distort resource allocation and favor some producers over others.,,"Prior to the expiry of the sector plans for certain industries, we will develop programs for further reductions in assistance to those industries with the aim of speeding the pace of adjustment. The emergence over the last several years of policies designed to 'pick winners' is of great concern.",1
219,219,63620_199003_219,We are committed to the repeal of the Kodak Bounty.,,The emergence over the last several years of policies designed to 'pick winners' is of great concern. We also strongly oppose ad hoc industry policies which distort resource allocation and favor some producers over others.,6
220,220,63620_199003_220,Our fundamental view is that governments are in no position to judge the likely success or otherwise of industries.,,We also strongly oppose ad hoc industry policies which distort resource allocation and favor some producers over others. We are committed to the repeal of the Kodak Bounty.,1
221,221,63620_199003_221,"Rather, we believe that the appropriate role of government in industry policy is to encourage an environment in which winners can select themselves.",,We are committed to the repeal of the Kodak Bounty. Our fundamental view is that governments are in no position to judge the likely success or otherwise of industries.,1
222,222,63620_199003_222,"Decades of protection have discouraged many firms from investing in new technologies, and fostered non-market competition, leaving Australia lagging behind comparable overseas countries in terms of technology use and research and development.",,"Our fundamental view is that governments are in no position to judge the likely success or otherwise of industries. Rather, we believe that the appropriate role of government in industry policy is to encourage an environment in which winners can select themselves.",1
223,223,63620_199003_223,"We reiterate, however, our view that direct support from government should be the exception rather than the rule.",,"Rather, we believe that the appropriate role of government in industry policy is to encourage an environment in which winners can select themselves. Decades of protection have discouraged many firms from investing in new technologies, and fostered non-market competition, leaving Australia lagging behind comparable overseas countries in terms of technology use and research and development.",1
224,224,63620_199003_224,DEREGULATION AND PRIVATIZATION.,1.0,"Decades of protection have discouraged many firms from investing in new technologies, and fostered non-market competition, leaving Australia lagging behind comparable overseas countries in terms of technology use and research and development. We reiterate, however, our view that direct support from government should be the exception rather than the rule.",1
225,225,63620_199003_225,We believe that the privatization and deregulation of public enterprises are long overdue.,,"We reiterate, however, our view that direct support from government should be the exception rather than the rule. DEREGULATION AND PRIVATIZATION.",1
226,226,63620_199003_226,The cost of government regulation is staggering.,,DEREGULATION AND PRIVATIZATION. We believe that the privatization and deregulation of public enterprises are long overdue.,1
227,227,63620_199003_227,"The Business Regulation Review Unit estimated that the aggregate cost of regulation to business was $47 billion a year, or 19 percent of GDP.",,We believe that the privatization and deregulation of public enterprises are long overdue. The cost of government regulation is staggering.,7
228,228,63620_199003_228,Seventeen thousand public servants are involved in regulating business activity at the Commonwealth level alone.,,"The cost of government regulation is staggering. The Business Regulation Review Unit estimated that the aggregate cost of regulation to business was $47 billion a year, or 19 percent of GDP.",1
229,229,63620_199003_229,Our aim is to stem the flood of regulations and remove the bureaucratic roadblocks which undermine productivity.,,"The Business Regulation Review Unit estimated that the aggregate cost of regulation to business was $47 billion a year, or 19 percent of GDP. Seventeen thousand public servants are involved in regulating business activity at the Commonwealth level alone.",6
230,230,63620_199003_230,We will undertake a systematic review of regulations and repeal any regulations which do not have specific justification.,,Seventeen thousand public servants are involved in regulating business activity at the Commonwealth level alone. Our aim is to stem the flood of regulations and remove the bureaucratic roadblocks which undermine productivity.,1
231,231,63620_199003_231,Each department will be required to set a deregulation agenda and report annually on progress.,,Our aim is to stem the flood of regulations and remove the bureaucratic roadblocks which undermine productivity. We will undertake a systematic review of regulations and repeal any regulations which do not have specific justification.,1
232,232,63620_199003_232,The rates of return on capital invested in public trading enterprises are significantly lower than those in the private corporate trading sector.,,We will undertake a systematic review of regulations and repeal any regulations which do not have specific justification. Each department will be required to set a deregulation agenda and report annually on progress.,1
233,233,63620_199003_233,Resources are thus tied up inefficiently in public enterprises -predominantly in the important areas of transport and communications.,,Each department will be required to set a deregulation agenda and report annually on progress. The rates of return on capital invested in public trading enterprises are significantly lower than those in the private corporate trading sector.,1
234,234,63620_199003_234,"When such essential services are not provided in the most efficient manner, Australian businesses and households suffer through higher prices, inadequate standards of service and lower real incomes.",,The rates of return on capital invested in public trading enterprises are significantly lower than those in the private corporate trading sector. Resources are thus tied up inefficiently in public enterprises -predominantly in the important areas of transport and communications.,1
235,235,63620_199003_235,Our privatization program will be governed by the following principles:  •There should be a clear consumer and/or taxpayer benefit.,,"Resources are thus tied up inefficiently in public enterprises -predominantly in the important areas of transport and communications. When such essential services are not provided in the most efficient manner, Australian businesses and households suffer through higher prices, inadequate standards of service and lower real incomes.",1
236,236,63620_199003_236,"•Employees of privatized enterprises will be offered the opportunity to buy shares in that enterprise on a preferential basis, thus promoting employee participation and providing the incentive for increased productivity and strengthened industrial harmony.",,"When such essential services are not provided in the most efficient manner, Australian businesses and households suffer through higher prices, inadequate standards of service and lower real incomes. Our privatization program will be governed by the following principles:  •There should be a clear consumer and/or taxpayer benefit.",1
237,237,63620_199003_237,The quality and availability of services to remote areas will be maintained.,,"Our privatization program will be governed by the following principles:  •There should be a clear consumer and/or taxpayer benefit. •Employees of privatized enterprises will be offered the opportunity to buy shares in that enterprise on a preferential basis, thus promoting employee participation and providing the incentive for increased productivity and strengthened industrial harmony.",1
238,238,63620_199003_238,Implementation of the privatization program will be gradual and preceded by a thorough investigation of available options.,,"•Employees of privatized enterprises will be offered the opportunity to buy shares in that enterprise on a preferential basis, thus promoting employee participation and providing the incentive for increased productivity and strengthened industrial harmony. The quality and availability of services to remote areas will be maintained.",1
239,239,63620_199003_239,•Sale price will not be the key consideration in the transfer of public enterprises to the private sector.,,The quality and availability of services to remote areas will be maintained. Implementation of the privatization program will be gradual and preceded by a thorough investigation of available options.,1
240,240,63620_199003_240,"In particular, we will not maintain intact the monopoly rights of an enterprise in order to enhance the sale price.",,Implementation of the privatization program will be gradual and preceded by a thorough investigation of available options. •Sale price will not be the key consideration in the transfer of public enterprises to the private sector.,1
241,241,63620_199003_241,The Coalition has already decided on a number of bodies to be privatized when we are elected:  - Australian Airlines.,,"•Sale price will not be the key consideration in the transfer of public enterprises to the private sector. In particular, we will not maintain intact the monopoly rights of an enterprise in order to enhance the sale price.",1
242,242,63620_199003_242,#NAME?,,"In particular, we will not maintain intact the monopoly rights of an enterprise in order to enhance the sale price. The Coalition has already decided on a number of bodies to be privatized when we are elected:  - Australian Airlines.",1
243,243,63620_199003_243,#NAME?,,The Coalition has already decided on a number of bodies to be privatized when we are elected:  - Australian Airlines. - QANTAS.,1
244,244,63620_199003_244,- OTC (49 per cent).,,#NAME?,1
245,245,63620_199003_245,#NAME?,,- Domestic and international airport terminals. - OTC (49 per cent).,1
246,246,63620_199003_246,#NAME?,,- OTC (49 per cent). - AUSSAT.,1
247,247,63620_199003_247,#NAME?,,#NAME?,1
248,248,63620_199003_248,#NAME?,,#NAME?,1
249,249,63620_199003_249,#NAME?,,#NAME?,1
250,250,63620_199003_250,#NAME?,,#NAME?,1
251,251,63620_199003_251,#NAME?,,#NAME?,1
252,252,63620_199003_252,"Privatization, because it increases competition and efficiency.",,#NAME?,1
253,253,63620_199003_253,"Where possible, we will give employees the opportunity to buy shares on a preferential basis.",,#NAME?,6
254,254,63620_199003_254,We believe that employee share ownership provides a common interest in an enterprise for employees and employers and an incentive to improve productivity.,,"Privatization, because it increases competition and efficiency. Where possible, we will give employees the opportunity to buy shares on a preferential basis.",1
255,255,63620_199003_255,"The proceeds of privatization sales in our first year will exceed $ 1.6 billion, which will be used to retire debt interest burden currently being borne by taxpayers by $ 105 million in our first year alone.",,"Where possible, we will give employees the opportunity to buy shares on a preferential basis. We believe that employee share ownership provides a common interest in an enterprise for employees and employers and an incentive to improve productivity.",7
256,256,63620_199003_256,Telecommunications changes.,,"We believe that employee share ownership provides a common interest in an enterprise for employees and employers and an incentive to improve productivity. The proceeds of privatization sales in our first year will exceed $ 1.6 billion, which will be used to retire debt interest burden currently being borne by taxpayers by $ 105 million in our first year alone.",1
257,257,63620_199003_257,In May 1988 the Government admitted that compared with twelve other major telephone enterprises around the world Telecom had 60 per cent more employees per unit of services.,,"The proceeds of privatization sales in our first year will exceed $ 1.6 billion, which will be used to retire debt interest burden currently being borne by taxpayers by $ 105 million in our first year alone. Telecommunications changes.",5
258,258,63620_199003_258,"Under a Coalition Government, Telecom will be required to compete on normal commercial terms in a wide range of services, including the provision of the first phone.",,Telecommunications changes. In May 1988 the Government admitted that compared with twelve other major telephone enterprises around the world Telecom had 60 per cent more employees per unit of services.,1
259,259,63620_199003_259,Deregulation will make room for new and existing small businesses and independent contractors.,,"In May 1988 the Government admitted that compared with twelve other major telephone enterprises around the world Telecom had 60 per cent more employees per unit of services. Under a Coalition Government, Telecom will be required to compete on normal commercial terms in a wide range of services, including the provision of the first phone.",1
260,260,63620_199003_260,"The potential exists for a substantial drop in STD rates, to the benefit not only of business, but also to many rural subscribers for whom a reduction in phone charges and an improved quality of service could be guaranteed.",,"Under a Coalition Government, Telecom will be required to compete on normal commercial terms in a wide range of services, including the provision of the first phone. Deregulation will make room for new and existing small businesses and independent contractors.",1
261,261,63620_199003_261,"Furthermore, our reforms by promoting specialist services will reduce the amount of new capital investment required by telecom to meet peak load requirements.",,"Deregulation will make room for new and existing small businesses and independent contractors. The potential exists for a substantial drop in STD rates, to the benefit not only of business, but also to many rural subscribers for whom a reduction in phone charges and an improved quality of service could be guaranteed.",3
262,262,63620_199003_262,"The Coalition proposes to sell a license for establishment of a second cellular mobile telephone service, providing for much-needed competition in this growing market.",,"The potential exists for a substantial drop in STD rates, to the benefit not only of business, but also to many rural subscribers for whom a reduction in phone charges and an improved quality of service could be guaranteed. Furthermore, our reforms by promoting specialist services will reduce the amount of new capital investment required by telecom to meet peak load requirements.",1
263,263,63620_199003_263,"A mobile hand-helped phone in Australia currently retails for around $ 2500, with car phones around $1300.",,"Furthermore, our reforms by promoting specialist services will reduce the amount of new capital investment required by telecom to meet peak load requirements. The Coalition proposes to sell a license for establishment of a second cellular mobile telephone service, providing for much-needed competition in this growing market.",7
264,264,63620_199003_264,"By comparison, in New Zealand car phone units cost around $400 and in the United Kingdom they are less than $100.",,"The Coalition proposes to sell a license for establishment of a second cellular mobile telephone service, providing for much-needed competition in this growing market. A mobile hand-helped phone in Australia currently retails for around $ 2500, with car phones around $1300.",7
265,265,63620_199003_265,These lower prices reflect the benefits of competition.,,"A mobile hand-helped phone in Australia currently retails for around $ 2500, with car phones around $1300. By comparison, in New Zealand car phone units cost around $400 and in the United Kingdom they are less than $100.",1
266,266,63620_199003_266,"Initially only one additional license would be sold, but we envisage additional licenses being made available in five years' time.",,"By comparison, in New Zealand car phone units cost around $400 and in the United Kingdom they are less than $100. These lower prices reflect the benefits of competition.",1
267,267,63620_199003_267,Legislation enabling the sale of the second CMTS license will be introduced as early as possible after the election of a Coalition Government.,,"These lower prices reflect the benefits of competition. Initially only one additional license would be sold, but we envisage additional licenses being made available in five years' time.",1
268,268,63620_199003_268,TRANSPORT.,1.0,"Initially only one additional license would be sold, but we envisage additional licenses being made available in five years' time. Legislation enabling the sale of the second CMTS license will be introduced as early as possible after the election of a Coalition Government.",1
269,269,63620_199003_269,Reform of Waterfront and Shipping.,,Legislation enabling the sale of the second CMTS license will be introduced as early as possible after the election of a Coalition Government. TRANSPORT.,1
270,270,63620_199003_270,"Labor has proved incapable of carrying out substantial reform on the waterfront and in coastal shipping, despite the fact that our vital export industries would reap huge benefits from change.",,TRANSPORT. Reform of Waterfront and Shipping.,1
271,271,63620_199003_271,The Coalition will ensure that the waterfront and coastal shipping become more competitive and efficient.,,"Reform of Waterfront and Shipping. Labor has proved incapable of carrying out substantial reform on the waterfront and in coastal shipping, despite the fact that our vital export industries would reap huge benefits from change.",1
272,272,63620_199003_272,"The IAC estimates that a 20 percent improvement in labor productivity in the water transport industry as a whole, combined with a faster turn around time of ships in port, would produce an initial cost saving of $860 million in 1986-87 dollars.",,"Labor has proved incapable of carrying out substantial reform on the waterfront and in coastal shipping, despite the fact that our vital export industries would reap huge benefits from change. The Coalition will ensure that the waterfront and coastal shipping become more competitive and efficient.",5
273,273,63620_199003_273,This would lead to an increase of over $1 billion in GDP in the long run.,,"The Coalition will ensure that the waterfront and coastal shipping become more competitive and efficient. The IAC estimates that a 20 percent improvement in labor productivity in the water transport industry as a whole, combined with a faster turn around time of ships in port, would produce an initial cost saving of $860 million in 1986-87 dollars.",7
274,274,63620_199003_274,"Containers lifted per gross working hour in Melbourne are less than half the figure for Rotterdam, with Sydney even further behind.",,"The IAC estimates that a 20 percent improvement in labor productivity in the water transport industry as a whole, combined with a faster turn around time of ships in port, would produce an initial cost saving of $860 million in 1986-87 dollars. This would lead to an increase of over $1 billion in GDP in the long run.",1
275,275,63620_199003_275,Other gross inefficiencies on the waterfront are well documented.,,"This would lead to an increase of over $1 billion in GDP in the long run. Containers lifted per gross working hour in Melbourne are less than half the figure for Rotterdam, with Sydney even further behind.",1
276,276,63620_199003_276,"Under the next Liberal/National Government, those who engage in cozy arrangements through inefficient and costly work practices will no longer be able to hold the rest of Australia, particularly our export industries, to ransom.",,"Containers lifted per gross working hour in Melbourne are less than half the figure for Rotterdam, with Sydney even further behind. Other gross inefficiencies on the waterfront are well documented.",1
277,277,63620_199003_277,There is a desperate need to encourage competition among port authorities and stevedoring companies and to firmly establish a company-based employment System for waterside workers.,,"Other gross inefficiencies on the waterfront are well documented. Under the next Liberal/National Government, those who engage in cozy arrangements through inefficient and costly work practices will no longer be able to hold the rest of Australia, particularly our export industries, to ransom.",1
278,278,63620_199003_278,"The requirement now is not for more compromises which are aimed at covering up the mess but which, in the past, have had only a limited and temporary effect on industry costs.",,"Under the next Liberal/National Government, those who engage in cozy arrangements through inefficient and costly work practices will no longer be able to hold the rest of Australia, particularly our export industries, to ransom. There is a desperate need to encourage competition among port authorities and stevedoring companies and to firmly establish a company-based employment System for waterside workers.",1
