,oid,Id,sentence,Flag,context,labels
132,132,63320_199003_132,We will support State efforts to care for teenagers after school.,,We will extend marriage counselling services. We will establish Family Resources Centres.,1
133,133,63320_199003_133,And we will help provide improved transport for outer urban areas through the provision of more trains and buses.,,We will establish Family Resources Centres. We will support State efforts to care for teenagers after school.,1
134,134,63320_199003_134,The total cost of these measures will be $128 million over three years.,,We will support State efforts to care for teenagers after school. And we will help provide improved transport for outer urban areas through the provision of more trains and buses.,7
135,135,63320_199003_135,"My Friends,  In the task of national mobilisation to build a more productive and competitive economy, the women of Australia have a key role.",,And we will help provide improved transport for outer urban areas through the provision of more trains and buses. The total cost of these measures will be $128 million over three years.,1
136,136,63320_199003_136,Today - International Women's Day - I re-affirm our deep commitment to equality of opportunity for the women of Australia.,,"The total cost of these measures will be $128 million over three years. My Friends,  In the task of national mobilisation to build a more productive and competitive economy, the women of Australia have a key role.",1
137,137,63320_199003_137,"It is a commitment to give women a full say, a real choice and a fair go.",,"My Friends,  In the task of national mobilisation to build a more productive and competitive economy, the women of Australia have a key role. Today - International Women's Day - I re-affirm our deep commitment to equality of opportunity for the women of Australia.",6
138,138,63320_199003_138,"We recognise that if women are to have a real choice, they need access to child care.",1.0,"Today - International Women's Day - I re-affirm our deep commitment to equality of opportunity for the women of Australia. It is a commitment to give women a full say, a real choice and a fair go.",1
139,139,63320_199003_139,"That is why we have established what is already one of the best systems of child care in the world, and why we will make it even better - more places and more affordable access to them.",,"It is a commitment to give women a full say, a real choice and a fair go. We recognise that if women are to have a real choice, they need access to child care.",1
140,140,63320_199003_140,"Under our existing child care strategy we will have created 144,000 new child care places by 1992.",,"We recognise that if women are to have a real choice, they need access to child care. That is why we have established what is already one of the best systems of child care in the world, and why we will make it even better - more places and more affordable access to them.",5
141,141,63320_199003_141,Of itself that represents a trebling of child care places since we came to office.,,"That is why we have established what is already one of the best systems of child care in the world, and why we will make it even better - more places and more affordable access to them. Under our existing child care strategy we will have created 144,000 new child care places by 1992.",1
142,142,63320_199003_142,"Today I announce that we will be making available additional funding capable of creating, with the States, another 50000 child care places over the next five years.",,"Under our existing child care strategy we will have created 144,000 new child care places by 1992. Of itself that represents a trebling of child care places since we came to office.",5
143,143,63320_199003_143,"And, further, we will provide the incentive for employers to extend child care in both the public and the private sectors.",,"Of itself that represents a trebling of child care places since we came to office. Today I announce that we will be making available additional funding capable of creating, with the States, another 50000 child care places over the next five years.",1
144,144,63320_199003_144,We expect an estimated 28000 new places in employer provided and commercial centres.,,"Today I announce that we will be making available additional funding capable of creating, with the States, another 50000 child care places over the next five years. And, further, we will provide the incentive for employers to extend child care in both the public and the private sectors.",5
145,145,63320_199003_145,To do this we will greatly increase the fee-relief for low and middle income families.,,"And, further, we will provide the incentive for employers to extend child care in both the public and the private sectors. We expect an estimated 28000 new places in employer provided and commercial centres.",6
146,146,63320_199003_146,"It will mean, for example, that a family with a gross income of $30000 a year, with one child at a child care centre, will receive a fee-relief benefit of $65 a week - over twice the benefit currently paid.",,We expect an estimated 28000 new places in employer provided and commercial centres. To do this we will greatly increase the fee-relief for low and middle income families.,7
147,147,63320_199003_147,"And for the first time, we will extend fee-relief to low and middle income families using commercial child care centres.",,"To do this we will greatly increase the fee-relief for low and middle income families. It will mean, for example, that a family with a gross income of $30000 a year, with one child at a child care centre, will receive a fee-relief benefit of $65 a week - over twice the benefit currently paid.",1
148,148,63320_199003_148,"Parents are entitled to be confident they are getting quality attention for their kids, whether they are using Government-funded or commercial centres.",1.0,"It will mean, for example, that a family with a gross income of $30000 a year, with one child at a child care centre, will receive a fee-relief benefit of $65 a week - over twice the benefit currently paid. And for the first time, we will extend fee-relief to low and middle income families using commercial child care centres.",1
149,149,63320_199003_149,So we will work with all the key interests in child care to develop a system of accreditation.,,"And for the first time, we will extend fee-relief to low and middle income families using commercial child care centres. Parents are entitled to be confident they are getting quality attention for their kids, whether they are using Government-funded or commercial centres.",1
150,150,63320_199003_150,"In all, we will spend some $400 million in what will constitute the biggest expansion of child care in Australia's history.",,"Parents are entitled to be confident they are getting quality attention for their kids, whether they are using Government-funded or commercial centres. So we will work with all the key interests in child care to develop a system of accreditation.",6
151,151,63320_199003_151,We estimate there will be a quarter of a million places by mid-1996.,,"So we will work with all the key interests in child care to develop a system of accreditation. In all, we will spend some $400 million in what will constitute the biggest expansion of child care in Australia's history.",5
152,152,63320_199003_152,"Last week in Perth, with Premier Carmen Lawrence, I committed my Government to new policies for women including a national program for the early detection of breast cancer, fully funded at $64 million over three years.",,"In all, we will spend some $400 million in what will constitute the biggest expansion of child care in Australia's history. We estimate there will be a quarter of a million places by mid-1996.",1
153,153,63320_199003_153,"My Friends,  Central to everything I am putting forward today - and central to the decision you will make on 24 March - is the kind of Australia we want for our children.",,"We estimate there will be a quarter of a million places by mid-1996. Last week in Perth, with Premier Carmen Lawrence, I committed my Government to new policies for women including a national program for the early detection of breast cancer, fully funded at $64 million over three years.",1
154,154,63320_199003_154,And that's not just a matter of education and jobs and opportunities and economic growth.,,"Last week in Perth, with Premier Carmen Lawrence, I committed my Government to new policies for women including a national program for the early detection of breast cancer, fully funded at $64 million over three years. My Friends,  Central to everything I am putting forward today - and central to the decision you will make on 24 March - is the kind of Australia we want for our children.",1
155,155,63320_199003_155,"It is, very importantly, the natural environment they'll inherit.",,"My Friends,  Central to everything I am putting forward today - and central to the decision you will make on 24 March - is the kind of Australia we want for our children. And that's not just a matter of education and jobs and opportunities and economic growth.",1
156,156,63320_199003_156,We in this generation have no greater responsibility than to pass on intact to future generations Australia's priceless environment.,,"And that's not just a matter of education and jobs and opportunities and economic growth. It is, very importantly, the natural environment they'll inherit.",1
157,157,63320_199003_157,My Government unequivocally accepts that responsibility.,,"It is, very importantly, the natural environment they'll inherit. We in this generation have no greater responsibility than to pass on intact to future generations Australia's priceless environment.",1
158,158,63320_199003_158,That's why we stopped the damming of the Franklin.,,We in this generation have no greater responsibility than to pass on intact to future generations Australia's priceless environment. My Government unequivocally accepts that responsibility.,1
159,159,63320_199003_159,"And that's why we protected our irreplaceable rainforests, the tall forests of Tasmania, the Great Barrier Reef and Kakadu.",,My Government unequivocally accepts that responsibility. That's why we stopped the damming of the Franklin.,1
160,160,63320_199003_160,Nor do we accept that this responsibility ends at Australia's shores.,,"That's why we stopped the damming of the Franklin. And that's why we protected our irreplaceable rainforests, the tall forests of Tasmania, the Great Barrier Reef and Kakadu.",1
161,161,63320_199003_161,We are leading the fight to prevent mining in Antarctica.,,"And that's why we protected our irreplaceable rainforests, the tall forests of Tasmania, the Great Barrier Reef and Kakadu. Nor do we accept that this responsibility ends at Australia's shores.",1
162,162,63320_199003_162,We are leading the fight to end the barbaric practice of drift net fishing in the South Pacific.,,Nor do we accept that this responsibility ends at Australia's shores. We are leading the fight to prevent mining in Antarctica.,1
163,163,63320_199003_163,We are making a strong scientific effort to help tackle the greenhouse and ozone problems and are banning virtually all use of CFCs.,,We are leading the fight to prevent mining in Antarctica. We are leading the fight to end the barbaric practice of drift net fishing in the South Pacific.,1
164,164,63320_199003_164,And our commitment to the environment will not end there.,,We are leading the fight to end the barbaric practice of drift net fishing in the South Pacific. We are making a strong scientific effort to help tackle the greenhouse and ozone problems and are banning virtually all use of CFCs.,1
165,165,63320_199003_165,I will be making a separate statement on the environment in the coming weeks.,,We are making a strong scientific effort to help tackle the greenhouse and ozone problems and are banning virtually all use of CFCs. And our commitment to the environment will not end there.,1
166,166,63320_199003_166,"My Friends,  It has been said that those who do not learn the lessons of the past will be condemned to repeat them.",1.0,And our commitment to the environment will not end there. I will be making a separate statement on the environment in the coming weeks.,1
167,167,63320_199003_167,"Everything the Coalition has done, and all it still stands for, shows that they have not learned the lessons of their post failures, and that they wish to condemn the nation to a traumatic and socially destructive repetition of them.",1.0,"I will be making a separate statement on the environment in the coming weeks. My Friends,  It has been said that those who do not learn the lessons of the past will be condemned to repeat them.",1
168,168,63320_199003_168,I said at the outset that the great divide between us lay between opportunity and privilege.,1.0,"My Friends,  It has been said that those who do not learn the lessons of the past will be condemned to repeat them. Everything the Coalition has done, and all it still stands for, shows that they have not learned the lessons of their post failures, and that they wish to condemn the nation to a traumatic and socially destructive repetition of them.",1
169,169,63320_199003_169,There are two key issues in this election which starkly show the difference - capital gains tax and Medicare.,1.0,"Everything the Coalition has done, and all it still stands for, shows that they have not learned the lessons of their post failures, and that they wish to condemn the nation to a traumatic and socially destructive repetition of them. I said at the outset that the great divide between us lay between opportunity and privilege.",1
170,170,63320_199003_170,"The plain fact about the Liberal/National plan for the abolition of the capital gains tax is this: billions of dollars that would have been available for education, health, training, roads would be shovelled into the pockets of less than one in a hundred Australian taxpayers.",1.0,I said at the outset that the great divide between us lay between opportunity and privilege. There are two key issues in this election which starkly show the difference - capital gains tax and Medicare.,1
171,171,63320_199003_171,The capital gains tax is a fair tax.,1.0,"There are two key issues in this election which starkly show the difference - capital gains tax and Medicare. The plain fact about the Liberal/National plan for the abolition of the capital gains tax is this: billions of dollars that would have been available for education, health, training, roads would be shovelled into the pockets of less than one in a hundred Australian taxpayers.",1
172,172,63320_199003_172,The vast majority of wage and salary earners do not pay capital gains tax and never will.,1.0,"The plain fact about the Liberal/National plan for the abolition of the capital gains tax is this: billions of dollars that would have been available for education, health, training, roads would be shovelled into the pockets of less than one in a hundred Australian taxpayers. The capital gains tax is a fair tax.",1
173,173,63320_199003_173,And you find on Medicare that same conflict between privilege and opportunity.,1.0,The capital gains tax is a fair tax. The vast majority of wage and salary earners do not pay capital gains tax and never will.,1
174,174,63320_199003_174,"For all their confusion, their twisting and turning, the truth is that the Liberals and Nationals would dismantle Medicare - scrap bulk billing - leave two million and more of our fellow Australians without health cover - benefit only the wealthy - and saddle the Australian family once again with all the burden, the anxiety, the cost, the inconvenience and the confusion that existed before we delivered affordable health care to every Australian.",1.0,The vast majority of wage and salary earners do not pay capital gains tax and never will. And you find on Medicare that same conflict between privilege and opportunity.,1
175,175,63320_199003_175,I will tell you our policy in two words: Medicare stays.,,"And you find on Medicare that same conflict between privilege and opportunity. For all their confusion, their twisting and turning, the truth is that the Liberals and Nationals would dismantle Medicare - scrap bulk billing - leave two million and more of our fellow Australians without health cover - benefit only the wealthy - and saddle the Australian family once again with all the burden, the anxiety, the cost, the inconvenience and the confusion that existed before we delivered affordable health care to every Australian.",1
176,176,63320_199003_176,"Fellow Australians,  A party that cannot govern itself cannot govern Australia.",1.0,"For all their confusion, their twisting and turning, the truth is that the Liberals and Nationals would dismantle Medicare - scrap bulk billing - leave two million and more of our fellow Australians without health cover - benefit only the wealthy - and saddle the Australian family once again with all the burden, the anxiety, the cost, the inconvenience and the confusion that existed before we delivered affordable health care to every Australian. I will tell you our policy in two words: Medicare stays.",1
177,177,63320_199003_177,And that's why I've said that your choice on 24 March will determine whether our highest aspirations for the future are to be fulfilled.,1.0,"I will tell you our policy in two words: Medicare stays. Fellow Australians,  A party that cannot govern itself cannot govern Australia.",1
178,178,63320_199003_178,We can attain stronger national prosperity from a world competitive economy - greater financial security for families - a ladder of opportunity for all Australians - unshakeable protection of the natural environment.,1.0,"Fellow Australians,  A party that cannot govern itself cannot govern Australia. And that's why I've said that your choice on 24 March will determine whether our highest aspirations for the future are to be fulfilled.",1
179,179,63320_199003_179,We can attain these goals - in the 1990s.,1.0,And that's why I've said that your choice on 24 March will determine whether our highest aspirations for the future are to be fulfilled. We can attain stronger national prosperity from a world competitive economy - greater financial security for families - a ladder of opportunity for all Australians - unshakeable protection of the natural environment.,1
180,180,63320_199003_180,"Under Labor, Australians will attain them.",,We can attain stronger national prosperity from a world competitive economy - greater financial security for families - a ladder of opportunity for all Australians - unshakeable protection of the natural environment. We can attain these goals - in the 1990s.,1
181,181,63320_199003_181,That is Labor's pledge for Australia's future.,,"We can attain these goals - in the 1990s. Under Labor, Australians will attain them.",3
182,182,63320_199003_182,And it is my pledge as Australia's leader.,,"Under Labor, Australians will attain them. That is Labor's pledge for Australia's future.",6
183,183,63320_199003_183,I don't seek to create false hopes or to raise unrealistic expectations.,1.0,That is Labor's pledge for Australia's future. And it is my pledge as Australia's leader.,1
184,184,63320_199003_184,There is still hard work ahead of us as a nation.,1.0,And it is my pledge as Australia's leader. I don't seek to create false hopes or to raise unrealistic expectations.,1
185,185,63320_199003_185,None of us should be under any illusion about that.,1.0,I don't seek to create false hopes or to raise unrealistic expectations. There is still hard work ahead of us as a nation.,1
186,186,63320_199003_186,"But I make my pledge for the 1990s with confidence because we have already done much of the hard work, laid the enduring foundations, taken many of the tough decisions in the 1980s.",1.0,There is still hard work ahead of us as a nation. None of us should be under any illusion about that.,1
187,187,63320_199003_187,"Remember: the reason for those tough decisions and the discipline in the 1980s was precisely so that we can, with continued and united effort, create a more secure future, in a stronger Australia.",1.0,"None of us should be under any illusion about that. But I make my pledge for the 1990s with confidence because we have already done much of the hard work, laid the enduring foundations, taken many of the tough decisions in the 1980s.",1
188,188,63320_199003_188,Only Labor can make that continued and united effort – and- only Labor can create that more secure future.,1.0,"But I make my pledge for the 1990s with confidence because we have already done much of the hard work, laid the enduring foundations, taken many of the tough decisions in the 1980s. Remember: the reason for those tough decisions and the discipline in the 1980s was precisely so that we can, with continued and united effort, create a more secure future, in a stronger Australia.",1
189,189,63320_199003_189,"Because only Labor has the plans, the vision, the guts and the leadership to assure our country's future - a future rich in hope and promise as we approach the threshold of the 21st century.",1.0,"Remember: the reason for those tough decisions and the discipline in the 1980s was precisely so that we can, with continued and united effort, create a more secure future, in a stronger Australia. Only Labor can make that continued and united effort – and- only Labor can create that more secure future.",1
190,190,63320_199003_190,MINISTER FOR FINANCE  MARCH 1990 ERC SCORESHEET - LABOR'S FISCAL DISCIPLINE  90/91 91/92 92/93  $m $m $m  SAVINGS IDENTIFIED (347.7) (547.8) (602.9)  IN ECONOMIC STATEMENT  OUTLAYS ANNOUNCED  Labour marker reform 24.9  Tasmanian package 7.0  Non Govt Schools 5.0  Roads/Land Transport 100.0  Export Marketing 10.0  Initiatives for Women 16.0  Veterans 4.8  Childcare 86.8  Education 37.0  Family Services 8.4  Urban Transport 25.0  Research Centres 5.0  OUTLAYS TO BE ANNOUNCED.,1.0,"Only Labor can make that continued and united effort – and- only Labor can create that more secure future. Because only Labor has the plans, the vision, the guts and the leadership to assure our country's future - a future rich in hope and promise as we approach the threshold of the 21st century.",1
191,191,63320_199003_191,INCREASE TO BUDGET SURPLUS.,,"Because only Labor has the plans, the vision, the guts and the leadership to assure our country's future - a future rich in hope and promise as we approach the threshold of the 21st century. MINISTER FOR FINANCE  MARCH 1990 ERC SCORESHEET - LABOR'S FISCAL DISCIPLINE  90/91 91/92 92/93  $m $m $m  SAVINGS IDENTIFIED (347.7) (547.8) (602.9)  IN ECONOMIC STATEMENT  OUTLAYS ANNOUNCED  Labour marker reform 24.9  Tasmanian package 7.0  Non Govt Schools 5.0  Roads/Land Transport 100.0  Export Marketing 10.0  Initiatives for Women 16.0  Veterans 4.8  Childcare 86.8  Education 37.0  Family Services 8.4  Urban Transport 25.0  Research Centres 5.0  OUTLAYS TO BE ANNOUNCED.",1
192,192,63320_199003_192,EDUCATION STATEMENT.,1.0,MINISTER FOR FINANCE  MARCH 1990 ERC SCORESHEET - LABOR'S FISCAL DISCIPLINE  90/91 91/92 92/93  $m $m $m  SAVINGS IDENTIFIED (347.7) (547.8) (602.9)  IN ECONOMIC STATEMENT  OUTLAYS ANNOUNCED  Labour marker reform 24.9  Tasmanian package 7.0  Non Govt Schools 5.0  Roads/Land Transport 100.0  Export Marketing 10.0  Initiatives for Women 16.0  Veterans 4.8  Childcare 86.8  Education 37.0  Family Services 8.4  Urban Transport 25.0  Research Centres 5.0  OUTLAYS TO BE ANNOUNCED. INCREASE TO BUDGET SURPLUS.,1
193,193,63320_199003_193,"Over the past seven years, the Government has demonstrated its capacity to provide leadership in improving our education and training system.",1.0,INCREASE TO BUDGET SURPLUS. EDUCATION STATEMENT.,1
194,194,63320_199003_194,"In an historic achievement in April 1989, the Federal Government, in co-operation with the States, issued the Hobart, Declaration on Schooling.",1.0,"EDUCATION STATEMENT. Over the past seven years, the Government has demonstrated its capacity to provide leadership in improving our education and training system.",1
195,195,63320_199003_195,This represents the first step towards a truly Australian system of schooling.,1.0,"Over the past seven years, the Government has demonstrated its capacity to provide leadership in improving our education and training system. In an historic achievement in April 1989, the Federal Government, in co-operation with the States, issued the Hobart, Declaration on Schooling.",1
196,196,63320_199003_196,Australian Ministers of Education have agreed for the first time on what our schools should be doing and agreed to eliminate unnecessary differences between schools in different States and Territories.,1.0,"In an historic achievement in April 1989, the Federal Government, in co-operation with the States, issued the Hobart, Declaration on Schooling. This represents the first step towards a truly Australian system of schooling.",1
197,197,63320_199003_197,This is extremely important for the 70000 school students who change schools between States each year.,1.0,This represents the first step towards a truly Australian system of schooling. Australian Ministers of Education have agreed for the first time on what our schools should be doing and agreed to eliminate unnecessary differences between schools in different States and Territories.,1
198,198,63320_199003_198,Education Completion Allowance.,1.0,Australian Ministers of Education have agreed for the first time on what our schools should be doing and agreed to eliminate unnecessary differences between schools in different States and Territories. This is extremely important for the 70000 school students who change schools between States each year.,1
199,199,63320_199003_199,One of the Government's greatest and most enduring achievements has been to increase dramatically the number of young people who complete their secondary school studies.,1.0,This is extremely important for the 70000 school students who change schools between States each year. Education Completion Allowance.,1
200,200,63320_199003_200,"During their period of office, the Coalition increased retention rates by only two percentage points from 34 per cent to 36 per cent.",1.0,Education Completion Allowance. One of the Government's greatest and most enduring achievements has been to increase dramatically the number of young people who complete their secondary school studies.,1
201,201,63320_199003_201,"Since we came to office, the proportion of young people completing year 12 has risen to 60 per cent.",1.0,"One of the Government's greatest and most enduring achievements has been to increase dramatically the number of young people who complete their secondary school studies. During their period of office, the Coalition increased retention rates by only two percentage points from 34 per cent to 36 per cent.",1
202,202,63320_199003_202,"If the Year 12 retention rate had remained at its 1982 level, there would have been 67000 fewer students in Year 12 in  1989.",1.0,"During their period of office, the Coalition increased retention rates by only two percentage points from 34 per cent to 36 per cent. Since we came to office, the proportion of young people completing year 12 has risen to 60 per cent.",1
203,203,63320_199003_203,Income support has been a major factor in achieving these results.,1.0,"Since we came to office, the proportion of young people completing year 12 has risen to 60 per cent. If the Year 12 retention rate had remained at its 1982 level, there would have been 67000 fewer students in Year 12 in  1989.",1
204,204,63320_199003_204,Since 1983 the number of young people receiving AUSTUDY in high school has more than doubled from 53000 to 120000 in 1989.,1.0,"If the Year 12 retention rate had remained at its 1982 level, there would have been 67000 fewer students in Year 12 in  1989. Income support has been a major factor in achieving these results.",1
205,205,63320_199003_205,"Today, I announce a further initiative aimed at helping more families provide a worthwhile education for their children.",,Income support has been a major factor in achieving these results. Since 1983 the number of young people receiving AUSTUDY in high school has more than doubled from 53000 to 120000 in 1989.,1
206,206,63320_199003_206,"A new Education Completion Allowance of two payments of $300 each year will be paid to the parents of full-time secondary students in Years 11-12 and 15-17 year old full-time tertiary students, where Family Allowance is otherwise payable in respect of these students.",,"Since 1983 the number of young people receiving AUSTUDY in high school has more than doubled from 53000 to 120000 in 1989. Today, I announce a further initiative aimed at helping more families provide a worthwhile education for their children.",7
207,207,63320_199003_207,"The new payments will subsume current Family Allowance entitlements for these students, and involve in net terms an additional $115.",,"Today, I announce a further initiative aimed at helping more families provide a worthwhile education for their children. A new Education Completion Allowance of two payments of $300 each year will be paid to the parents of full-time secondary students in Years 11-12 and 15-17 year old full-time tertiary students, where Family Allowance is otherwise payable in respect of these students.",7
208,208,63320_199003_208,"They will be paid at the time when the demands on parents for books and equipment are greatest, February and July.",,"A new Education Completion Allowance of two payments of $300 each year will be paid to the parents of full-time secondary students in Years 11-12 and 15-17 year old full-time tertiary students, where Family Allowance is otherwise payable in respect of these students. The new payments will subsume current Family Allowance entitlements for these students, and involve in net terms an additional $115.",1
209,209,63320_199003_209,"Parents of senior secondary students aged 18-24 may also receive the payments if they satisfy the Family Allowance income test (as Family Allowance is not currently available in these cases, the initiative provides an additional $600 per annum in support).",,"The new payments will subsume current Family Allowance entitlements for these students, and involve in net terms an additional $115. They will be paid at the time when the demands on parents for books and equipment are greatest, February and July.",7
210,210,63320_199003_210,Eligibility for the payment will be restricted to those full-time students not in receipt of AUSTUDY.,,"They will be paid at the time when the demands on parents for books and equipment are greatest, February and July. Parents of senior secondary students aged 18-24 may also receive the payments if they satisfy the Family Allowance income test (as Family Allowance is not currently available in these cases, the initiative provides an additional $600 per annum in support).",1
211,211,63320_199003_211,The Completion Allowance will benefit an average of 230000 students each year.,,"Parents of senior secondary students aged 18-24 may also receive the payments if they satisfy the Family Allowance income test (as Family Allowance is not currently available in these cases, the initiative provides an additional $600 per annum in support). Eligibility for the payment will be restricted to those full-time students not in receipt of AUSTUDY.",5
212,212,63320_199003_212,"The Completion Allowance is designed to complement AUSTUDY and assist in the costs associated with continuing full-time education and training, particularly the purchase or hire of textbooks.",,Eligibility for the payment will be restricted to those full-time students not in receipt of AUSTUDY. The Completion Allowance will benefit an average of 230000 students each year.,1
213,213,63320_199003_213,The payments will be indexed to movements in the Consumer Price Index on an annual basis after 1991.,,"The Completion Allowance will benefit an average of 230000 students each year. The Completion Allowance is designed to complement AUSTUDY and assist in the costs associated with continuing full-time education and training, particularly the purchase or hire of textbooks.",1
214,214,63320_199003_214,They will be administered through the Department of Social Security's Family Allowance Program.,,"The Completion Allowance is designed to complement AUSTUDY and assist in the costs associated with continuing full-time education and training, particularly the purchase or hire of textbooks. The payments will be indexed to movements in the Consumer Price Index on an annual basis after 1991.",6
215,215,63320_199003_215,"In a full year the cost is estimated to be $34,3 million.",,The payments will be indexed to movements in the Consumer Price Index on an annual basis after 1991. They will be administered through the Department of Social Security's Family Allowance Program.,7
216,216,63320_199003_216,Secondary Support Program.,1.0,"They will be administered through the Department of Social Security's Family Allowance Program. In a full year the cost is estimated to be $34,3 million.",1
217,217,63320_199003_217,"Increased retention rates have, of course, resulted in extra pressure on our schools.",1.0,"In a full year the cost is estimated to be $34,3 million. Secondary Support Program.",1
218,218,63320_199003_218,"The Commonwealth will provide $20 million to government schools and $10 million to nongovernment schools in each of 1991 and 1992, to help schools meet the challenges of increased retention.",,"Secondary Support Program. Increased retention rates have, of course, resulted in extra pressure on our schools.",6
219,219,63320_199003_219,These new funds will be used to provide the facilities and equipment needed in schools where the impact of increased retention has been the greatest.,,"Increased retention rates have, of course, resulted in extra pressure on our schools. The Commonwealth will provide $20 million to government schools and $10 million to nongovernment schools in each of 1991 and 1992, to help schools meet the challenges of increased retention.",6
220,220,63320_199003_220,Australian Students Prize.,1.0,"The Commonwealth will provide $20 million to government schools and $10 million to nongovernment schools in each of 1991 and 1992, to help schools meet the challenges of increased retention. These new funds will be used to provide the facilities and equipment needed in schools where the impact of increased retention has been the greatest.",1
221,221,63320_199003_221,During our period in office we have been concerned not only to provide opportunities for participation in education and training but also to encourage excellence.,1.0,These new funds will be used to provide the facilities and equipment needed in schools where the impact of increased retention has been the greatest. Australian Students Prize.,1
222,222,63320_199003_222,"We have already announced our support for International Olympiads in maths, chemistry and physics.",,Australian Students Prize. During our period in office we have been concerned not only to provide opportunities for participation in education and training but also to encourage excellence.,2
223,223,63320_199003_223,$1.5 million will be provided over the next five years to support the participation of Australian students in these events.,,"During our period in office we have been concerned not only to provide opportunities for participation in education and training but also to encourage excellence. We have already announced our support for International Olympiads in maths, chemistry and physics.",6
224,224,63320_199003_224,The young people who participate in these events bring credit to themselves and to our nation.,,"We have already announced our support for International Olympiads in maths, chemistry and physics. $1.5 million will be provided over the next five years to support the participation of Australian students in these events.",1
225,225,63320_199003_225,"In striving to be among the best in the world, in their selected areas, they set an example for all young Australians.",,$1.5 million will be provided over the next five years to support the participation of Australian students in these events. The young people who participate in these events bring credit to themselves and to our nation.,1
226,226,63320_199003_226,"Today, I announce a broader initiative to encourage excellence in our school system.",,"The young people who participate in these events bring credit to themselves and to our nation. In striving to be among the best in the world, in their selected areas, they set an example for all young Australians.",3
227,227,63320_199003_227,"Commencing in 1991, the Australian Government will provide 500 awards valued at $2000 each to students who achieve outstanding results in Year 12.",,"In striving to be among the best in the world, in their selected areas, they set an example for all young Australians. Today, I announce a broader initiative to encourage excellence in our school system.",7
228,228,63320_199003_228,These awards will be called the Australian Students Prize in recognition of the contribution these students can be expected to make to the future of our nation.,,"Today, I announce a broader initiative to encourage excellence in our school system. Commencing in 1991, the Australian Government will provide 500 awards valued at $2000 each to students who achieve outstanding results in Year 12.",1
229,229,63320_199003_229,Disadvantaged Schools Program.,1.0,"Commencing in 1991, the Australian Government will provide 500 awards valued at $2000 each to students who achieve outstanding results in Year 12. These awards will be called the Australian Students Prize in recognition of the contribution these students can be expected to make to the future of our nation.",1
230,230,63320_199003_230,Increased income support has greatly helped students from poorer families make the most of the opportunities our society and education system can provide.,1.0,These awards will be called the Australian Students Prize in recognition of the contribution these students can be expected to make to the future of our nation. Disadvantaged Schools Program.,1
231,231,63320_199003_231,"Nevertheless, there are some areas requiring further, more specialised, attention.",1.0,Disadvantaged Schools Program. Increased income support has greatly helped students from poorer families make the most of the opportunities our society and education system can provide.,1
232,232,63320_199003_232,The cornerstone of the Government's commitment to equality of opportunity in education is the $43 million provided annually to assist disadvantaged schools under the Disadvantaged Schools Program (DSP).,1.0,"Increased income support has greatly helped students from poorer families make the most of the opportunities our society and education system can provide. Nevertheless, there are some areas requiring further, more specialised, attention.",1
233,233,63320_199003_233,"In 1991, we will introduce a new program to improve literacy and learning skills among students attending disadvantaged secondary schools, at a cost of around $5 million a year over three years.",,"Nevertheless, there are some areas requiring further, more specialised, attention. The cornerstone of the Government's commitment to equality of opportunity in education is the $43 million provided annually to assist disadvantaged schools under the Disadvantaged Schools Program (DSP).",7
234,234,63320_199003_234,"We will also expand the coverage of the Disadvantaged Schools Program to a total of 500000 students next year, at an additional cost of around $8 million each year.",,"The cornerstone of the Government's commitment to equality of opportunity in education is the $43 million provided annually to assist disadvantaged schools under the Disadvantaged Schools Program (DSP). In 1991, we will introduce a new program to improve literacy and learning skills among students attending disadvantaged secondary schools, at a cost of around $5 million a year over three years.",2
235,235,63320_199003_235,Currently the DSP assists 422000 students in 1663 schools around Australia.,1.0,"In 1991, we will introduce a new program to improve literacy and learning skills among students attending disadvantaged secondary schools, at a cost of around $5 million a year over three years. We will also expand the coverage of the Disadvantaged Schools Program to a total of 500000 students next year, at an additional cost of around $8 million each year.",1
236,236,63320_199003_236,Special Education.,1.0,"We will also expand the coverage of the Disadvantaged Schools Program to a total of 500000 students next year, at an additional cost of around $8 million each year. Currently the DSP assists 422000 students in 1663 schools around Australia.",1
237,237,63320_199003_237,"To help overcome the problems involved in the education of disabled children, the Federal Government will increase, from the beginning of 1991, its per capita grant for students with disabilities in government schools by 20 per cent, and will fund students with disabilities in non-government schools at the highest rate for non-government schools, category 12.",,Currently the DSP assists 422000 students in 1663 schools around Australia. Special Education.,6
238,238,63320_199003_238,These changes recognise the benefits of increased integration.,,"Special Education. To help overcome the problems involved in the education of disabled children, the Federal Government will increase, from the beginning of 1991, its per capita grant for students with disabilities in government schools by 20 per cent, and will fund students with disabilities in non-government schools at the highest rate for non-government schools, category 12.",1
239,239,63320_199003_239,"Accordingly, the new per capita grant levels will be portable, so that all children with disabilities can take their grant with them, upon integration into regular schools.",,"To help overcome the problems involved in the education of disabled children, the Federal Government will increase, from the beginning of 1991, its per capita grant for students with disabilities in government schools by 20 per cent, and will fund students with disabilities in non-government schools at the highest rate for non-government schools, category 12. These changes recognise the benefits of increased integration.",3
240,240,63320_199003_240,This will cost $4.2 million in a full year.,,"These changes recognise the benefits of increased integration. Accordingly, the new per capita grant levels will be portable, so that all children with disabilities can take their grant with them, upon integration into regular schools.",1
