,Oid,Id,Sentence,Flag,labels
247,247,63320_201309_247,That's why Labor has a plan to support families and make sure no one gets left behind.,0,1
248,248,63320_201309_248,"Taxes will continue to be lower under Labor than they were under the Coalition, with a typical Australian family paying more than $3500 less a year in personal tax than when we came to office in 2007.",0,1
249,249,63320_201309_249,Labor has increased Family Tax Benefit Part A & B payments as part of the Household Assistance Package.,0,1
250,250,63320_201309_250,"And each year, a typical family will receive more than $280 to help with the bills - money that the Coalition has promised to take away.",0,1
251,251,63320_201309_251,"Under Labor, the average Australian family paying off a mortgage is now paying around $5000 a year less than they were when the Coalition left office in 2007.",0,1
252,252,63320_201309_252,Labor knows it can be tough to manage the family budget when you have kids in school.,0,1
253,253,63320_201309_253,"New uniforms, text books and school excursions aren't cheap, and the costs can pile up pretty quickly.",0,1
254,254,63320_201309_254,That's why Labor is delivering more support for local families with kids in school to help them make ends meet.,0,1
255,255,63320_201309_255,"The Schoolkids Bonus gives families more help with the costs of having kids in school, with eligible families automatically receiving $410 a year for each child in primary school and $820 a year for each child in secondary school.",0,1
256,256,63320_201309_256,"The early years of education is vital for a child's personal development, and Labor - together with the state and territory governments - is on track to provide access to quality early childhood education to every child by the end of this year.",0,1
257,257,63320_201309_257,"That means 15 hours a week, 40 weeks a year delivered by a university-trained early childhood teacher.",0,1
258,258,63320_201309_258,"Access to affordable child care places is important for modern families, and Labor has helped by increasing child care places.",0,1
259,259,63320_201309_259,"Despite this, we know there are many parents who can't find child care places.",0,1
260,260,63320_201309_260,This means many parents who find themselves on child care waiting lists can't return to work and can't access Labor's child care assistance.,0,1
261,261,63320_201309_261,That's why Labor places no cap on the number of approved child care services that can be established ñ we'll offer financial assistance for all places which become available where a business decides to set up a centre,0,1
262,262,63320_201309_262,Labor has increased the Child Care Rebate from 30 per cent to 50 per cent of out-of-pocket costs to help reduce the cost of child care for families.,0,1
263,263,63320_201309_263,"Being able to access child care when you need it is important to modern families, which is why Labor is trialling new flexible models of child care to help make the work and child care juggle a little bit easier.",0,1
264,264,63320_201309_264,"Labor has significantly increased the amount families can claim each year in child care fee assistance, lifting the cap to $7,500 to ensure nearly all families claiming the rebate don't hit the cap and don't end up paying for the full costs for child care.",0,1
265,265,63320_201309_265,"Rebates can now be paid to families fortnightly, in addition to a quarterly or annual basis, helping families balance their week-to-week budgets.",0,1
266,266,63320_201309_266,New mums can get up to 18 weeks' pay at the national minimum wage while getting to know their baby under Labor's Paid Parental Leave Scheme.,0,1
267,267,63320_201309_267,"Under Labor's Dad and Partner Pay, eligible dads and same-sex partners can receive an additional two weeks' of government paid leave at the minimum wage to spend time more time at home with their partner and baby.",0,6
268,268,63320_201309_268,It was Labor that first put in place the pension system in 1909 and it was Labor that delivered the biggest increase to the pension in 100 years in 2009.,0,1
269,269,63320_201309_269,Labor also put pensioners first when with the Household Assistance Package to help with their household bills.,0,1
270,270,63320_201309_270,"Pensioners often have limited room to move in their budgets, which is why Labor is helping them make ends meet.",0,1
271,271,63320_201309_271,Only Labor will continue to protect the pension for those who need it most ñ people who worked hard throughout their lives and who have given so much to our community.,0,1
272,272,63320_201309_272,"Tony Abbott and the Coalition plan to claw back $1 billion of this extra support for pensioners, leaving them hundreds of dollars out of pocket.",0,1
273,273,63320_201309_273,Labor is for Education,1,1
274,274,63320_201309_274,"Labor has always stood for fairer, more accessible and higher quality education.",0,1
275,275,63320_201309_275,A good education is the best creator of opportunity in our society.,0,1
276,276,63320_201309_276,Mr Abbott says he will cut billions from our schools and then cut the SchoolKids Bonus.,0,1
277,277,63320_201309_277,Australian students are falling behind the rest of the world.,0,2
278,278,63320_201309_278,"While we already have great schools and teachers in Australia, we need to do better.",0,1
279,279,63320_201309_279,We will build the schools of the future through our $15 billion Better Schools Plan so that our kids get more individual attention to be able to reach their full potential.,0,7
280,280,63320_201309_280,"As part of the plan, we want to put Australia back in the top five schooling nations in the world for reading, science, maths by 2025.",0,1
281,281,63320_201309_281,To do this we have to ensure that every school is supported to reach their full potential.,0,1
282,282,63320_201309_282,"Under the plan, teaching quality will be lifted, principals will have more power to make decisions about their school and more information will be made available for parents through My School.",0,1
283,283,63320_201309_283,"Schools with students who need extra support to lift their results will be entitled to extra funding based on six categories: kids from low income families, Indigenous students, students with disability, kids with limited English skills, the size of the school, and those who attend rural and remote schools.",0,1
284,284,63320_201309_284,Labor is helping schools provide access to new computer and technology equipment for secondary students in Years 9 to 12.,0,1
285,285,63320_201309_285,†A one-to-one computer-to-student ratio has been achieved nationally in Australian schools with students in Years 9 to 12.,0,1
286,286,63320_201309_286,"Labor has thrown open the doors of Australia's universities, with 190,000 more Australians now attending university.",0,2
287,287,63320_201309_287,"This means, for the first time, any Australian with the ability and the commitment will be able to attend university.",0,2
288,288,63320_201309_288,"An ambitious target has been set by Labor that by 2025, 40 per cent of all 25-to-34-year-olds will hold a bachelor's degree or above, and 20 per cent of undergraduate enrolments will be disadvantaged students from low socio-economic backgrounds.",0,1
289,289,63320_201309_289,We're well on our way to achieving both.,0,1
290,290,63320_201309_290,"Labor is investing a record $14.3 billion over the next four years in skills and training like TAFE in the face of savage cuts by Liberal state governments, because quality education and training is the key to a better job, a better career and a better pay packet.",0,1
291,291,63320_201309_291,Labor is for Fairness,1,1
292,292,63320_201309_292,Throughout our history Labor has been synonymous with fairness.,0,1
293,293,63320_201309_293,"Whether it's in the workplace, at home or ensuring society's most disadvantaged get a fair go, fairness goes to the very core of Labor's being.",0,1
294,294,63320_201309_294,Labor knows the current system of disability care and support is underfunded and unfair for those who rely on it.,0,1
295,295,63320_201309_295,"That's why we're introducing DisabilityCare Australia, the national disability insurance scheme, to completely transform the disability care and support system in this country by taking a tailored, life-long approach to providing care and support for local people with disability.",0,1
296,296,63320_201309_296,"DisabilityCare Australia will work with people with disability, their families and carers to identify their plans and goals for the future.",0,1
297,297,63320_201309_297,"This will ensure they receive individualised care and support packages, are assisted by local coordinators to help manage and deliver their support, and are linked to mainstream and community services.",0,1
298,298,63320_201309_298,"DisabilityCare Australia will mean more choice and control, more independence, and more opportunities for people with disability to be involved in school, work and community life.",0,2
299,299,63320_201309_299,"Importantly, it gives all Australians peace of mind that if they or a loved one are born with or acquires a disability, they will get the care support they need.",0,1
300,300,63320_201309_300,"Labor has invested $1 billion to deliver the first stage of DisabilityCare Australia, beginning from July 2013.",0,7
301,301,63320_201309_301,"The first stage will benefit more than 25,000 people in five locations across the country and a historic agreement has been reached between the federal and NSW state governments to roll out DisabilityCare Australia across the state by 2018-2019.",0,1
302,302,63320_201309_302,Labor has always had a proud record of helping to deliver affordable housing for Australians and their families.,0,2
303,303,63320_201309_303,The goal of ensuring all Australian families have access to affordable housing has continued with a massive increase in housing supply through both social housing and incentives for the private sector to keep building through the global financial crisis.,0,1
304,304,63320_201309_304,"More than 21,000 new homes are being delivered across Australia with Labor's $6 billion investment in social housing, while the $4.5†billion National Rental Affordability Scheme has provided incentive payments to the private sector to build 50,000 affordable rental homes.",0,1
305,305,63320_201309_305,"All Australians deserve a safe, secure home and Labor is tackling the complex challenge of homelessness.",0,2
306,306,63320_201309_306,Labor aims to halve the rate of homelessness and provide supported accommodation to all rough sleepers who seek it by 2020.,0,1
307,307,63320_201309_307,"To back this commitment, Labor has invested an unprecedented $5 billion into support for homelessness services and programs.",0,2
308,308,63320_201309_308,"Consumers have been given a fairer go after Labor introduced the Australian Consumer Law which gives consumers the same rights wherever they live in Australia, gets rid of unfair contract terms and imposes heavy penalties if a salesperson ignores a visible `do not knock' sign on a front door.",0,1
309,309,63320_201309_309,At the supermarket consumers can now look at similar grocery products sold in different weights or quantities and work out which one represents the best value for money so they can get the best deal at the checkout.,0,1
310,310,63320_201309_310,"Australians are resilient by nature, but when natural disasters strike local communities need a helping hand to get back on their feet.",0,1
311,311,63320_201309_311,"Labor helps families, workers, business and farmers with emergency relief, money to repair roads and community facilities and income support.",0,1
312,312,63320_201309_312,This ensures people can keep operating within their local community.,0,1
313,313,63320_201309_313,"When disaster strikes, Australians deserve the fairest insurance coverage available so they can rebuild quickly.",0,1
314,314,63320_201309_314,"After the Queensland floods, Labor laid down a standard definition of flood for insurance purposes.",0,1
315,315,63320_201309_315,"There has been a dramatic increase in the number of homes covered by flood insurance, more than 78 per cent compared to just 3 per cent in 2006.",0,1
316,316,63320_201309_316,"All people are entitled to respect, dignity and the opportunity to participate fully in society regardless of their sexuality.",0,1
317,317,63320_201309_317,"Labor has passed legislation to establish new protections for gay, lesbian, bisexual, transgender and intersex people under the Sex Discrimination Act, and to bar discrimination against older gay and lesbian people seeking to use aged care services.",0,1
318,318,63320_201309_318,Labor has changed 85 laws to remove discrimination against same-sex couples and their children.,0,1
319,319,63320_201309_319,"This means that same-sex relationships are treated in the same way that opposite-sex de facto relationships are for Commonwealth entitlements and programs like taxation, superannuation, social security, health, aged care, veterans' entitlements, workers' compensation, employment entitlements, immigration, child support and family law.",0,1
320,320,63320_201309_320,"Labor's national platform changed at the 2011 National Conference to support marriage equality, and to amend the Marriage Act to reflect this.",0,1
321,321,63320_201309_321,"Our society must keep striving to improve fairness, opportunity and safety for women in the workplace and in the community.",0,1
322,322,63320_201309_322,Under Labor there are new opportunities for women's employment in non-traditional areas such as the mining industry and the military front line.,0,1
323,323,63320_201309_323,"Women's representation on Australian Government boards is the highest it has ever been and is on target to reach 40 per cent by 2015, while businesses will need to provide information on gender equality in the workplace to help improve women's participation in the workforce.",0,1
324,324,63320_201309_324,"Changes have been made to the Sex Discrimination Act: no one can be discriminated against based on family responsibilities, while breastfeeding is now its own separate grounds of discrimination.",0,6
325,325,63320_201309_325,"Labor has also introduced protections against discrimination on the basis of sexual orientation, gender identity and intersex status.",0,3
326,326,63320_201309_326,Labor has also commissioned the Human Rights Commission to conduct an inquiry into workplace discrimination experienced by people who are pregnant or returning to work after taking parental leave.,0,1
327,327,63320_201309_327,"Labor has set up 1800RESPECT, a national phone counselling and online service to assist victims of sexual assault and family or domestic violence.",0,1
328,328,63320_201309_328,The service is also available to people who may encounter victims of sexual assault and family or domestic violence to provide advice on how to help people in need.,0,1
329,329,63320_201309_329,"As a community we need to take a zero tolerance stance on all domestic violence and sexual assault, and Labor introduced the National Plan to Reduce Violence against Women and their Children to do just that.",0,1
330,330,63320_201309_330,Everyone eligible to vote deserves the best opportunity to exercise their democratic right.,0,1
331,331,63320_201309_331,That's why Labor has introduced direct enrolment which will assist in arresting the decline in enrolment rates across Australia by ensuring the federal electoral roll is as current and accurate as possible.,0,1
332,332,63320_201309_332,This is particularly helpful with people who move house in making sure their enrolment details are up to date.,0,1
333,333,63320_201309_333,Labor is for Workers,1,1
334,334,63320_201309_334,"We are working together to build the fair workplaces of the future - with everyone around the one table and delivering support, including Paid Parental Leave.",0,1
335,335,63320_201309_335,When Labor came to government in 2007 it was on the back of a pledge to return fairness to the workplace by ripping up WorkChoices.,0,1
336,336,63320_201309_336,Labor has delivered strong protections for conditions like overtime and penalty rates that can't be stripped away.,0,1
337,337,63320_201309_337,"There is a strong and independent umpire in the Fair Work Commission, we have implemented a balanced unfair dismissal system and flexibilities to help balance work and family life.",0,1
338,338,63320_201309_338,"Major advances in equal pay have been made because of changes we made to workplace laws, with around 150,000 social and community workers being awarded pay increases of between 23 and 45 per cent.",0,7
339,339,63320_201309_339,"Australian workers are not just better off under Labor, but also safer at work.",0,1
340,340,63320_201309_340,"Workplace health and safety laws are being improved, truck drivers no longer have to take unacceptable risks on the road thanks to our safe rates reforms and Labor is introducing a right for victims of workplace bullying to have that bullying stopped and prevented from happening again.",0,1
341,341,63320_201309_341,"The strongest protections for workers' entitlements ever seen in Australia have been implemented by Labor, to protect entitlements when an employer becomes bankrupt or insolvent.",0,1
342,342,63320_201309_342,"Labor introduced compulsory superannuation under Paul Keating, and now Australians will have more money for their retirement with superannuation going from 9 per cent to 12 per cent.",0,1
343,343,63320_201309_343,"1 July 2013 marks the first increase, when super contributions will increase to 9.25 per cent.",0,1
344,344,63320_201309_344,"Moving to 12 per cent super means a 30 year old on the average wage will retire with $118,000 more in their retirement savings.",0,1
345,345,63320_201309_345,Low and middle-income workers are paying less tax under Labor.,0,1
346,346,63320_201309_346,"Someone earning $50,000 is now paying 18 per cent less tax than in 2007.",0,1
347,347,63320_201309_347,"Everyone earning up to $80,000 is paying less tax and anyone earning $18,200 or less, such as part-time workers, now pays no tax at all.",0,7
348,348,63320_201309_348,Labor is also providing flexibility to help workers balance their work and family lives.,0,1
349,349,63320_201309_349,"†Through improved parental leave arrangements with more flexibility, the right to request flexible work or allowing agreement on individual flexibility arrangements, Labor is providing workers with flexibility and strong protections.",0,1
350,350,63320_201309_350,New mums can get up to 18 weeks' pay at the national minimum wage while getting to know their baby under Labor's Paid Parental Leave Scheme.,0,1
351,351,63320_201309_351,"Under Labor's Dad and Partner Pay, eligible dads and same-sex partners can receive an additional two weeks' of government paid leave at the minimum wage to spend time more time at home with their partner and baby.",0,1
352,352,63320_201309_352,Labor is for Better Health,1,1
353,353,63320_201309_353,"Labor is the party of Medicare and the Pharmaceutical Benefits Scheme, and prides itself on its record of delivering policies that help Australians when they need it most, regardless of income or background.",0,1
354,354,63320_201309_354,"That's why Labor has invested more in health care than any previous government, making up for the lost time and money of the Howard years.",0,1
355,355,63320_201309_355,This means more beds and shorter waits for hospital treatment and a focus on prevention with better access to your local GP.,0,1
356,356,63320_201309_356,We will continue to invest in our world class health and hospital system and we will invest in our communities through Australia's first National Disability Insurance Scheme - DisabilityCare Australia.,0,2
357,357,63320_201309_357,Mr Abbott as Health Minister cut $1 billion from our hospitals and now says he will cut Medicare Locals.,0,1
358,358,63320_201309_358,Under Labor there are more doctors and more nurses.,0,1
359,359,63320_201309_359,There's also a record number of GPs and nurses being trained.,0,1
360,360,63320_201309_360,"And it's easier to get your visit to the GP bulk billed under Labor, too.",0,1
361,361,63320_201309_361,"Different communities have different health needs, and local communities deserve a say in how their health care is run.",0,1
362,362,63320_201309_362,Labor has established Medicare Locals to deliver better health services local communities.,0,1
363,363,63320_201309_363,"Medicare Locals are the newest part of Australia's universal health system and are delivering things like GP after hours, immunisation programs, mental health services, and much more.",0,1
364,364,63320_201309_364,"A person's dental health is often an indicator of their general health, and better dental care is a priority for Labor.",0,1
365,365,63320_201309_365,Labor's dental care package will mean it will be as easy to see a dentist as it is a doctor for 3.4 million kids.,0,1
366,366,63320_201309_366,We are also improving public dental services for pensioners and low income earners.,0,1
367,367,63320_201309_367,"Under Labor's teen dental plan, more than 1.5 million dental check-ups have been provided.",0,1
368,368,63320_201309_368,"There's now a strong focus on the mental health of Australians, with Labor investing in the nation's biggest ever mental health package.",0,2
369,369,63320_201309_369,One in four young Australians suffer mental health issues every year.,0,2
370,370,63320_201309_370,"In response, Labor has invested in prevention and youth mental health, with 50 additional Headspace mental health services being rolled out in rural, regional and metropolitan areas.",0,1
371,371,63320_201309_371,"With Labor, Headspace†will expand to 90 sites across the country helping more than 70,000 young people every year.",0,1
372,372,63320_201309_372,"We've also built a free 'virtual clinic' accessible to every Australian, MindSpot.org.au, and have increased suicide prevention funding by more than six times the 2007 funding levels.",0,1
373,373,63320_201309_373,"The private health rebate is now fairer, with low and middle-income earners no longer subsidising the private health cover of high-income earners.",0,1
374,374,63320_201309_374,This will free up $100 billion to be reinvested into better health services over the coming years.,0,1
375,375,63320_201309_375,Labor is for Jobs,1,1
376,376,63320_201309_376,"If we are going to build Australia's future together, Australia needs a new way of doing politics for the future as well as an end to wall-to-wall negativity.",0,1
377,377,63320_201309_377,"Bringing government, business and unions together around the same table, rather than continuing the politics of division.",0,1
378,378,63320_201309_378,This is the way we can build Australia's future together.,0,1
379,379,63320_201309_379,"Supporting Australian jobs has been Labor's top priority through the Global Financial Crisis, with more than 950,000 jobs created since we came to office in 2007 compared to the 28 million added to unemployment queues around the world over the same period.",0,1
380,380,63320_201309_380,"Nearly one million Australians work in manufacturing, but a high Australian dollar and increasing international competition is putting pressure on Australian jobs.",0,1
381,381,63320_201309_381,"Labor has worked hand-in-hand with workers and industry to develop an Aussie Jobs Package that supports manufacturing, helps businesses grow and puts Australian jobs first.",0,1
382,382,63320_201309_382,"Labor's New Car Plan is investing in the Australian automotive industry that directly employs around 50,000 people and supports around another 200,000 jobs.",0,2
383,383,63320_201309_383,"Every Australian deserves the dignity of having a job, and Job Services Australia has found work for around 1.5 million Australians since it commenced in 2009.",0,2
384,384,63320_201309_384,Labor's renewal of the Disability Employment Service resulted in a 46 per cent increase in the number of disabled people being helped into a job.,0,7
385,385,63320_201309_385,"Labor is investing a record $14.3 billion over the next four years in skills and training like TAFE in the face of savage cuts by Liberal state governments, because quality education and training is the key to a better job, a better career and a better pay packet.",0,7
386,386,63320_201309_386,"Australia needs more skilled workers ñmore plumbers, more electricians, more carpenters, more fitters and turners - and Labor helped 21,000 Australians access an apprenticeship through the Kickstart Initiative.",0,1
387,387,63320_201309_387,Under Labor every senior high school student in Australia will have access to a Trade Training Centre by 2018.,0,3
388,388,63320_201309_388,"This will give students access to industry-standard equipment and vocational education, offering a quality pathway into a trade or vocation and help address national skills shortages in traditional trades and emerging industries.",0,1
389,389,63320_201309_389,Labor is for Senior Australians,1,1
390,390,63320_201309_390,"Through historic reforms to the pension and aged care system, as well as investing in services and supporting older Australians to continue to work, Labor is giving seniors the choice, support and certainty they deserve.",0,1
391,391,63320_201309_391,It was Labor that first put in place the pension system in 1909 and it was Labor that delivered the biggest increase to the pension in 100 years in 2009.,0,1
392,392,63320_201309_392,Labor also put pensioners first with the Household Assistance Package to help with their household bills.,0,1
393,393,63320_201309_393,"Pensioners often have limited room to move in their budgets, which is why Labor is helping them make ends meet.",0,1
394,394,63320_201309_394,Only Labor will continue to protect the pension for those who need it most ñpeople who worked hard throughout their lives and who have given so much to our community.,0,1
395,395,63320_201309_395,"Tony Abbott and the Coalition plan to claw back $1 billion of this extra support for pensioners, leaving them hundreds of dollars out of pocket.",0,1
396,396,63320_201309_396,Labor will continue to support self-funded retirees.,0,4
397,397,63320_201309_397,"Last year self-funded retirees benefited from tax cuts averaging more than $550 for 190,000 seniors and also made sure that self-funded retirees who hold a Commonwealth Seniors Health Card receive the same household assistance as pensioners to help cover any price impacts from the carbon price.",0,1
398,398,63320_201309_398,"It was Labor that introduced universal superannuation 20 years ago, and now Labor is building on that work with our commitment to further increases and greater protections by gradually lifting superannuation from 9 per cent to 12 per cent in 2019.",0,1
399,399,63320_201309_399,The first superannuation increase of 25 per cent takes place in July this year.,0,1
400,400,63320_201309_400,"Since 2007 Labor has invested more than 70 per cent more funding into the aged care sector, adding more than 21,000 residential care places and 18,000 home care places nationally.",0,1
401,401,63320_201309_401,Changes are being made to the aged care system which will†lift quality in residential aged care homes and allow more people to access care in their own homes.,0,1
402,402,63320_201309_402,"Older Australians who want to live independently in their own home are more likely to have that choice:†Labor is increasing the number of Home Care Packages by 40,000 -- to nearly 100,000 by 2017.",0,2
403,403,63320_201309_403,"From next financial year, means tested care costs will be capped, giving older Australians financial certainty and peace of mind.",0,1
404,404,63320_201309_404,"The residential care cost cap is $25,000 per year and home care packages are capped at $5,000 for part pensioners and $10,000 for self-funded retirees.",0,1
405,405,63320_201309_405,"And no one will ever pay more than Labor's $60,000 cap over their lifetime.",0,1
406,406,63320_201309_406,"To help people keep their family home, and to prevent anyone being forced to sell their home, Labor will give families more choice about how to pay for care.",0,1
407,407,63320_201309_407,"From 1 July 2014, instead of a bond which can cost millions and might bear no resemblance to the actual cost of accommodation, you will be able to pay through a lump sum or a periodic payment - or a combination of both.",0,1
408,408,63320_201309_408,"And from April next year, providers of care will need to publish their prices and ensure accommodation pricing appropriately reflects value.",0,1
409,409,63320_201309_409,Labor is for Students,1,1
410,410,63320_201309_410,Labor is giving extra support to students and young Australians to help them make ends meet.,0,1
411,411,63320_201309_411,"We know it can be tough for young people to keep up with living costs ñespecially if they're at university, TAFE or just starting out in the workforce.",0,1
412,412,63320_201309_412,That's why Labor is giving students the opportunity to earn more without affecting Youth Allowance payments.,0,1
413,413,63320_201309_413,Young people who work can now earn up to $405 per fortnight and still get full Youth Allowance.,0,1
414,414,63320_201309_414,"Students on Youth Allowance, Austudy or ABSTUDY will get an upfront extra payment of $1025 in July to help with the costs of going back to university.",0,1
415,415,63320_201309_415,And from January this year Labor has given students a permanent boost to their fortnightly student payment.,0,1
416,416,63320_201309_416,"Labor has thrown open the doors of Australia's universities, with 190,000 more Australians now attending university.",0,1
417,417,63320_201309_417,"This means, for the first time, any Australian with the ability and the commitment will be able to attend university.",0,1
418,418,63320_201309_418,"An ambitious target has been set by Labor that by 2025, 40 per cent of all 25-to-34-year-olds will hold a bachelor's degree or above, and 20 per cent of undergraduate enrolments will be disadvantaged students from low socio-economic backgrounds.",0,1
419,419,63320_201309_419,We're well on our way to achieving both.,0,1
420,420,63320_201309_420,"Labor is investing a record $14.3 billion over the next four years in skills and training like TAFE in the face of savage cuts by Liberal state governments, because quality education and training is the key to a better job, a better career and a better pay packet.",0,7
421,421,63320_201309_421,Labor is for a Sustainable Environment,1,1
422,422,63320_201309_422,"Since coming to office in 2007, Labor has put its commitment to tackling climate change and protecting our precious environment into action.",0,1
423,423,63320_201309_423,"Labor's first act after coming into government in 2007 was to ratify the Kyoto Protocol, and Labor has signed up to the second commitment period too.",0,1
424,424,63320_201309_424,Human-induced climate change is real and it is happening now.,0,1
425,425,63320_201309_425,"Like many other countries, Australia will put a cap on pollution through an Emissions Trading Scheme (ETS).",0,2
426,426,63320_201309_426,"By moving to an ETS, Australian households will benefit from a reduction in the cost-of-living worth around $380 to an average household next financial year.",0,2
427,427,63320_201309_427,This will ease cost-of-living pressures on families while ensuring Australia continues to play its part in reducing carbon pollution for the good of the environment.,0,2
428,428,63320_201309_428,"Revenue from the ETS will help families with with tax cuts, higher pension payments and increased family payments.",0,1
429,429,63320_201309_429,"Under Labor, Australia will cut at least 150 million tonnes of pollution in 2020 and see at least 20 per cent of energy come from a renewable source.",0,1
430,430,63320_201309_430,"Since coming to office in 2007 Australia's wind capacity has trebled and Labor has supported the installation of more than 1 million solar panels, up from just over 7000 under the Howard Government.",0,1
431,431,63320_201309_431,"We have established the Australian Renewable Energy Agency and Clean Energy Finance Corporation which are already hard at work developing, commercialising and investing in new renewable energy technologies.",0,1
432,432,63320_201309_432,"After decades of mismanagement and disagreement on how to manage the Murray Darling Basin, Labor has locked in a plan that restores the rivers to health.",0,1
433,433,63320_201309_433,Labor's bold vision for reconnecting the Australian landscape through a network of national parks and reserves across Australia is becoming a reality.,0,1
434,434,63320_201309_434,A network of wildlife corridors is being established across Australia that will benefit our native animals and environment meaning our grandkids can enjoy the same beautiful places we grew up with.,0,2
435,435,63320_201309_435,The Great Barrier Reef is one of Australia's greatest national icons.,0,2
436,436,63320_201309_436,"But it's under increasing pressure from climate change, catchment runoff and outbreaks of the crown-of-thorns starfish.",0,1
437,437,63320_201309_437,"That's why Labor is investing in the Reef Rescue program to improve the Reef's overall health, working with communities along the length of the Reef to improve water quality and increase its resilience.",0,3
438,438,63320_201309_438,Labor has established the world's most comprehensive network of national parks in the ocean.,0,1
439,439,63320_201309_439,These marine reserves will conserve the plants and animals found in them.,0,1
440,440,63320_201309_440,It's important our oceans are also protected to ensure a sustainable future for the fishing industry and for people who love to fish.,0,1
441,441,63320_201309_441,"Most marine reserves which affect charter and recreational activities are 200km from shore, meaning very few recreational fishers are impacted.",0,1
442,442,63320_201309_442,Our oceans and local fishing industry are also better protected after Labor banned the super trawler FV Abel Tasman from operating in Australian waters.,0,1
443,443,63320_201309_443,"Labor has added Ningaloo Reef and Koongarra within Kakadu to the World Heritage list and has recommended an expansion of Tasmania's World Heritage Area, completing the protection for these precious areas started by the Hawke and Keating governments.",0,1
444,444,63320_201309_444,Labor is for the First Australians,1,1
445,445,63320_201309_445,Ending more than 200 years of disadvantage among Indigenous Australians is a goal Labor is committed to keep working towards.,0,1
446,446,63320_201309_446,"Over the past 40 years Labor has fought for aboriginal land rights, passed the Native Title Act and made a national apology to the victims of the Stolen Generations.",0,1
447,447,63320_201309_447,"But Labor recognises that previous approaches to end disadvantage have not worked and there is much to do, which is why there has been unprecedented effort and record investment in addressing Indigenous disadvantage, including six ambitious Closing the Gap targets.",0,1
448,448,63320_201309_448,One of the Closing the Gap targets is to halve the gap in unemployment between Indigenous and non-Indigenous Australians by 2018.,0,1
449,449,63320_201309_449,"The employment target is one of the most ambitious and challenging of the Closing the Gap targets and achieving real change in employment will be the culmination of long term investments in early childhood, education, skills and training.",0,1
450,450,63320_201309_450,Australia's Constitution needs to change to recognise the unique and special place of Aboriginal and Torres Strait Islander people in our society and culture.,0,1
451,451,63320_201309_451,"Labor wants meaningful change, change that unites the nation and reflects the hopes and aspirations of Aboriginal and Torres Strait Islander Australians.",0,1
452,452,63320_201309_452,Politicians don't pass referendums; people do.,0,1
453,453,63320_201309_453,"That's why Labor has been working to establish a strong base for constitutional change, including passing an Act of Recognition through the parliament and funding a campaign to raise community awareness of constitutional change.",0,1
454,454,63320_201309_454,Labor agrees with the Expert Panel on Constitutional Recognition of Aboriginal and Torres Strait Islander Peoples which says a referendum should be held at a time when it has the most chance of success.,0,1
455,455,63320_201309_455,Labor knows that successful constitutional change will not occur without the support of the majority of Australians and is committed to building the necessary support.,0,1
456,456,63320_201309_456,Labor is for Australian Business,1,1
457,457,63320_201309_457,Labor understands that a†high Australian dollar and increasing international competition is putting pressure on Australian jobs.,0,1
458,458,63320_201309_458,"Only Labor has a plan to work with Australian industry to increase exports, help Australian businesses to grow and put Australian jobs first.",0,2
459,459,63320_201309_459,"Like most businesspeople, Labor likes to plan for the future.",0,1
460,460,63320_201309_460,"Without world-class broadband, Australia will fall behind the rest of the world and our economy will suffer; our businesses won't have the tools they need to match their competitors around the world.",0,2
461,461,63320_201309_461,"In the 21st century, broadband is basic infrastructure ñAustralian businesses need it.",0,2
462,462,63320_201309_462,"It's become an essential utility, just like electricity or water.",0,1
463,463,63320_201309_463,"That's why Labor is delivering the National Broadband Network: high-speed, reliable, affordable broadband to every home and business in Australia.",0,1
464,464,63320_201309_464,The rollout of the NBN is ramping up quickly.,0,1
465,465,63320_201309_465,High speed broadband to homes and businesses in cities and the bush is being rolled out right across Australia.,0,2
466,466,63320_201309_466,By June this year construction will have commenced or be complete for more than 1.2 million homes and businesses.,0,1
467,467,63320_201309_467,"The benefits of the NBN for business are clear: lower phone and internet bills, unprecedented opportunities to expand and reach new markets, the ability to use video conferencing, reach customers no matter where they are, digitise supply chains, and offer new, more convenient products and services.",0,1
468,468,63320_201309_468,"The reliability and affordability of the NBN is going to dramatically improve access to technology, like cloud computing, that will allow businesses, particularly SMEs, to reduce costs and increase productivity.",0,1
469,469,63320_201309_469,The Coalition says Australia can't afford to have access to the best communications system in the world.,0,1
470,470,63320_201309_470,Labor says we can't afford not to.,0,1
471,471,63320_201309_471,Tourism is important to Australia's economy and Labor recognises the contribution of hard working small businesses which are the backbone of Australia's tourism industry.,0,2
472,472,63320_201309_472,"Tourism employs more than 500,000 Australians and is particularly important to regional Australia, but challenges like the high Australian dollar and the Global Financial Crisis mean more than overseas TV ads are needed if Australia is to successfully compete for overseas visitors.",0,2
473,473,63320_201309_473,"Through the Tourism 2020 plan, Labor is helping Australia's tourism industry become more competitive by cutting red tape, investing in skills, and working with industry to seize the opportunities of the fast-growing tourist market in Asia.",0,2
474,474,63320_201309_474,Small businesses make a huge contribution to national prosperity and supporting Australian jobs.,0,1
475,475,63320_201309_475,"Labor is committed to building an environment in which small business not only survives, but thrives.",0,1
476,476,63320_201309_476,"Labor is giving small business a stronger voice with the Minister for Small Business sitting at the Cabinet table for the first time in a decade and the appointment of the first Australian Small Business Commissioner, who represents the interest of Australian small businesses.",0,1
