,Oid,Id,Sentence,Flag,labels
229,230,63320_198412_230,Unemployed people with viable business propositions will be eligible to receive continued income support from the Federal Government for up to a year while they establish their own small enterprise.,,3
230,231,63320_198412_231,"An allowance broadly equivalent to the unemployment benefit will be paid to eligible participants in the scheme, who are unemployed and have a viable business proposal.",,1
231,232,63320_198412_232,We are determined to pursue every available route to secure long term employment for those still out of work.,,1
232,233,63320_198412_233,We will also be exploring the possible extension of @ with the private sector.,,1
233,234,63320_198412_234,Our object is to assist the unemployment back into permanent workforce.,,1
234,235,63320_198412_235,The Government will continue to give a high priority to youth in its labour market and training programs during its second term.,,4
235,236,63320_198412_236,We will be guided by the findings of Kirby  Inquiry into Labour Market Programs and the O.E.C.D. review of Youth Policy in Australia.,,3
236,238,63320_198412_238,But above all we must ensure that the level of youth unemployment in our nation- in many ways our most scandalous inheritance from the previous coalition Government- continues to be steadily reduced during the Labor Government's second term.,,4
237,239,63320_198412_239,There have been some promising signs in recent months.,1.0,1
238,240,63320_198412_240,For example during the last twelve months there has been a seventeen percent reduction in the number of teenagers seeking full-time employment and a twenty-four percent reduction in teenagers unemployed for more than six months.,1.0,1
239,241,63320_198412_241,"But the Government acknowledges that this improvement is still a long way from being good enough, and further substantial progress must be made during our second term.",,1
240,242,63320_198412_242,It is essential for the wellbeing of our nation that in the years ahead our youth should have access to better educational opportunities and to improved labour market and training programs.,,5
241,243,63320_198412_243,It is essential that more jobs be found for them.,,1
242,244,63320_198412_244,The policies we are pursuing will ensure these fundamental objectives are achieved.,,1
243,245,63320_198412_245,I.Y.Y.,1.0,1
244,246,63320_198412_246,And it is essential that the voices of our young be heard now.,,1
245,247,63320_198412_247,Our Government will be inviting the youth of Australia to be active contributors to and participants in International Youth Year in 1985 and beyond.,,1
246,248,63320_198412_248,We want the youth of Australia to be involved in planning for their future and Australia's future.,,7
247,249,63320_198412_249,"And we must specifically address - as I will later - the very real concern of many of our youth, and do everything in our power to ensure that they do not inherit a world over which hangs the spectre of nuclear war.",,1
248,250,63320_198412_250,Aged Care.,1.0,1
249,251,63320_198412_251,The other community group that is entitled to and will be given particular support by the Government is the aged.,,1
250,252,63320_198412_252,And the Government has provided such support during its first term.,,1
251,253,63320_198412_253,"In recent years, reductions to the Consumer Price Index as a result of chances in health insurance arrangements have provided pensioners with a graphic illustration of the differing attitudes of the major political parties towards pensioners.",,1
252,254,63320_198412_254,"When confronted with the opportunity to compensate pensioners with a special adjustment for their changes to Medibank, the coalition Government bluntly and callously refused.",,1
253,255,63320_198412_255,"When faced with the same decision in its last Budget, my Government unhesitatingly made a special adjustment and added a bonus as well.",,1
254,256,63320_198412_256,"In 1984/85 as well as indexation adjustments, the basic rates of all pensions have been increased to $ 2,50 a week for single pensioners and $4,20 a week for married pensioners.",,7
255,257,63320_198412_257,I leave it to the pensioners of Australia to judge for themselves which Party truly protects pensioners' interests.,,1
256,258,63320_198412_258,And  I do that with complete confidence the verdict.,,1
257,259,63320_198412_259,In addition the extra assistance for those particularly needy pensioners who rent privately has been increased by fifty percent or $5 a week.,,7
258,260,63320_198412_260,"There have also been substantial rises in assistance for the unemployed, the children of low income families, the handicapped, and also for aged and disabled persons  accommodation.",,6
259,261,63320_198412_261,We will establish a new cost-shared home and community care program.,,5
260,262,63320_198412_262,This will integrate existing programs into a single program and expand into new areas with substantially increased funding.,,2
261,263,63320_198412_263,We will provide increased support for aged and disabled people to help them remain in their own homes and their own neighbourhoods and to remove as far as we can a burden of anxiety and frustration.,,2
262,264,63320_198412_264,"When they wish to, our elderly should he able to remain in their familiar environment, and be given assistance through meals-on-wheels, home nursing, house maintenance and other services to meet their needs.",,2
263,265,63320_198412_265,"Over the next three years, our Government will contribute $300 million to this integrated program.",,7
264,266,63320_198412_266,"To co-ordinate the provision of all Government services to the elderly, we will establish early in our next term an Office of Aged Care.",,5
265,267,63320_198412_267,"It will establish priorities of need for aged and retired people, assess facilities throughout Australia and bring together the legislation and service provisions currently scattered around various Government Apartments.",,5
266,268,63320_198412_268,Assets Test.,1.0,1
267,269,63320_198412_269,There is no part of this election campaign that has been more cruel than the calculated attempt to create needless confusion and anxiety among the aged and other pensioners in our community over the assets test.,,1
268,270,63320_198412_270,It has been introduced by the Government as a necessary supplement to the existing income test to ensure that there is the fairest and most equitable distribution of resources to pensioners.,,1
269,271,63320_198412_271,The desperate attempts by the Opposition to use this issue to scare those people who have contributed so much to our nation in peace and war are to he deplored.,1.0,1
270,272,63320_198412_272,Those scare stories are utterly without foundation.,1.0,1
271,273,63320_198412_273,The assets test will affect only two percent of all pensioners.,,1
272,274,63320_198412_274,In l984/85 the increase in payments to all pensioners will total $655 million - about fifteen times the revenue generated in a full year by the assets test.,,7
273,275,63320_198412_275,And that's the real proof of our concern for pensioners.,1.0,1
274,276,63320_198412_276,And I give four the unequivocal commitments about the assets test:  The first is that they will never see social security inspectors in their homes.,,6
275,277,63320_198412_277,The second is that the information gathered for the assets test will not be used for any other revenue purpose.,,3
276,278,63320_198412_278,The third is that the assets test will not be made more stringent by this Government.,,3
277,279,63320_198412_279,Indeed we have indexed the limits to ensure that this does not happen.,,1
278,280,63320_198412_280,"And fourthly, we will continue through the Office of Aged Care to monitor the assets test carefully to ensure that it is fairly administered.",,1
279,281,63320_198412_281,"The worst thing that the Australian pensioners have to fear - whether they be the ninety-eight percent totally unaffected by the assets test, or the two percent who are in some way affected - would be a return to the level of inflation which existed under the Liberals with its devastating impact on their living standards.",,1
280,282,63320_198412_282,But we will do more than just protect the pensioners of Australia from the ravages of renewed inflation.,,1
281,283,63320_198412_283,We will continue to ensure that they all share in the new prosperity.,,1
282,284,63320_198412_284,And specifically we will continue to work towards the goal of raising the basic pension rate to twenty-five percent of average weekly earnings.,,1
283,285,63320_198412_285,Veterans Affairs.,1.0,1
284,286,63320_198412_286,"In Veterans' Affairs, the Government, in its second term, will take further initiatives to improve benefits and care for our veteran community.",,1
285,287,63320_198412_287,The Government accepted its responsibility to Vietnam veterans by establishing the Royal Commission they requested.,,1
286,288,63320_198412_288,"The Repatriation Legislation Amendment Act will be the basis for the long overdue overhaul of the pensions-determining system, and will end the delays and procrastination which plague the system.",,1
287,289,63320_198412_289,"We will, next year, introduce the Veterans Entitlements Bill to simplify the present confusing and often contradictory legislation dealing with veterans' entitlements.",,1
288,290,63320_198412_290,There will be close consultation with ex-service organisations before the legislation is introduced.,,1
289,291,63320_198412_291,But one undertaking I can now give - war widows will be allowed to retain their pensions and treatment eligibility if they remarry.,,1
290,292,63320_198412_292,"In its consultative arrangements, the Government has been greatly encouraged by the close working relationship it has already established with representatives of the veterans' community and it looks forward to maintaining this relationship in future years.",,1
291,293,63320_198412_293,The Government also intends to continue upgrading repatriation hospitals to meet the needs of an ageing veteran community.,,1
292,294,63320_198412_294,"This will complement the widely-praised Veterans Home Help Scheme, which greatly assists frail aged veterans to maintain their independence.",,1
293,295,63320_198412_295,Health.,1.0,1
294,296,63320_198412_296,"One of the Government's most significant contributions to a fairer and more equitable Australia during our first term has been in the provision of health and social services, @  areas of great devastation under the previous Government.",,1
295,297,63320_198412_297,"During our first term, social service benefits have been substantially increased, and health services have been extended to all in the community.",,1
296,298,63320_198412_298,"With the introduction of the Medicare program, Australia now has, for first time, a fair, affordable and stable health insurance system covering all Australians.",,1
297,299,63320_198412_299,Medicare has put an end to the constant changes in health insurance policy that have marked the past decade.,,1
298,300,63320_198412_300,"Yet that is precisely what our opponents propose --- a return to the pattern of their years in Government, with four separate confused and confusing systems in five years; yet each scheme leaving at least two million Australians without any health cover at all.",,1
299,301,63320_198412_301,And their new proposals involve three more changes- and then abolition of Medicare.,,1
300,302,63320_198412_302,I ask for your renewed mandate for Medicare.,,1
301,303,63320_198412_303,"And I now give this undertaking- that for the term of our next government, the Medicare levy will not be increased.",,1
302,304,63320_198412_304,"We will extend Medicare to provide reciprocal health care arrangements for countries with which Australia has close ties, notably Italy, Greece, Yugoslavia, the United Kingdom and Eire.",,1
303,305,63320_198412_305,"The Government is firmly committed to maintaining a safe and healthy working environment and has established, with the co-operation of the States, a tripartite National Occupational Health and Safety Commission to develop a comprehensive national approach to occupational health and safety.",,1
304,306,63320_198412_306,"In our second term the Government will concentrate its health policy on initiatives designed to improve the health of the community, including increased emphasis and health awareness.",,1
305,307,63320_198412_307,"The Labor Government will also upgrade the community health program through an expansion of the existing access of groups such as pensioners, children and the unemployed to a wide range of health services, including dentistry, physiotherapy, speech and occupational therapists.",,1
306,308,63320_198412_308,This year $18 million will be provided to the states for these programs as part of Medicare.,,7
307,309,63320_198412_309,"Fellow Australians, I have stressed the fundamental importance of the maintenance of our policies of growth without inflation in our drive for a fairer, better Australia.",,1
308,310,63320_198412_310,"But the enhancement of the quality of life and the widening of the opportunities our great country should offer to every Australian, demand even more than effective economic management.",,1
309,311,63320_198412_311,"It requires a Government - a Labor Government- determined to remove the disfigurement of discrimination from our society; and a Government determined to save the rich and diverse beauty of our country, a Government staunchly encouraging the special skills and talents of the people.",,1
310,312,63320_198412_312,Status of Women.,1.0,1
311,313,63320_198412_313,One group in our society - indeed half of our population -which has for too long carried the burden of discrimination - is women.,,1
312,314,63320_198412_314,The Government has acted swiftly and decisively to fulfil its commitments to improve the status of women.,,1
313,315,63320_198412_315,"During our first term, the Government has taken substantial steps to improve women's access to employment, to education and training and to childcare.",,1
314,316,63320_198412_316,We have enacted sex discrimination legislation.,,1
315,317,63320_198412_317,"With the co-operation of major private and public sector employers, we have initiated a wide-ranging pilot program to test our Affirmative Action policy proposals, prior to their being legislated.",,1
316,318,63320_198412_318,"We have significantly increased spending on child-care, appointed the National Women's Consultative Committee with substantial back-up funding, legislated for equal employment opportunity within the Australian Public Service, and appointed more than 100 women to Government boards, authorities or advisory bodies.",,1
317,319,63320_198412_319,Aboriginal Affairs.,1.0,1
318,320,63320_198412_320,"A second group that has borne the brunt of discrimination in our society for too long, and which the Government has sought to redress, is the aboriginal people.",,1
319,321,63320_198412_321,"The next three years, leading up to the Bicentennial year of 1988, provide for all Australians an opportunity- and a responsibility --- to ensure that our aboriginal people have a secure and just place in Australian society.",,2
320,322,63320_198412_322,"In the next three years, we will continue to expand on the initiatives already taken supporting the Aboriginal community in the fields of employment, education, housing, health and the aboriginal culture.",,4
321,323,63320_198412_323,Expenditure increased by more than twenty-seven percent in our first Budget and by fourteen percent in the current Budget.,,1
322,324,63320_198412_324,The vital matter of land rights for aboriginal people is currently the subject of extensive consultations by the Government.,,1
323,325,63320_198412_325,"We are well on the way to a just, equitable and enduring solution which assures that the interests of all parties are adequately protected.",,1
324,326,63320_198412_326,Organised Crime.,1.0,1
325,327,63320_198412_327,It will not be possible to achieve a better Australia if our society is weakened by the scourge of drugs and the growth of organised crime.,,1
326,328,63320_198412_328,In recent weeks increased attention has been paid to the growth of organised crime in this country.,,1
327,329,63320_198412_329,The Government's detailed response on the issue of organised crime was outlined by me in a statement to Parliament on 2 October.,,1
328,330,63320_198412_330,Our Government is committed to an unrelenting attack on organised crime.,,3
329,331,63320_198412_331,"To this end, the resources of the Australian Federal Police will be substantially increased during our second term.",,6
330,332,63320_198412_332,We will immediately upgrade the AFP's computer capacity at a cost of more than $7 million and an additional $10 million will be spent in recruiting an even stronger force.,,7
331,333,63320_198412_333,Drug traffic.,1.0,1
332,334,63320_198412_334,"But our responsibility both as a community and as Government, goes beyond the responsibility to enforce the law.",,1
333,335,63320_198412_335,"In the case of the drug trade, particularly as it affects our young people, we must do more than put those who traffic in drugs behind bars.",,1
334,336,63320_198412_336,"We must educate our youth about the damage and danger of drugs, and we must do more to rehabilitate those in our society with drug-related problems.",,3
335,337,63320_198412_337,"One of my first tasks after our re-election will be to call together the State Premiers, to co-operate with me in initiating a national campaign against drug abuse.",,3
336,338,63320_198412_338,"This is one fight we must fight together, above party politics, above political differences.",,1
337,339,63320_198412_339,And I am confident we will.,,1
338,340,63320_198412_340,"And in prosecuting this national campaign, no resources will be spared to remove this evil from our society.",,1
339,341,63320_198412_341,"Our great goal is to create a better and healthier society, and a nation in which the creative talents of our people are fully developed.",,5
340,342,63320_198412_342,We have substantially increased funding and support for sport and recreation.,,1
341,343,63320_198412_343,We will maintain that support.,,4
342,344,63320_198412_344,"In our third Budget we will carry out our earlier undertaking to make available to sports men and women who are subject to widely fluctuating incomes within a relatively short career, similar tax averaging provisions to those made available to farmers.",,1
343,345,63320_198412_345,Arts.,1.0,1
344,346,63320_198412_346,We now propose to extend that concession to artists in the performing and visual arts.,,1
345,347,63320_198412_347,"We will make sufficient funds available, in this financial year, to the Australia Council to maintain the real level of funding for the companies of excellence in the performing arts.",,1
346,348,63320_198412_348,"In the arts the Government will also maintain its effort to support and stimulate the creative talents of our people at all levels in the future, and to preserve our heritage in this field, as we have done through the National Film and Sound Archive.",,3
347,349,63320_198412_349,Environment.,1.0,1
348,350,63320_198412_350,"The 1988 Bicentenary celebrations will provide a focal point for much of the Government's activities in the field of the arts and the preservation of our heritage through the development of museums, libraries and conservation programs during our second term.",,1
349,351,63320_198412_351,On environmental issues Australia is fortunate in having five natural areas which have ready been given world heritage status because of their unique and outstanding value to mankind.,,1
350,352,63320_198412_352,The Government believes that we are yet to fully explore all the advantages that can be gained by having such areas of international renown.,,1
351,353,63320_198412_353,In our second term we will consider nominations from all States for areas they believe should be given world heritage status and we would work to have these areas accepted for world heritage nomination.,,5
352,354,63320_198412_354,Referendums.,1.0,1
353,355,63320_198412_355,"On the first of December, you will not be asked to continue with us in the work of building a fairer and better Australia.",,1
354,356,63320_198412_356,You will have an opportunity to make a fairer and better Constitution for Australia.,,2
355,357,63320_198412_357,I ask for your support- for a yes vote- to the two referendums we are placing before you.,,1
356,358,63320_198412_358,Our first referendum proposal will provide for simultaneous elections for the House of Representatives and the Senate.,,1
357,359,63320_198412_359,This will reduce the number of elections.,,1
358,360,63320_198412_360,Governments will be able to get on with the job of governing and costs to taxpayers will be significantly reduced.,,6
359,361,63320_198412_361,"This is the same proposal submitted to the people by the previous Government in 1977, supported by al parties, and, at the polls, by a big majority or the Australian people.",,1
360,362,63320_198412_362,Our second referendum proposal will allow the Commonwealth and the States voluntarily to refer powers to each other.,,1
361,363,63320_198412_363,"This will correct the present one-sided situation where the States may refer powers to the Commonwealth, but the Commonwealth is not able to refer any of its exclusive powers to the States.",,1
362,364,63320_198412_364,Both these proposals were given firm support by the coalition- right up to this election campaign.,,1
363,365,63320_198412_365,Such is the measure of the Opposition's principles and integrity!,,1
364,366,63320_198412_366,"Foreign policy, defence and peace.",1.0,1
365,367,63320_198412_367,"Fellow Australians, we have fulfilled the fundamental pledge we made to you twenty-one months age- to bring Australians together in the great task of recovery from the  economic crisis which then confronted our nation.",,6
366,368,63320_198412_368,But side by side with economic recovery we have marched towards recovery of that sense of national self-confidence and self-reliance which Australia at its best can show to the world.,,1
367,369,63320_198412_369,The alliance with the United States forged forty years ago by the Curtin Labor Government is now a more constructive relationship than it has ever been in peacetime.,,1
368,370,63320_198412_370,"We have made ANZUS more than it has ever been, a close and genuine partnership, in which our views, even when they differ, are firmly and frankly expressed and mutually respected.",,1
369,371,63320_198412_371,"Our voice is our own, not an echo.",,1
370,372,63320_198412_372,We have added substance to the partnership by increasing our defence spending substantially in real terms.,,1
371,373,63320_198412_373,The Government is committed to maintaining significant growth in defence spending and a greater degree of defence self-reliance.,,3
372,374,63320_198412_374,"We have given priority to developing Australia's relations with our neighbours - Papua New Guinea, the ASEAN countries and the countries of the South-West Pacific.",,7
373,375,63320_198412_375,We have significantly expanded co-operation with the great powers of China and Japan.,,1
374,376,63320_198412_376,Australia is now seen in this region as a constructive and credible partner.,,1
375,377,63320_198412_377,Australia has never stood higher in the councils of the world.,,1
376,378,63320_198412_378,Its credit and credibility are unsurpassed in our history.,,1
377,379,63320_198412_379,"This was demonstrated very clearly by the record mandate which Australia was given last month by the world community- the largest ever recorded in the United Nations - for the seat on the Security Council which we will take up in January 1985.We intend to draw on our new international respect and credibility in order to pursue the cause of peace, arms control and disarmament, to which this Government has given an unprecedented priority.",,7
378,380,63320_198412_380,"We will continue to throw such weight as we have behind all measures aimed at reducing nuclear arsenals, at achieving balanced and verifiable arms control agreements between the superpowers, at strengthening the international non-proliferation regime, at ending nuclear testing, at creating Nuclear Free Zone in the South Pacific region.",,4
379,381,63320_198412_381,"We will pursue these efforts unremittingly, not only in the councils of the United Nations, but through dialogue with the wide range of countries with whom we can talk constructively.",,4
380,382,63320_198412_382,It was our concern for peace in our region which led the Government last year to seek ways to use its access to assist the resolution of the Kampuchean problem.,,1
381,383,63320_198412_383,"And in the supreme issue of world peace, we will not be daunted or deterred by the magnitude of the task ahead.",,1
382,384,63320_198412_384,Since the U.S. Presidential elections I have confirmed to the President of the United Slates the view I have urged ever since our first meeting - that a fresh start can be made on East/West relationships and specifically that a new dialogue should begin as a basis for concrete measures to reduce the threat of nuclear war.,,1
383,385,63320_198412_385,I have been encouraged by President Reagan' s own views along these lines and have expressed to President Chernenko our deep hope that the Soviet Union will respond positively.,,1
384,386,63320_198412_386,"In particular, I urged upon the Soviet leader our view that we saw an early meeting between himself and President Reagan as being of immense value in the search for positive steps to reduce the threat or nuclear war.",,1
385,387,63320_198412_387,"Our efforts to create a better and safer world extend beyond arms control and disarmament to helping the poorer countries of the world as they struggle to raise their standards of living, and to fight poverty and famine.",,1
386,388,63320_198412_388,"The Government's accelerated efforts in response to the worsening famine in Ethiopia, with magnificent support from the Australian community and splendid co-operation from private aid organisations has been indicative of our concern.",,6
387,389,63320_198412_389,It is gratifying to read reports that Australian grain has arrived in Ethiopia in recent days and is on its way to the starving.,,1
388,390,63320_198412_390,The Government substantially increased Australia's aid vote during our first term.,,1
389,391,63320_198412_391,"Now we will be working to ensure that our development funds are used as effectively as possible to achieve these objectives, in line with the recommendation of the Jackson Committee.",,1
390,392,63320_198412_392,"My fellow Australians,  The high standing and reputation, the new respect in which Australia is held around the world, has not been the work of your Government alone.",,1
391,393,63320_198412_393,"It is true that since the fifth of March 1983, my colleagues and I have worked unstintingly to carry out the undertakings we gave on behalf of the Australian Labor Party of the Australian for a program of national reconciliation, national recovery, and national reconstruction.",,7
392,394,63320_198412_394,"No Government in Australia's history has a prouder record of the faithful fulfilment of its mandate, despite inherited difficulties of almost unprecedented magnitude.",,1
393,395,63320_198412_395,"And I am proud indeed to be the leader of a team with such a record of achievement, with such recognised talent.",,1
394,396,63320_198412_396,"But it is also our own achievement, because the world has seen once more, as it saw in the crisis of war forty years ago, what Australians can achieve together, if they can be brought together to work in a common effort for common goals.",,1
395,397,63320_198412_397,"The new world-wide confidence in Australia and its future in the great and growing region to which we belong, is itself a reflection of our new self confidence, our confidence in ourselves and in our own future.",,1
396,398,63320_198412_398,The new respect for Australia reflects our new self respect.,,1
397,399,63320_198412_399,"It is on the basis of that confidence in ourselves that we now have an unparalleled opportunity to build an even better, fairer Australia.",,2
398,400,63320_198412_400,"Never then was it so important that we should unite to resist and reject those in our midst, whatever their motives, whatever side or interest they purport to represent, who would seek to undermine the very fabric and foundation of our new national self-confidence and national self-respect.",,1
399,401,63320_198412_401,And at the heart of national self-respect lies respect for each other and for the rights of all.,,1
400,402,63320_198412_402,"And that has been the principle behind the great truth that the Australian community has come increasingly to realise that since March 1983 --- the truth that the legitimate aspirations of each group can best be achieved, not by fighting each other, not by contrived conflict, not by setting group against group, Australians against Australians, but by working together, recognising and respecting each other's rights, reasonable expectations and fair aspirations.",,1
401,403,63320_198412_403,"That is the fundamental principle on which we can now work together to build an Australia dedicated to fairness, justice and genuine equality of opportunity for all: so that we can truly say as we approach the third century of this modern nation, that we are building together a nation in which there are no second-class Australians.",,1
402,404,63320_198412_404,"A nation where each of us, irrespective of background, origin, faith, age or sex, will have undiminished title to the proud name of Australian.",,1
403,405,63320_198412_405,"An inalienable entitlement for all to fairness, justice, tolerance, dignity and security.",,1
404,406,63320_198412_406,"A nation in which all can share fairly in the abundance and all the opportunities offered by this grate country of ours, in the great years now within our grasp.",,7
