,oid,Id,sentence,Flag,Context,labels
165,165,63620_198412_165,Assistance to eradicate brucellosis and tuberculosis will be maintained.,0,"Income stabilization will be improved by restoring income equalization deposits, maintaining the full excise tax rebate on diesel fuel used in the industry and continuing the petroleum freight equalization scheme. The wine tax will be abolished.",1
166,166,63620_198412_166,Special assistance will be given to assist sugar producers through their current problems.,0,The wine tax will be abolished. Assistance to eradicate brucellosis and tuberculosis will be maintained.,4
167,167,63620_198412_167,The rural sector will particularly benefit from the Liberal Party's more flexible wages policy.,0,Assistance to eradicate brucellosis and tuberculosis will be maintained. Special assistance will be given to assist sugar producers through their current problems.,4
168,168,63620_198412_168,"Even in bad years, Labor's wages policy forces primary producers to carry the same increase in wages as other sectors of the economy.",1,Special assistance will be given to assist sugar producers through their current problems. The rural sector will particularly benefit from the Liberal Party's more flexible wages policy.,1
169,169,63620_198412_169,The result is lower investment and a loss of the competitive edge built up by the Australian rural sector.,1,"The rural sector will particularly benefit from the Liberal Party's more flexible wages policy. Even in bad years, Labor's wages policy forces primary producers to carry the same increase in wages as other sectors of the economy.",1
170,170,63620_198412_170,Primary producers are particularly hard hit by Labor's assets test which clearly discriminates against the rural community.,1,"Even in bad years, Labor's wages policy forces primary producers to carry the same increase in wages as other sectors of the economy. The result is lower investment and a loss of the competitive edge built up by the Australian rural sector.",1
171,171,63620_198412_171,We will abolish Labor's assets test.,0,The result is lower investment and a loss of the competitive edge built up by the Australian rural sector. Primary producers are particularly hard hit by Labor's assets test which clearly discriminates against the rural community.,1
172,172,63620_198412_172,"The rural sector would also be hit hard by proposals for re-introduction of Federal death duties, which could destroy the family farm.",1,Primary producers are particularly hard hit by Labor's assets test which clearly discriminates against the rural community. We will abolish Labor's assets test.,1
173,173,63620_198412_173,We will not introduce death duties.,0,"We will abolish Labor's assets test. The rural sector would also be hit hard by proposals for re-introduction of Federal death duties, which could destroy the family farm.",5
174,174,63620_198412_174,"Nor would we introduce a new capital gains tax, which again would discriminate against primary producers.",0,"The rural sector would also be hit hard by proposals for re-introduction of Federal death duties, which could destroy the family farm. We will not introduce death duties.",1
175,175,63620_198412_175,"As the current Primary Industry Minister, Mr. Kerin, said on 1 December, 1983: ""I think it'd be fair to say in the ALP generally there isn't a strong appreciation of the life and values of people in the rural communities in Australia.""",1,"We will not introduce death duties. Nor would we introduce a new capital gains tax, which again would discriminate against primary producers.",1
176,176,63620_198412_176,Labor's tax proposals support Mr. Kerin's views.,1,"Nor would we introduce a new capital gains tax, which again would discriminate against primary producers. As the current Primary Industry Minister, Mr. Kerin, said on 1 December, 1983: ""I think it'd be fair to say in the ALP generally there isn't a strong appreciation of the life and values of people in the rural communities in Australia.""",1
177,177,63620_198412_177,SMALL BUSINESS.,1,"As the current Primary Industry Minister, Mr. Kerin, said on 1 December, 1983: ""I think it'd be fair to say in the ALP generally there isn't a strong appreciation of the life and values of people in the rural communities in Australia."" Labor's tax proposals support Mr. Kerin's views.",1
178,178,63620_198412_178,"Small businesses are the backbone of the economy - and the keys to investment, growth and jobs.",1,Labor's tax proposals support Mr. Kerin's views. SMALL BUSINESS.,1
179,179,63620_198412_179,"Their success depends upon a growing economy, lower inflation, lower interest rates, and a more flexible approach to wages.",1,"SMALL BUSINESS. Small businesses are the backbone of the economy - and the keys to investment, growth and jobs.",1
180,180,63620_198412_180,Our overall economic policies are directed toward achieving these aims.,0,"Small businesses are the backbone of the economy - and the keys to investment, growth and jobs. Their success depends upon a growing economy, lower inflation, lower interest rates, and a more flexible approach to wages.",1
181,181,63620_198412_181,We will reduce the rate of company tax for smaller incorporated businesses.,0,"Their success depends upon a growing economy, lower inflation, lower interest rates, and a more flexible approach to wages. Our overall economic policies are directed toward achieving these aims.",1
182,182,63620_198412_182,We have set aside almost $25 million in our first Budget for that tax reduction.,0,Our overall economic policies are directed toward achieving these aims. We will reduce the rate of company tax for smaller incorporated businesses.,7
183,183,63620_198412_183,"Access to information for small business will be improved including the introduction of a national small business ""hot line"".",0,We will reduce the rate of company tax for smaller incorporated businesses. We have set aside almost $25 million in our first Budget for that tax reduction.,1
184,184,63620_198412_184,These are only a few of the wide range of initiatives included in our Small Business policy.,0,"We have set aside almost $25 million in our first Budget for that tax reduction. Access to information for small business will be improved including the introduction of a national small business ""hot line"".",1
185,185,63620_198412_185,"As stated earlier, we remain opposed to Labor's plans to repeal the secondary boycott provisions in the Trade Practices Act.",0,"Access to information for small business will be improved including the introduction of a national small business ""hot line"". These are only a few of the wide range of initiatives included in our Small Business policy.",1
186,186,63620_198412_186,"The reality is that it is the 700,000 or more small businesses in Australia which will give this country the best chance of solving our unemployment problem.",1,"These are only a few of the wide range of initiatives included in our Small Business policy. As stated earlier, we remain opposed to Labor's plans to repeal the secondary boycott provisions in the Trade Practices Act.",1
187,187,63620_198412_187,Anything which needlessly threatens investment and effort in small business should not be considered.,0,"As stated earlier, we remain opposed to Labor's plans to repeal the secondary boycott provisions in the Trade Practices Act. The reality is that it is the 700,000 or more small businesses in Australia which will give this country the best chance of solving our unemployment problem.",1
188,188,63620_198412_188,Labor's apparent plans for a capital gains tax are a threat to small business.,1,"The reality is that it is the 700,000 or more small businesses in Australia which will give this country the best chance of solving our unemployment problem. Anything which needlessly threatens investment and effort in small business should not be considered.",1
189,189,63620_198412_189,There is concrete evidence front the United States that a capital gains tax has a major impact on investment in small and medium size companies.,1,Anything which needlessly threatens investment and effort in small business should not be considered. Labor's apparent plans for a capital gains tax are a threat to small business.,1
190,190,63620_198412_190,These are some of the reasons why the Liberal Party remains adamantly opposed to a new capital gains tax in Australia.,0,Labor's apparent plans for a capital gains tax are a threat to small business. There is concrete evidence front the United States that a capital gains tax has a major impact on investment in small and medium size companies.,1
191,191,63620_198412_191,TOURISM.,1,There is concrete evidence front the United States that a capital gains tax has a major impact on investment in small and medium size companies. These are some of the reasons why the Liberal Party remains adamantly opposed to a new capital gains tax in Australia.,1
192,192,63620_198412_192,Tourism is Australia's fastest growing industry.,1,These are some of the reasons why the Liberal Party remains adamantly opposed to a new capital gains tax in Australia. TOURISM.,1
193,193,63620_198412_193,"It is employment intensive; and provides substantial job opportunities for many of the community groups who currently have a high level of unemployment (e.g.youth, migrants).",1,TOURISM. Tourism is Australia's fastest growing industry.,1
194,194,63620_198412_194,"Industry studios have forecast that 125,000 new jobs could be created by 1990.",1,"Tourism is Australia's fastest growing industry. It is employment intensive; and provides substantial job opportunities for many of the community groups who currently have a high level of unemployment (e.g.youth, migrants).",1
195,195,63620_198412_195,Our industrial relations policy which provides for greater flexibility will assist this growth and job creation potential.,0,"It is employment intensive; and provides substantial job opportunities for many of the community groups who currently have a high level of unemployment (e.g.youth, migrants). Industry studios have forecast that 125,000 new jobs could be created by 1990.",1
196,196,63620_198412_196,"For example, award conditions can vary according to the needs of a particular region, location or part of the industry.",0,"Industry studios have forecast that 125,000 new jobs could be created by 1990. Our industrial relations policy which provides for greater flexibility will assist this growth and job creation potential.",1
197,197,63620_198412_197,"Again, our policy proposes that the working of standard hours at weekends or evenings should not attract overtime or penalty rates.",0,"Our industrial relations policy which provides for greater flexibility will assist this growth and job creation potential. For example, award conditions can vary according to the needs of a particular region, location or part of the industry.",1
198,198,63620_198412_198,"The Coalition's policy document on tourism contains a wide range of other initiatives, including tourist discount air tares, education and training, and encouraging the industry to develop combined rail/bus/airline packages.",0,"For example, award conditions can vary according to the needs of a particular region, location or part of the industry. Again, our policy proposes that the working of standard hours at weekends or evenings should not attract overtime or penalty rates.",3
199,199,63620_198412_199,We would also work with the States and travel industry to promote the concept of specific package deal holidays for the Australian motoring public.,0,"Again, our policy proposes that the working of standard hours at weekends or evenings should not attract overtime or penalty rates. The Coalition's policy document on tourism contains a wide range of other initiatives, including tourist discount air tares, education and training, and encouraging the industry to develop combined rail/bus/airline packages.",1
200,200,63620_198412_200,GOAL TWO: Encouraging Families.,0,"The Coalition's policy document on tourism contains a wide range of other initiatives, including tourist discount air tares, education and training, and encouraging the industry to develop combined rail/bus/airline packages. We would also work with the States and travel industry to promote the concept of specific package deal holidays for the Australian motoring public.",1
201,201,63620_198412_201,SUPPORTING THE FAMILY.,1,We would also work with the States and travel industry to promote the concept of specific package deal holidays for the Australian motoring public. GOAL TWO: Encouraging Families.,1
202,202,63620_198412_202,Effective support for family life and bringing up children is essential to Australia's future.,1,GOAL TWO: Encouraging Families. SUPPORTING THE FAMILY.,1
203,203,63620_198412_203,We are proud of the record of Liberal Governments in encouraging families.,1,SUPPORTING THE FAMILY. Effective support for family life and bringing up children is essential to Australia's future.,1
204,204,63620_198412_204,The new Liberal Government will build upon that record and make up for me deterioration which has occurred under Labor.,0,Effective support for family life and bringing up children is essential to Australia's future. We are proud of the record of Liberal Governments in encouraging families.,1
205,205,63620_198412_205,The family is not a static institution.,1,We are proud of the record of Liberal Governments in encouraging families. The new Liberal Government will build upon that record and make up for me deterioration which has occurred under Labor.,1
206,206,63620_198412_206,It has gradually changed over time.,1,The new Liberal Government will build upon that record and make up for me deterioration which has occurred under Labor. The family is not a static institution.,1
207,207,63620_198412_207,"It is our duty to address change in family life while encouraging its strong, enduring features: • the desire for a family home.",0,The family is not a static institution. It has gradually changed over time.,1
208,208,63620_198412_208,• help in creating a decent community environment.,0,"It has gradually changed over time. It is our duty to address change in family life while encouraging its strong, enduring features: • the desire for a family home.",1
209,209,63620_198412_209,• practical assistance to family budgets.,0,"It is our duty to address change in family life while encouraging its strong, enduring features: • the desire for a family home. • help in creating a decent community environment.",1
210,210,63620_198412_210,"• and the provision of services, like education, to ensure that children have every opportunity.",0,• help in creating a decent community environment. • practical assistance to family budgets.,1
211,211,63620_198412_211,HOME OWNERSHIP.,1,"• practical assistance to family budgets. • and the provision of services, like education, to ensure that children have every opportunity.",1
212,212,63620_198412_212,Under previous Liberal Governments home ownership in Australia rosé to nearly 70 per cent - the highest in the world.,1,"• and the provision of services, like education, to ensure that children have every opportunity. HOME OWNERSHIP.",1
213,213,63620_198412_213,Our aim is to maintain and extend that level of home ownership.,0,HOME OWNERSHIP. Under previous Liberal Governments home ownership in Australia rosé to nearly 70 per cent - the highest in the world.,1
214,214,63620_198412_214,Crucial to this task is making housing finance more accessible.,0,Under previous Liberal Governments home ownership in Australia rosé to nearly 70 per cent - the highest in the world. Our aim is to maintain and extend that level of home ownership.,1
215,215,63620_198412_215,"As such, further deregulation of our financial market will play a vital role.",0,Our aim is to maintain and extend that level of home ownership. Crucial to this task is making housing finance more accessible.,1
216,216,63620_198412_216,We acknowledge that the Commonwealth Government has a special responsibility to cooperate with State Governments to assist the disadvantaged in obtaining adequate housing.,0,"Crucial to this task is making housing finance more accessible. As such, further deregulation of our financial market will play a vital role.",1
217,217,63620_198412_217,"Our basic objectives include encouraging and helping home ownership across the widest possible range of income groups, while concentrating Commonwealth assistance in areas of greatest need.",0,"As such, further deregulation of our financial market will play a vital role. We acknowledge that the Commonwealth Government has a special responsibility to cooperate with State Governments to assist the disadvantaged in obtaining adequate housing.",1
218,218,63620_198412_218,We will retain the First Home Owners Assistance Scheme (F.H.O.S.) and home seekers eligible to receive benefits under this scheme can be safe in the knowledge that we will honor their entitlements to payments for the full 5-year benefit.,0,"We acknowledge that the Commonwealth Government has a special responsibility to cooperate with State Governments to assist the disadvantaged in obtaining adequate housing. Our basic objectives include encouraging and helping home ownership across the widest possible range of income groups, while concentrating Commonwealth assistance in areas of greatest need.",1
219,219,63620_198412_219,"To widen opportunities for first home buyers to buy their own home, we will encourage financial institutions to increase the availability of innovative and flexible loan repayment schedules.",0,"Our basic objectives include encouraging and helping home ownership across the widest possible range of income groups, while concentrating Commonwealth assistance in areas of greatest need. We will retain the First Home Owners Assistance Scheme (F.H.O.S.) and home seekers eligible to receive benefits under this scheme can be safe in the knowledge that we will honor their entitlements to payments for the full 5-year benefit.",1
220,220,63620_198412_220,"However, the most practical way to help the maximum number of Australians with homes is by responsible economic policies.",0,"We will retain the First Home Owners Assistance Scheme (F.H.O.S.) and home seekers eligible to receive benefits under this scheme can be safe in the knowledge that we will honor their entitlements to payments for the full 5-year benefit. To widen opportunities for first home buyers to buy their own home, we will encourage financial institutions to increase the availability of innovative and flexible loan repayment schedules.",1
221,221,63620_198412_221,Current real interest rates in Australia are higher than in all the major OECD countries.,1,"To widen opportunities for first home buyers to buy their own home, we will encourage financial institutions to increase the availability of innovative and flexible loan repayment schedules. However, the most practical way to help the maximum number of Australians with homes is by responsible economic policies.",1
222,222,63620_198412_222,This is due solely to Labor's big spending programs and in the end will provide the biggest barrier to expanded home ownership.,1,"However, the most practical way to help the maximum number of Australians with homes is by responsible economic policies. Current real interest rates in Australia are higher than in all the major OECD countries.",1
223,223,63620_198412_223,FAMILY TAX RELIEF.,1,Current real interest rates in Australia are higher than in all the major OECD countries. This is due solely to Labor's big spending programs and in the end will provide the biggest barrier to expanded home ownership.,1
224,224,63620_198412_224,Families have been particularly hard hit by Labor.,1,This is due solely to Labor's big spending programs and in the end will provide the biggest barrier to expanded home ownership. FAMILY TAX RELIEF.,1
225,225,63620_198412_225,There are additional expenses involved in raising children and families with children have a reduced capacity to pay tax.,1,FAMILY TAX RELIEF. Families have been particularly hard hit by Labor.,1
226,226,63620_198412_226,"Previous Liberal Governments increased the value of the spouse rebate and introduced family allowances, but under Labor, families with dependent children are worse off in comparison with other taxpayers.",1,Families have been particularly hard hit by Labor. There are additional expenses involved in raising children and families with children have a reduced capacity to pay tax.,1
227,227,63620_198412_227,"So the next Liberal Government will give top priority to income tax justice and relief for families with children, including arrangements to give families a genuine choice of whether or not both partners will work.",0,"There are additional expenses involved in raising children and families with children have a reduced capacity to pay tax. Previous Liberal Governments increased the value of the spouse rebate and introduced family allowances, but under Labor, families with dependent children are worse off in comparison with other taxpayers.",1
228,228,63620_198412_228,In our first budget our family tax relief will give couples with dependent children the choice for tax purposes of splitting their total income up to a set limit.,0,"Previous Liberal Governments increased the value of the spouse rebate and introduced family allowances, but under Labor, families with dependent children are worse off in comparison with other taxpayers. So the next Liberal Government will give top priority to income tax justice and relief for families with children, including arrangements to give families a genuine choice of whether or not both partners will work.",1
229,229,63620_198412_229,Each partner will then be taxed as if they had received half of a specified amount of the total income.,0,"So the next Liberal Government will give top priority to income tax justice and relief for families with children, including arrangements to give families a genuine choice of whether or not both partners will work. In our first budget our family tax relief will give couples with dependent children the choice for tax purposes of splitting their total income up to a set limit.",1
230,230,63620_198412_230,In other words we will treat the family as a team in which both partners are recognized as making a contribution to the team effort.,0,In our first budget our family tax relief will give couples with dependent children the choice for tax purposes of splitting their total income up to a set limit. Each partner will then be taxed as if they had received half of a specified amount of the total income.,1
231,231,63620_198412_231,"It would be irresponsible to promise too much immediately, given Australia's present budgetary position.",0,Each partner will then be taxed as if they had received half of a specified amount of the total income. In other words we will treat the family as a team in which both partners are recognized as making a contribution to the team effort.,1
232,232,63620_198412_232,But we will make a start in our first budget.,0,"In other words we will treat the family as a team in which both partners are recognized as making a contribution to the team effort. It would be irresponsible to promise too much immediately, given Australia's present budgetary position.",1
233,233,63620_198412_233,There would be a limit to the level of aggregate income that could be dealt with in this way.,0,"It would be irresponsible to promise too much immediately, given Australia's present budgetary position. But we will make a start in our first budget.",1
234,234,63620_198412_234,One example is where one parent works and earns $18.500 per annum and his wife has no income.,0,But we will make a start in our first budget. There would be a limit to the level of aggregate income that could be dealt with in this way.,1
235,235,63620_198412_235,"If $18,500 is in fact the limit then they will be assessed for tax purposes as if each had received $9,250 per year.",0,There would be a limit to the level of aggregate income that could be dealt with in this way. One example is where one parent works and earns $18.500 per annum and his wife has no income.,1
236,236,63620_198412_236,The benefit available at that income level would also be the maximum benefit available for higher incomes.,0,"One example is where one parent works and earns $18.500 per annum and his wife has no income. If $18,500 is in fact the limit then they will be assessed for tax purposes as if each had received $9,250 per year.",1
237,237,63620_198412_237,This inclusion of a limit contrasts with the previous income splitting proposal by Mr. Hawke and the ACTU under which the higher the income- the higher the tax cut.,1,"If $18,500 is in fact the limit then they will be assessed for tax purposes as if each had received $9,250 per year. The benefit available at that income level would also be the maximum benefit available for higher incomes.",1
238,238,63620_198412_238,The Coalition family tax relief will make it easier for parents who choose not to work to stay at home.,0,The benefit available at that income level would also be the maximum benefit available for higher incomes. This inclusion of a limit contrasts with the previous income splitting proposal by Mr. Hawke and the ACTU under which the higher the income- the higher the tax cut.,1
239,239,63620_198412_239,The pressure on parents to enter the workforce regardless of their personal wishes will be reduced.,0,This inclusion of a limit contrasts with the previous income splitting proposal by Mr. Hawke and the ACTU under which the higher the income- the higher the tax cut. The Coalition family tax relief will make it easier for parents who choose not to work to stay at home.,1
240,240,63620_198412_240,The income-splitting scheme also has the following advantages.,0,The Coalition family tax relief will make it easier for parents who choose not to work to stay at home. The pressure on parents to enter the workforce regardless of their personal wishes will be reduced.,1
241,241,63620_198412_241,"• It reduces the impact of tax creep, particularly in the 46 cent bracket, around which the large majority of one-income families are concentrated.",0,The pressure on parents to enter the workforce regardless of their personal wishes will be reduced. The income-splitting scheme also has the following advantages.,1
242,242,63620_198412_242,• It restores equity for mostly PAYEE wage earners with workers who already have access to splitting.,0,"The income-splitting scheme also has the following advantages. • It reduces the impact of tax creep, particularly in the 46 cent bracket, around which the large majority of one-income families are concentrated.",1
243,243,63620_198412_243,CHILD CARE REBATE.,1,"• It reduces the impact of tax creep, particularly in the 46 cent bracket, around which the large majority of one-income families are concentrated. • It restores equity for mostly PAYEE wage earners with workers who already have access to splitting.",1
244,244,63620_198412_244,"In many Australian families both parents choose to work, either full or part-time.",1,• It restores equity for mostly PAYEE wage earners with workers who already have access to splitting. CHILD CARE REBATE.,1
245,245,63620_198412_245,Many parents - especially those who are sole sup-porting parents - have no choice.,1,"CHILD CARE REBATE. In many Australian families both parents choose to work, either full or part-time.",1
246,246,63620_198412_246,"We recognize that going to work, and at the same time having to pay for child-care, adds to the financial burden of many parents.",1,"In many Australian families both parents choose to work, either full or part-time. Many parents - especially those who are sole sup-porting parents - have no choice.",1
247,247,63620_198412_247,So the next Liberal Government will progressively introduce a child care tax rebate for families where both parents are employed for at least part of the time or for part of the year.,0,"Many parents - especially those who are sole sup-porting parents - have no choice. We recognize that going to work, and at the same time having to pay for child-care, adds to the financial burden of many parents.",1
248,248,63620_198412_248,Married couples where one parent is employed and the other is invalid would be eligible.,0,"We recognize that going to work, and at the same time having to pay for child-care, adds to the financial burden of many parents. So the next Liberal Government will progressively introduce a child care tax rebate for families where both parents are employed for at least part of the time or for part of the year.",1
249,249,63620_198412_249,The rebate would be given to single parents where they are employed at least part-time.,0,So the next Liberal Government will progressively introduce a child care tax rebate for families where both parents are employed for at least part of the time or for part of the year. Married couples where one parent is employed and the other is invalid would be eligible.,1
250,250,63620_198412_250,"We will ensure, through a combination of adjustments to the sole parent rebate, and the operation of the child care rebate, that sole parents receive an adequate benefit.",0,Married couples where one parent is employed and the other is invalid would be eligible. The rebate would be given to single parents where they are employed at least part-time.,3
251,251,63620_198412_251,The Liberal Child Care Plan will bring Australian taxation into line with the realities of modem family life.,0,"The rebate would be given to single parents where they are employed at least part-time. We will ensure, through a combination of adjustments to the sole parent rebate, and the operation of the child care rebate, that sole parents receive an adequate benefit.",1
252,252,63620_198412_252,It is an initiative which makes a practical contribution to strengthening the family: gives direct help to the single-parent family and improves flexibility and choice for people to select their own life style.,0,"We will ensure, through a combination of adjustments to the sole parent rebate, and the operation of the child care rebate, that sole parents receive an adequate benefit. The Liberal Child Care Plan will bring Australian taxation into line with the realities of modem family life.",1
253,253,63620_198412_253,EDUCATION.,1,The Liberal Child Care Plan will bring Australian taxation into line with the realities of modem family life. It is an initiative which makes a practical contribution to strengthening the family: gives direct help to the single-parent family and improves flexibility and choice for people to select their own life style.,1
254,254,63620_198412_254,A sound education is the first step towards obtaining a job and a rewarding life.,1,It is an initiative which makes a practical contribution to strengthening the family: gives direct help to the single-parent family and improves flexibility and choice for people to select their own life style. EDUCATION.,1
255,255,63620_198412_255,"We will restore fairness, opportunity, choice and excellence to the schools System.",0,EDUCATION. A sound education is the first step towards obtaining a job and a rewarding life.,1
256,256,63620_198412_256,"The Labor party is still obsessed with the structure of the schools system, paying too lit-tie regard to the quality of education.",1,"A sound education is the first step towards obtaining a job and a rewarding life. We will restore fairness, opportunity, choice and excellence to the schools System.",1
257,257,63620_198412_257,As a result we have a system which in the view of many parents and teachers all too often fails to provide pupils with even the basic tools of literacy and numeracy.,1,"We will restore fairness, opportunity, choice and excellence to the schools System. The Labor party is still obsessed with the structure of the schools system, paying too lit-tie regard to the quality of education.",1
258,258,63620_198412_258,We must restore to every child the chance to progress as far as his or her abilities 'allow.,0,"The Labor party is still obsessed with the structure of the schools system, paying too lit-tie regard to the quality of education. As a result we have a system which in the view of many parents and teachers all too often fails to provide pupils with even the basic tools of literacy and numeracy.",1
259,259,63620_198412_259,"So we will introduce a nation-wide ""Basic Competencies Program"" designed to improve standards of literacy and numeracy and try to ensure nobody leaves school without the 3Rs.",0,As a result we have a system which in the view of many parents and teachers all too often fails to provide pupils with even the basic tools of literacy and numeracy. We must restore to every child the chance to progress as far as his or her abilities 'allow.,6
260,260,63620_198412_260,We will halt Labor policies which are undermining good schools.,0,"We must restore to every child the chance to progress as far as his or her abilities 'allow. So we will introduce a nation-wide ""Basic Competencies Program"" designed to improve standards of literacy and numeracy and try to ensure nobody leaves school without the 3Rs.",1
261,261,63620_198412_261,We support the revitalization of the Government schools system and will support a Special Schools Commission program for those with a variety of special needs.,0,"So we will introduce a nation-wide ""Basic Competencies Program"" designed to improve standards of literacy and numeracy and try to ensure nobody leaves school without the 3Rs. We will halt Labor policies which are undermining good schools.",1
262,262,63620_198412_262,We will re-establish the basic grant for all non-government schools with a percentage link between government school standard costs and grants for non-government schools so that genuine choice is restored.,0,We will halt Labor policies which are undermining good schools. We support the revitalization of the Government schools system and will support a Special Schools Commission program for those with a variety of special needs.,6
263,263,63620_198412_263,There will be further assistance to needy non-government schools through additional assistance of up to an extra 21% of government school standard cost.,0,We support the revitalization of the Government schools system and will support a Special Schools Commission program for those with a variety of special needs. We will re-establish the basic grant for all non-government schools with a percentage link between government school standard costs and grants for non-government schools so that genuine choice is restored.,1
264,264,63620_198412_264,Restoring parents' rights of choice will also help raise standards by giving them greater influence over the education their children receive.,0,We will re-establish the basic grant for all non-government schools with a percentage link between government school standard costs and grants for non-government schools so that genuine choice is restored. There will be further assistance to needy non-government schools through additional assistance of up to an extra 21% of government school standard cost.,1
265,265,63620_198412_265,"Throughout the education system, we are committed to excellence and equality of opportunity.",0,There will be further assistance to needy non-government schools through additional assistance of up to an extra 21% of government school standard cost. Restoring parents' rights of choice will also help raise standards by giving them greater influence over the education their children receive.,1
266,266,63620_198412_266,"We are vigorously opposed to Labor's ""equality of outcome"" which really means ""leveling down"" and producing children who are ail much the same.",0,"Restoring parents' rights of choice will also help raise standards by giving them greater influence over the education their children receive. Throughout the education system, we are committed to excellence and equality of opportunity.",1
267,267,63620_198412_267,"Through a range of programs, we will provide equality of opportunity and encourage the development of different talents and levels of ability.",0,"Throughout the education system, we are committed to excellence and equality of opportunity. We are vigorously opposed to Labor's ""equality of outcome"" which really means ""leveling down"" and producing children who are ail much the same.",1
268,268,63620_198412_268,We will encourage a diversification of the senior school curriculum to allow students to acquire desired and valued skills.,0,"We are vigorously opposed to Labor's ""equality of outcome"" which really means ""leveling down"" and producing children who are ail much the same. Through a range of programs, we will provide equality of opportunity and encourage the development of different talents and levels of ability.",1
269,269,63620_198412_269,We will introduce an expanded program for computer education in schools to equip young Australians with the technological skills they need.,0,"Through a range of programs, we will provide equality of opportunity and encourage the development of different talents and levels of ability. We will encourage a diversification of the senior school curriculum to allow students to acquire desired and valued skills.",1
270,270,63620_198412_270,We will retain the Centers of Excellence program in Universities.,0,We will encourage a diversification of the senior school curriculum to allow students to acquire desired and valued skills. We will introduce an expanded program for computer education in schools to equip young Australians with the technological skills they need.,1
271,271,63620_198412_271,Greater access for the thousands of Australians who want further education will be provided through an Open University.,0,We will introduce an expanded program for computer education in schools to equip young Australians with the technological skills they need. We will retain the Centers of Excellence program in Universities.,1
272,272,63620_198412_272,"This will particularly assist those people who, because of family, work, health, location or travel commitments, cannot attend tertiary institutions.",0,We will retain the Centers of Excellence program in Universities. Greater access for the thousands of Australians who want further education will be provided through an Open University.,1
273,273,63620_198412_273,"To encourage young Australians who want to continue their education, we will increase TEAS to narrow the gap between it and the unemployment benefit.",0,"Greater access for the thousands of Australians who want further education will be provided through an Open University. This will particularly assist those people who, because of family, work, health, location or travel commitments, cannot attend tertiary institutions.",1
274,274,63620_198412_274,FIGHTING CRIME.,1,"This will particularly assist those people who, because of family, work, health, location or travel commitments, cannot attend tertiary institutions. To encourage young Australians who want to continue their education, we will increase TEAS to narrow the gap between it and the unemployment benefit.",1
275,275,63620_198412_275,Australia is one of the best places in the world in which to bring up children.,1,"To encourage young Australians who want to continue their education, we will increase TEAS to narrow the gap between it and the unemployment benefit. FIGHTING CRIME.",1
276,276,63620_198412_276,"But we must be careful to maintain the standards the community expects and wants, We must give children and young people every chance to grow up in the best possible environment.",0,FIGHTING CRIME. Australia is one of the best places in the world in which to bring up children.,1
277,277,63620_198412_277,That is the responsibility of parents as well as Government.,0,"Australia is one of the best places in the world in which to bring up children. But we must be careful to maintain the standards the community expects and wants, We must give children and young people every chance to grow up in the best possible environment.",1
278,278,63620_198412_278,The approach of Labor to these problems has been inadequate.,1,"But we must be careful to maintain the standards the community expects and wants, We must give children and young people every chance to grow up in the best possible environment. That is the responsibility of parents as well as Government.",1
279,279,63620_198412_279,The Costigan Commission was prematurely terminated despite the pleas of Commissioner Costigan.,1,That is the responsibility of parents as well as Government. The approach of Labor to these problems has been inadequate.,1
280,280,63620_198412_280,A National Crime Authority has been set up which is not strong enough and is potentially subject to political veto and interference.,1,The approach of Labor to these problems has been inadequate. The Costigan Commission was prematurely terminated despite the pleas of Commissioner Costigan.,1
281,281,63620_198412_281,And the Labor Government was clearly reluctant to undertake any serious inquiry into video pornography.,1,The Costigan Commission was prematurely terminated despite the pleas of Commissioner Costigan. A National Crime Authority has been set up which is not strong enough and is potentially subject to political veto and interference.,1
282,282,63620_198412_282,"In the meantime, the war on heroin and other addictive drugs is becoming more and more difficult.",1,A National Crime Authority has been set up which is not strong enough and is potentially subject to political veto and interference. And the Labor Government was clearly reluctant to undertake any serious inquiry into video pornography.,1
283,283,63620_198412_283,Extreme forms of pornography will have no place in our society.,0,"And the Labor Government was clearly reluctant to undertake any serious inquiry into video pornography. In the meantime, the war on heroin and other addictive drugs is becoming more and more difficult.",1
284,284,63620_198412_284,A meaningful inquiry into pornography and the pornography trade will be conducted and appropriate action taken.,0,"In the meantime, the war on heroin and other addictive drugs is becoming more and more difficult. Extreme forms of pornography will have no place in our society.",1
285,285,63620_198412_285,A Liberal Government will crack down hard on drugs.,0,Extreme forms of pornography will have no place in our society. A meaningful inquiry into pornography and the pornography trade will be conducted and appropriate action taken.,1
286,286,63620_198412_286,There will be no mercy given to organized crime.,0,A meaningful inquiry into pornography and the pornography trade will be conducted and appropriate action taken. A Liberal Government will crack down hard on drugs.,1
287,287,63620_198412_287,"As part of the fight against drugs, we will establish a special surveillance command within the Australian Defense Force situated in northern Australia.",0,A Liberal Government will crack down hard on drugs. There will be no mercy given to organized crime.,1
288,288,63620_198412_288,All the necessary resources of State and Federal governments could be coordinated under this command.,0,"There will be no mercy given to organized crime. As part of the fight against drugs, we will establish a special surveillance command within the Australian Defense Force situated in northern Australia.",1
289,289,63620_198412_289,GOAL THREE: Retirement Security.,0,"As part of the fight against drugs, we will establish a special surveillance command within the Australian Defense Force situated in northern Australia. All the necessary resources of State and Federal governments could be coordinated under this command.",1
