,oid,Id,sentence,Flag,Context,labels
127,127,63620_201309_127,we need to reduce Australia's sovereign risk profile and restore Australia's competitive reputation overseas;,,"Small business start-ups have dropped by a staggering 95 per cent. we need to improve productivity, competitiveness and growth;",7
128,128,63620_201309_128,"we need to address Australia's growing workplace militancy, flexibility and productivity challenges;",,"we need to improve productivity, competitiveness and growth; we need to reduce Australia's sovereign risk profile and restore Australia's competitive reputation overseas;",3
129,129,63620_201309_129,we need to scrap unnecessary taxes like the carbon tax that reduce our comparative advantages;,,"we need to reduce Australia's sovereign risk profile and restore Australia's competitive reputation overseas; we need to address Australia's growing workplace militancy, flexibility and productivity challenges;",1
130,130,63620_201309_130,"we need to scrap a mining tax that discourages investment by imposing very high effective tax rates on risky projects, while collecting little revenue ñ particularly after reimbursing the States for their mining royalties;",,"we need to address Australia's growing workplace militancy, flexibility and productivity challenges; we need to scrap unnecessary taxes like the carbon tax that reduce our comparative advantages;",3
131,131,63620_201309_131,"we need to streamline environmental approvals ñ and stop the delays, complexities and uncertainties imposed by the Commonwealth and States;",,"we need to scrap unnecessary taxes like the carbon tax that reduce our comparative advantages; we need to scrap a mining tax that discourages investment by imposing very high effective tax rates on risky projects, while collecting little revenue ñ particularly after reimbursing the States for their mining royalties;",1
132,132,63620_201309_132,The number going bankrupt has increased by 48 per cent.,1.0,"we need to scrap a mining tax that discourages investment by imposing very high effective tax rates on risky projects, while collecting little revenue ñ particularly after reimbursing the States for their mining royalties; we need to streamline environmental approvals ñ and stop the delays, complexities and uncertainties imposed by the Commonwealth and States;",1
133,133,63620_201309_133,Small business insolvencies instigated by the Australian Taxation Office are up 46 per cent on previous years.,1.0,"we need to streamline environmental approvals ñ and stop the delays, complexities and uncertainties imposed by the Commonwealth and States; The number going bankrupt has increased by 48 per cent.",1
134,134,63620_201309_134,Australia needs to restore responsible economic management.,,The number going bankrupt has increased by 48 per cent. Small business insolvencies instigated by the Australian Taxation Office are up 46 per cent on previous years.,1
135,135,63620_201309_135,"It is imperative that Australia restores responsible economic management, adopts a strong economic plan and changes the direction of its structural Budget as quickly as possible to get back on the path to building real prosperity, not false prosperity.",,Small business insolvencies instigated by the Australian Taxation Office are up 46 per cent on previous years. Australia needs to restore responsible economic management.,1
136,136,63620_201309_136,Unfortunately Labor has no economic plan ñ instead it thinks the answer to every problem is more spending and more taxes.,1.0,"Australia needs to restore responsible economic management. It is imperative that Australia restores responsible economic management, adopts a strong economic plan and changes the direction of its structural Budget as quickly as possible to get back on the path to building real prosperity, not false prosperity.",1
137,137,63620_201309_137,"Australia has been living beyond its means, recklessly spending more than it earns.",1.0,"It is imperative that Australia restores responsible economic management, adopts a strong economic plan and changes the direction of its structural Budget as quickly as possible to get back on the path to building real prosperity, not false prosperity. Unfortunately Labor has no economic plan ñ instead it thinks the answer to every problem is more spending and more taxes.",1
138,138,63620_201309_138,"As a result we are now borrowing more and mortgaging our future, forcing our children to pay for the government's debt of today.",1.0,"Unfortunately Labor has no economic plan ñ instead it thinks the answer to every problem is more spending and more taxes. Australia has been living beyond its means, recklessly spending more than it earns.",1
139,139,63620_201309_139,Australia's current structural Budget position is poor.,1.0,"Australia has been living beyond its means, recklessly spending more than it earns. As a result we are now borrowing more and mortgaging our future, forcing our children to pay for the government's debt of today.",1
140,140,63620_201309_140,Australia is now more vulnerable to economic shocks due to excessive deficits and debt spending.,1.0,"As a result we are now borrowing more and mortgaging our future, forcing our children to pay for the government's debt of today. Australia's current structural Budget position is poor.",1
141,141,63620_201309_141,There is no credible plan to repay debt ñ making Australia more vulnerable to another financial crisis.,1.0,Australia's current structural Budget position is poor. Australia is now more vulnerable to economic shocks due to excessive deficits and debt spending.,1
142,142,63620_201309_142,"Yet Labor is now creating expectations by promising new spending programmes that are not funded, making the structural Budget position even worse.",1.0,Australia is now more vulnerable to economic shocks due to excessive deficits and debt spending. There is no credible plan to repay debt ñ making Australia more vulnerable to another financial crisis.,1
143,143,63620_201309_143,"The Australian Financial Review has identified that under Labor, Australia now has a $120 billion Budget black hole of unfunded policy promises.",1.0,"There is no credible plan to repay debt ñ making Australia more vulnerable to another financial crisis. Yet Labor is now creating expectations by promising new spending programmes that are not funded, making the structural Budget position even worse.",1
144,144,63620_201309_144,"On the matter of the ongoing structural integrity of the Budget ñ Chris Richardson, one of Australia's leading economic forecasters said: ``The Budget remains in trouble"".",1.0,"Yet Labor is now creating expectations by promising new spending programmes that are not funded, making the structural Budget position even worse. The Australian Financial Review has identified that under Labor, Australia now has a $120 billion Budget black hole of unfunded policy promises.",1
145,145,63620_201309_145,There have now been four years of back-to-back Budget deficits at record levels with another deficit in prospect.,1.0,"The Australian Financial Review has identified that under Labor, Australia now has a $120 billion Budget black hole of unfunded policy promises. On the matter of the ongoing structural integrity of the Budget ñ Chris Richardson, one of Australia's leading economic forecasters said: ``The Budget remains in trouble"".",1
146,146,63620_201309_146,Kevin Rudd and Julia Gillard have burned through almost $200 billion worth of excessive Commonwealth government spending.,1.0,"On the matter of the ongoing structural integrity of the Budget ñ Chris Richardson, one of Australia's leading economic forecasters said: ``The Budget remains in trouble"". There have now been four years of back-to-back Budget deficits at record levels with another deficit in prospect.",1
147,147,63620_201309_147,Last year's deficit was initially expected to be $12.3 billion but it turned out to be $43.4 billion ñ a $30+ billion blow-out!,1.0,There have now been four years of back-to-back Budget deficits at record levels with another deficit in prospect. Kevin Rudd and Julia Gillard have burned through almost $200 billion worth of excessive Commonwealth government spending.,1
148,148,63620_201309_148,"Labor has not delivered on its financial promises and has never returned a Budget surplus, only excuses.",1.0,Kevin Rudd and Julia Gillard have burned through almost $200 billion worth of excessive Commonwealth government spending. Last year's deficit was initially expected to be $12.3 billion but it turned out to be $43.4 billion ñ a $30+ billion blow-out!,1
149,149,63620_201309_149,Labor is now raising taxes and using accounting tricks to manipulate Budget outcomes.,1.0,"Last year's deficit was initially expected to be $12.3 billion but it turned out to be $43.4 billion ñ a $30+ billion blow-out! Labor has not delivered on its financial promises and has never returned a Budget surplus, only excuses.",1
150,150,63620_201309_150,And it has still not tackled the problem of the structural position of the Budget.,1.0,"Labor has not delivered on its financial promises and has never returned a Budget surplus, only excuses. Labor is now raising taxes and using accounting tricks to manipulate Budget outcomes.",1
151,151,63620_201309_151,Australia needs to develop a more productive economy.,,Labor is now raising taxes and using accounting tricks to manipulate Budget outcomes. And it has still not tackled the problem of the structural position of the Budget.,1
152,152,63620_201309_152,Spending policies are now overriding productivity enhancing policies.,1.0,And it has still not tackled the problem of the structural position of the Budget. Australia needs to develop a more productive economy.,1
153,153,63620_201309_153,"Unfortunately, like Europe, under Labor Australia remains fixated on the spending side of the economy rather than on the productive side of the economyñthe side that creates greater wealth and prosperity for the nation.",1.0,Australia needs to develop a more productive economy. Spending policies are now overriding productivity enhancing policies.,1
154,154,63620_201309_154,"Since the global financial crisis, Labor has encouraged policies that are arguably the opposite of improving long-run sustainable growth in national output ñthe key determinants of which are saving and productivity improvements.",1.0,"Spending policies are now overriding productivity enhancing policies. Unfortunately, like Europe, under Labor Australia remains fixated on the spending side of the economy rather than on the productive side of the economyñthe side that creates greater wealth and prosperity for the nation.",1
155,155,63620_201309_155,Productivity growth has fallen significantly.,1.0,"Unfortunately, like Europe, under Labor Australia remains fixated on the spending side of the economy rather than on the productive side of the economyñthe side that creates greater wealth and prosperity for the nation. Since the global financial crisis, Labor has encouraged policies that are arguably the opposite of improving long-run sustainable growth in national output ñthe key determinants of which are saving and productivity improvements.",1
156,156,63620_201309_156,The Economist Intelligence Unit now ranks Australia as the second worst of 51 countries for productivity growth ahead only of Botswana.,1.0,"Since the global financial crisis, Labor has encouraged policies that are arguably the opposite of improving long-run sustainable growth in national output ñthe key determinants of which are saving and productivity improvements. Productivity growth has fallen significantly.",1
157,157,63620_201309_157,The next wave of investment is now at risk.,1.0,Productivity growth has fallen significantly. The Economist Intelligence Unit now ranks Australia as the second worst of 51 countries for productivity growth ahead only of Botswana.,1
158,158,63620_201309_158,About $75 billion worth of resource projects have been cancelled in the past 12 months and a further $100 billion are at serious risk.,1.0,The Economist Intelligence Unit now ranks Australia as the second worst of 51 countries for productivity growth ahead only of Botswana. The next wave of investment is now at risk.,1
159,159,63620_201309_159,"For example: BHP has deferred its massive Olympic Dam expansion in South Australia and in Western Australia, Fortescue and BHP have scaled back expansion plans and Japan's Mitsubishi has shelved the$6 billion Oakajee development.",1.0,The next wave of investment is now at risk. About $75 billion worth of resource projects have been cancelled in the past 12 months and a further $100 billion are at serious risk.,1
160,160,63620_201309_160,"With commodity prices still high despite recent falls, this raises serious questions:",1.0,"About $75 billion worth of resource projects have been cancelled in the past 12 months and a further $100 billion are at serious risk. For example: BHP has deferred its massive Olympic Dam expansion in South Australia and in Western Australia, Fortescue and BHP have scaled back expansion plans and Japan's Mitsubishi has shelved the$6 billion Oakajee development.",1
161,161,63620_201309_161,about the imposition of new taxes like the mining tax and carbon tax ñparticularly when we are the only country with a resource based economy to impose an economy-wide carbon tax;,1.0,"For example: BHP has deferred its massive Olympic Dam expansion in South Australia and in Western Australia, Fortescue and BHP have scaled back expansion plans and Japan's Mitsubishi has shelved the$6 billion Oakajee development. With commodity prices still high despite recent falls, this raises serious questions:",1
162,162,63620_201309_162,about Australia's sovereign risk profile which has dramatically increased with the introduction of these new taxes;,1.0,"With commodity prices still high despite recent falls, this raises serious questions: about the imposition of new taxes like the mining tax and carbon tax ñparticularly when we are the only country with a resource based economy to impose an economy-wide carbon tax;",1
163,163,63620_201309_163,about Australia's poor recent levels of productivity performance and the need to make Australia more competitive and productive;,1.0,about the imposition of new taxes like the mining tax and carbon tax ñparticularly when we are the only country with a resource based economy to impose an economy-wide carbon tax; about Australia's sovereign risk profile which has dramatically increased with the introduction of these new taxes;,1
164,164,63620_201309_164,about growing union militancy in work places; and,1.0,about Australia's sovereign risk profile which has dramatically increased with the introduction of these new taxes; about Australia's poor recent levels of productivity performance and the need to make Australia more competitive and productive;,1
165,165,63620_201309_165,about Australia's high project development costs now affecting investment decisions.,1.0,about Australia's poor recent levels of productivity performance and the need to make Australia more competitive and productive; about growing union militancy in work places; and,1
166,166,63620_201309_166,GDP is growing too slowly.,1.0,about growing union militancy in work places; and about Australia's high project development costs now affecting investment decisions.,1
167,167,63620_201309_167,Australia's GDP per head has grown by only just over 0.5 per cent per year under Labor compared to well over 2 per cent a year under the Coalition.,1.0,about Australia's high project development costs now affecting investment decisions. GDP is growing too slowly.,1
168,168,63620_201309_168,The economy is now slowing with the Reserve Bank cutting its economic growth forecasts and warning the resources boom is losing steam faster than expected.,1.0,GDP is growing too slowly. Australia's GDP per head has grown by only just over 0.5 per cent per year under Labor compared to well over 2 per cent a year under the Coalition.,1
169,169,63620_201309_169,"As UBS economist Scott Haslem said: ``While the RBA sounds less certain on domestic growthÖ they now appear even more worried about domestic inflation and productivity"".",1.0,Australia's GDP per head has grown by only just over 0.5 per cent per year under Labor compared to well over 2 per cent a year under the Coalition. The economy is now slowing with the Reserve Bank cutting its economic growth forecasts and warning the resources boom is losing steam faster than expected.,1
170,170,63620_201309_170,Monetary policy is now being used to try and catch a falling economy.,1.0,"The economy is now slowing with the Reserve Bank cutting its economic growth forecasts and warning the resources boom is losing steam faster than expected. As UBS economist Scott Haslem said: ``While the RBA sounds less certain on domestic growthÖ they now appear even more worried about domestic inflation and productivity"".",1
171,171,63620_201309_171,"``We Australians are a great people with a great destiny"".",1.0,"As UBS economist Scott Haslem said: ``While the RBA sounds less certain on domestic growthÖ they now appear even more worried about domestic inflation and productivity"". Monetary policy is now being used to try and catch a falling economy.",1
172,172,63620_201309_172,Over-regulation is strangling our businesses and driving up costs.,1.0,"Monetary policy is now being used to try and catch a falling economy. ``We Australians are a great people with a great destiny"".",1
173,173,63620_201309_173,"An Australian Chamber of Commerce and industry survey showed that 73 per cent of businesses report greater increases in regulation over the past two years and 60 per cent of businesses spend over $5,000 a year just meeting regulatory requirements..",1.0,"``We Australians are a great people with a great destiny"". Over-regulation is strangling our businesses and driving up costs.",1
174,174,63620_201309_174,Inflexible work practices are holding our industries back.,1.0,"Over-regulation is strangling our businesses and driving up costs. An Australian Chamber of Commerce and industry survey showed that 73 per cent of businesses report greater increases in regulation over the past two years and 60 per cent of businesses spend over $5,000 a year just meeting regulatory requirements..",1
175,175,63620_201309_175,The Australian Industry Group warns there are too many unnecessary barriers on productivity and flexibility that will lead to more business closures and jobs going overseas.,1.0,"An Australian Chamber of Commerce and industry survey showed that 73 per cent of businesses report greater increases in regulation over the past two years and 60 per cent of businesses spend over $5,000 a year just meeting regulatory requirements.. Inflexible work practices are holding our industries back.",1
176,176,63620_201309_176,"They say it's not about slashing wages, working conditions or living standards, but they fear the nation is going ``the wrong way down a one-way street"".",1.0,Inflexible work practices are holding our industries back. The Australian Industry Group warns there are too many unnecessary barriers on productivity and flexibility that will lead to more business closures and jobs going overseas.,1
177,177,63620_201309_177,Australia's pace of jobs growth has been 30 percent lower under Labor.,1.0,"The Australian Industry Group warns there are too many unnecessary barriers on productivity and flexibility that will lead to more business closures and jobs going overseas. They say it's not about slashing wages, working conditions or living standards, but they fear the nation is going ``the wrong way down a one-way street"".",1
178,178,63620_201309_178,"Under Labor, the pace of jobs growth has averaged 1.5 per cent a year compared with 2.2 per cent under the Coalition ña 30 per cent slower pace of jobs growth.",1.0,"They say it's not about slashing wages, working conditions or living standards, but they fear the nation is going ``the wrong way down a one-way street"". Australia's pace of jobs growth has been 30 percent lower under Labor.",1
179,179,63620_201309_179,And less than half of the new jobs under Labor have been private sector jobs compared with over 70 per cent under the Howard Government.,1.0,"Australia's pace of jobs growth has been 30 percent lower under Labor. Under Labor, the pace of jobs growth has averaged 1.5 per cent a year compared with 2.2 per cent under the Coalition ña 30 per cent slower pace of jobs growth.",1
180,180,63620_201309_180,Jobs growth over the past two years has slowed to its weakest pace in 15 years.,1.0,"Under Labor, the pace of jobs growth has averaged 1.5 per cent a year compared with 2.2 per cent under the Coalition ña 30 per cent slower pace of jobs growth. And less than half of the new jobs under Labor have been private sector jobs compared with over 70 per cent under the Howard Government.",1
181,181,63620_201309_181,And Australia's work force participation rate has dropped.,1.0,And less than half of the new jobs under Labor have been private sector jobs compared with over 70 per cent under the Howard Government. Jobs growth over the past two years has slowed to its weakest pace in 15 years.,1
182,182,63620_201309_182,"Without a strong, g rowing economy, other challenges can't be properly addressed.",1.0,Jobs growth over the past two years has slowed to its weakest pace in 15 years. And Australia's work force participation rate has dropped.,1
183,183,63620_201309_183,"Without a strong, prosperous economy the nation won't have the financial means to address all the other challenges facing Australia, like the need for more modern infrastructure, better services like health and education and the National Disability Insurance Scheme (NDIS) as well as the need to restore defence funding.",1.0,"And Australia's work force participation rate has dropped. Without a strong, g rowing economy, other challenges can't be properly addressed.",1
184,184,63620_201309_184,"That's why a strong, prosperous economy is central to everything.",1.0,"Without a strong, g rowing economy, other challenges can't be properly addressed. Without a strong, prosperous economy the nation won't have the financial means to address all the other challenges facing Australia, like the need for more modern infrastructure, better services like health and education and the National Disability Insurance Scheme (NDIS) as well as the need to restore defence funding.",1
185,185,63620_201309_185,Australians are being let down by a bad government.,1.0,"Without a strong, prosperous economy the nation won't have the financial means to address all the other challenges facing Australia, like the need for more modern infrastructure, better services like health and education and the National Disability Insurance Scheme (NDIS) as well as the need to restore defence funding. That's why a strong, prosperous economy is central to everything.",1
186,186,63620_201309_186,Australians know that this is a great country let down by a bad government interested only in its own survivalñwith no economic plan for Australia other than to run deficits and spend more money.,1.0,"That's why a strong, prosperous economy is central to everything. Australians are being let down by a bad government.",1
187,187,63620_201309_187,"Delivering a strong, prosperous economy.",1.0,Australians are being let down by a bad government. Australians know that this is a great country let down by a bad government interested only in its own survivalñwith no economic plan for Australia other than to run deficits and spend more money.,1
188,188,63620_201309_188,The importance of a responsible economic strategy.,1.0,"Australians know that this is a great country let down by a bad government interested only in its own survivalñwith no economic plan for Australia other than to run deficits and spend more money. Delivering a strong, prosperous economy.",1
189,189,63620_201309_189,"We have an economic plan for Australia ñ a plan to deliver a strong, prosperous economy based on the fundamental truth that the best long-term economic strategy for Australia is to get our finances in order, build a strong growth-powered economy with less debt and make Australia more productive and competitive in the global economy.",,"Delivering a strong, prosperous economy. The importance of a responsible economic strategy.",5
190,190,63620_201309_190,"Our plan will deliver more jobs, higher real wages and better living standards for all Australians.",,"The importance of a responsible economic strategy. We have an economic plan for Australia ñ a plan to deliver a strong, prosperous economy based on the fundamental truth that the best long-term economic strategy for Australia is to get our finances in order, build a strong growth-powered economy with less debt and make Australia more productive and competitive in the global economy.",1
191,191,63620_201309_191,The elements of our economic plan:,,"We have an economic plan for Australia ñ a plan to deliver a strong, prosperous economy based on the fundamental truth that the best long-term economic strategy for Australia is to get our finances in order, build a strong growth-powered economy with less debt and make Australia more productive and competitive in the global economy. Our plan will deliver more jobs, higher real wages and better living standards for all Australians.",1
192,192,63620_201309_192,"We will live within our means, get the Budget back under control and pay back debt.",,"Our plan will deliver more jobs, higher real wages and better living standards for all Australians. The elements of our economic plan:",1
193,193,63620_201309_193,We will lower taxes to stimulate stronger economic growth and unleash our real economic potential.,,"The elements of our economic plan: We will live within our means, get the Budget back under control and pay back debt.",6
194,194,63620_201309_194,We will boost productivity to secure greater prosperity and build more 21st Century infrastructure.,,"We will live within our means, get the Budget back under control and pay back debt. We will lower taxes to stimulate stronger economic growth and unleash our real economic potential.",6
195,195,63620_201309_195,We will deepen our engagement with Asia and deliver more growth from Asia.,,We will lower taxes to stimulate stronger economic growth and unleash our real economic potential. We will boost productivity to secure greater prosperity and build more 21st Century infrastructure.,1
196,196,63620_201309_196,We will help small business create stronger jobs growth.,,We will boost productivity to secure greater prosperity and build more 21st Century infrastructure. We will deepen our engagement with Asia and deliver more growth from Asia.,1
197,197,63620_201309_197,"We will build a more diverse, world-class 5-Pillar economy that unleashes Australia's potential.",,We will deepen our engagement with Asia and deliver more growth from Asia. We will help small business create stronger jobs growth.,1
198,198,63620_201309_198,"Building a strong, productive and prosperous economy with less debt benefits everyone.",,"We will help small business create stronger jobs growth. We will build a more diverse, world-class 5-Pillar economy that unleashes Australia's potential.",3
199,199,63620_201309_199,"We believe a strong, productive and prosperous economy, ideally free from the burdens of debt, is the basis for realising all our other goals for Australia.",,"We will build a more diverse, world-class 5-Pillar economy that unleashes Australia's potential. Building a strong, productive and prosperous economy with less debt benefits everyone.",1
200,200,63620_201309_200,"In fact, it provides the financial means to enable us to help those in need, particularly the disadvantaged.",,"Building a strong, productive and prosperous economy with less debt benefits everyone. We believe a strong, productive and prosperous economy, ideally free from the burdens of debt, is the basis for realising all our other goals for Australia.",1
201,201,63620_201309_201,"A prosperous economy with less debt is the essential ingredient that allows us all to secure the aspirations we have for ourselves, our families and our country.",,"We believe a strong, productive and prosperous economy, ideally free from the burdens of debt, is the basis for realising all our other goals for Australia. In fact, it provides the financial means to enable us to help those in need, particularly the disadvantaged.",1
202,202,63620_201309_202,"``The best way to restore politicians' standing is to have governments which meddle less and lead more"".",,"In fact, it provides the financial means to enable us to help those in need, particularly the disadvantaged. A prosperous economy with less debt is the essential ingredient that allows us all to secure the aspirations we have for ourselves, our families and our country.",1
203,203,63620_201309_203,Living within our means and getting the Budget back under control.,1.0,"A prosperous economy with less debt is the essential ingredient that allows us all to secure the aspirations we have for ourselves, our families and our country. ``The best way to restore politicians' standing is to have governments which meddle less and lead more"".",1
204,204,63620_201309_204,POLICY PRIORITY.,1.0,"``The best way to restore politicians' standing is to have governments which meddle less and lead more"". Living within our means and getting the Budget back under control.",1
205,205,63620_201309_205,"We will get the Budget back under control, cut waste and start reducing debt ñ to take unnecessary pressure off interest rates; and to protect the Australian economy from another financial crisis.",,Living within our means and getting the Budget back under control. POLICY PRIORITY.,1
206,206,63620_201309_206,Protecting Australia from a debt crisis ñ paying down debt.,1.0,"POLICY PRIORITY. We will get the Budget back under control, cut waste and start reducing debt ñ to take unnecessary pressure off interest rates; and to protect the Australian economy from another financial crisis.",1
207,207,63620_201309_207,We have an economic plan for Australia ñ a plan to live within our means and get the Budget back under control.,,"We will get the Budget back under control, cut waste and start reducing debt ñ to take unnecessary pressure off interest rates; and to protect the Australian economy from another financial crisis. Protecting Australia from a debt crisis ñ paying down debt.",1
208,208,63620_201309_208,"With Australia's net debt over $160 billion, Australia is more vulnerable to an economic shock and has less protection in the event of a financial crisis.",1.0,Protecting Australia from a debt crisis ñ paying down debt. We have an economic plan for Australia ñ a plan to live within our means and get the Budget back under control.,1
209,209,63620_201309_209,This is why we are so determined to get the Budget back under control and get back on the path to real prosperity.,,"We have an economic plan for Australia ñ a plan to live within our means and get the Budget back under control. With Australia's net debt over $160 billion, Australia is more vulnerable to an economic shock and has less protection in the event of a financial crisis.",1
210,210,63620_201309_210,"Sound budget management means a sustainable surplus over the medium-term because governments have to live within their means if we wish to leave the next generation better off, not worse off.",,"With Australia's net debt over $160 billion, Australia is more vulnerable to an economic shock and has less protection in the event of a financial crisis. This is why we are so determined to get the Budget back under control and get back on the path to real prosperity.",1
211,211,63620_201309_211,We will manage the economy and Budget responsibly to ensure our children are not burdened by unfairly high taxes and left with an unfair debt legacy.,,"This is why we are so determined to get the Budget back under control and get back on the path to real prosperity. Sound budget management means a sustainable surplus over the medium-term because governments have to live within their means if we wish to leave the next generation better off, not worse off.",1
212,212,63620_201309_212,"The Coalition will protect the Australian economy from economic shocks and create the conditions which keep interest rates as low as possible and reduce debt interest payments, which are now costing the Australian public over $7 billion a year.",,"Sound budget management means a sustainable surplus over the medium-term because governments have to live within their means if we wish to leave the next generation better off, not worse off. We will manage the economy and Budget responsibly to ensure our children are not burdened by unfairly high taxes and left with an unfair debt legacy.",7
213,213,63620_201309_213,"By repaying debt, this annual $7 billion of debt interest payments could instead be better spent on better services such as health and education and for tax relief.",,"We will manage the economy and Budget responsibly to ensure our children are not burdened by unfairly high taxes and left with an unfair debt legacy. The Coalition will protect the Australian economy from economic shocks and create the conditions which keep interest rates as low as possible and reduce debt interest payments, which are now costing the Australian public over $7 billion a year.",7
214,214,63620_201309_214,Getting the Budget back under control.,1.0,"The Coalition will protect the Australian economy from economic shocks and create the conditions which keep interest rates as low as possible and reduce debt interest payments, which are now costing the Australian public over $7 billion a year. By repaying debt, this annual $7 billion of debt interest payments could instead be better spent on better services such as health and education and for tax relief.",1
215,215,63620_201309_215,We will:,1.0,"By repaying debt, this annual $7 billion of debt interest payments could instead be better spent on better services such as health and education and for tax relief. Getting the Budget back under control.",1
216,216,63620_201309_216,"get the Budget back under control, start delivering real Budget surpluses, pay down debt and take pressure off the high Australian dollar;",,Getting the Budget back under control. We will:,1
217,217,63620_201309_217,"immediately establish a Commission of Audit to identify savings and efficiencies in all areas of government, so we can reduce government debt and start delivering better value for money and sustainable Budget surpluses into the future;",,"We will: get the Budget back under control, start delivering real Budget surpluses, pay down debt and take pressure off the high Australian dollar;",1
218,218,63620_201309_218,end government waste and ensure better value-for-money in government programmes so that Australia no longer needs to keep borrowing money to prop up its Budget; and,,"get the Budget back under control, start delivering real Budget surpluses, pay down debt and take pressure off the high Australian dollar; immediately establish a Commission of Audit to identify savings and efficiencies in all areas of government, so we can reduce government debt and start delivering better value for money and sustainable Budget surpluses into the future;",1
219,219,63620_201309_219,start reducing government debt so the government won't need to spend $7 billion a year on wasted interest payments.,,"immediately establish a Commission of Audit to identify savings and efficiencies in all areas of government, so we can reduce government debt and start delivering better value for money and sustainable Budget surpluses into the future; end government waste and ensure better value-for-money in government programmes so that Australia no longer needs to keep borrowing money to prop up its Budget; and",7
220,220,63620_201309_220,Living within our means on a sustainable basis.,1.0,end government waste and ensure better value-for-money in government programmes so that Australia no longer needs to keep borrowing money to prop up its Budget; and start reducing government debt so the government won't need to spend $7 billion a year on wasted interest payments.,1
221,221,63620_201309_221,"We will restore prudent financial management and live within our means on a sustainable, longer-term basis to restore structural integrity to the Budget.",,start reducing government debt so the government won't need to spend $7 billion a year on wasted interest payments. Living within our means on a sustainable basis.,1
222,222,63620_201309_222,We will:,1.0,"Living within our means on a sustainable basis. We will restore prudent financial management and live within our means on a sustainable, longer-term basis to restore structural integrity to the Budget.",1
223,223,63620_201309_223,"act in a responsible way to protect Australian families and deliver better frontline services whilst repairing Australia's Budget and putting it on a sustainable, longer-term footing;",,"We will restore prudent financial management and live within our means on a sustainable, longer-term basis to restore structural integrity to the Budget. We will:",1
224,224,63620_201309_224,"get spending down by fixing the overlap between different levels of government and by reducing the size of the bloated Commonwealth payroll, with a focus on natural attrition, to bring it closer to its size at the close of the Howard Government; and",,"We will: act in a responsible way to protect Australian families and deliver better frontline services whilst repairing Australia's Budget and putting it on a sustainable, longer-term footing;",1
225,225,63620_201309_225,deliver a more effective and responsive public service focused on your needs.,,"act in a responsible way to protect Australian families and deliver better frontline services whilst repairing Australia's Budget and putting it on a sustainable, longer-term footing; get spending down by fixing the overlap between different levels of government and by reducing the size of the bloated Commonwealth payroll, with a focus on natural attrition, to bring it closer to its size at the close of the Howard Government; and",3
226,226,63620_201309_226,Lowering taxes to unleash our real economic potential.,1.0,"get spending down by fixing the overlap between different levels of government and by reducing the size of the bloated Commonwealth payroll, with a focus on natural attrition, to bring it closer to its size at the close of the Howard Government; and deliver a more effective and responsive public service focused on your needs.",1
227,227,63620_201309_227,Delivering lower taxes and growing a stronger economy.,1.0,deliver a more effective and responsive public service focused on your needs. Lowering taxes to unleash our real economic potential.,1
228,228,63620_201309_228,We have an economic plan for Australia ñ a plan to lower taxes to stimulate stronger economic growth and make Australia more competitive in the global economy.,,Lowering taxes to unleash our real economic potential. Delivering lower taxes and growing a stronger economy.,1
229,229,63620_201309_229,We will abolish unnecessary taxes to unleash Australia's real economic potential and to encourage businesses to invest and grow and create more jobs.,,Delivering lower taxes and growing a stronger economy. We have an economic plan for Australia ñ a plan to lower taxes to stimulate stronger economic growth and make Australia more competitive in the global economy.,1
230,230,63620_201309_230,Personal income tax cut ñ without the carbon tax,1.0,We have an economic plan for Australia ñ a plan to lower taxes to stimulate stronger economic growth and make Australia more competitive in the global economy. We will abolish unnecessary taxes to unleash Australia's real economic potential and to encourage businesses to invest and grow and create more jobs.,1
231,231,63620_201309_231,We will fund personal income tax cuts for individuals and families ñ without a carbon tax.,,We will abolish unnecessary taxes to unleash Australia's real economic potential and to encourage businesses to invest and grow and create more jobs. Personal income tax cut ñ without the carbon tax,6
232,232,63620_201309_232,We pledge to the families of Australia that we will never make your lives harder by imposing needless new taxes and we will free Australians from the burdens of the carbon tax.,,Personal income tax cut ñ without the carbon tax We will fund personal income tax cuts for individuals and families ñ without a carbon tax.,1
233,233,63620_201309_233,Cutting company tax ñ without the mining tax.,1.0,We will fund personal income tax cuts for individuals and families ñ without a carbon tax. We pledge to the families of Australia that we will never make your lives harder by imposing needless new taxes and we will free Australians from the burdens of the carbon tax.,1
234,234,63620_201309_234,We will deliver a modest cut in company tax ñ funded from savings in the Budget.,,We pledge to the families of Australia that we will never make your lives harder by imposing needless new taxes and we will free Australians from the burdens of the carbon tax. Cutting company tax ñ without the mining tax.,1
235,235,63620_201309_235,Scrapping the carbon tax ñ reducing cost-of-living pressures.,1.0,Cutting company tax ñ without the mining tax. We will deliver a modest cut in company tax ñ funded from savings in the Budget.,1
236,236,63620_201309_236,We will immediately introduce legislation to scrap the world's biggest carbon tax and start reducing cost of living pressures for all Australians caused by rapidly rising electricity and gas prices.,,We will deliver a modest cut in company tax ñ funded from savings in the Budget. Scrapping the carbon tax ñ reducing cost-of-living pressures.,1
